wordcontent,sentences,index
ടൂറിസ്റ്റ്,അതേസമയം ലോകത്തിന്റെ വിവിധ ഭാഗങ്ങളില്‍‍ കണ്‍സല്‍‍ട്ടന്‍സിക്കും മറ്റു് പ്രതിഫലം പറ്റുന്ന പ്രവൃത്തികള്‍ക്കും ആയി ഒരു ദിവസവും മറ്റും വന്ന് മടങ്ങുന്നവരെ ടൂറിസ്റ്റ് ആയി കണക്കാക്കുന്നതും ഇല്ല .,187
‘,"എസ്റ്റികോളറിഡ്ജിന്റെ ‘ വാട്ടര്‍ , വാട്ടര്‍ എവരിവെയര്‍ ' എന്ന കവിതയുടെ തര്‍ജ്ജമ മുതല്‍ , നാഗാലാന്‍ഡിലെ ഡോഗ്മാര്‍ക്കറ്റ് വരെ പ്രസംഗങ്ങള്‍ നീളുന്നതും സ്വാഭാവികം .",2245
‘,"കവി പ്രൊഫ കെ അയ്യപ്പപണിക്കര്‍ ‘ കാട് എവിടെ മക്കളെ , കൂട് എവിടെ മക്കളെ ? ' എന്ന് ആണ് പാടിയത് എങ്കില്‍ , ഇന്ന് അത് ‘ നദി എവിടെ മക്കളേ , കുളം എവിടെ മക്കളേ , തൊടികളില്‍ കാണുന്ന കിണറ് എവിടെ മക്കളേ ' എന്ന് ആയി മാറിയിട്ടുണ്ട് എന്ന് അദ്ദേഹം നിരീക്ഷിച്ചു .",2259
‘,"ഇംഗ്ലീഷ് കവി എസ്റ്റികോളറിഡ്ജിനേയും അദ്ദേഹം ഉദ്ധരിച്ചു - ‘ വെള്ളം , വെള്ളം സര്‍വത്ര , തുള്ളി കുടിക്കാനില്ലത്രെ ' , എന്ന മട്ടില്‍ .",2260
‘,"ഇക്കഴിഞ്ഞ ലോക്‌സഭാ തെരഞ്ഞെടുപ്പില്‍ , ‘ നോട്ടയ്ക്ക് ഭൂരിപക്ഷം കിട്ടിയ ഇന്ത്യയിലെ ഏക പഞ്ചായത്ത് തന്റെ മണ്ഡലം ആയ ചിറ്റൂരില് ആണ് എന്ന കാര്യം അദ്ദേഹം സഭയെ അറിയിച്ചു .",2269
‘,ഒരു സ്ഥാനാര്‍ത്ഥിക്കും കിട്ടാത്ത അത്ര വോട്ട് ‘ നോട്ടയ്ക്ക് ' കിട്ടി .,2270
‘,2011 ജനുവരിയില്‍ ‘ ട്രാഫിക് ’ എന്ന ചിത്രത്തോടെ തുടക്കം കുറിച്ച ന്യുജനറേഷന്‍സിനിമ ആദ്യമായി മുഖ്യധാരാരാഷ്ട്രീയത്തെ അഭിസംബോധന ചെയ്യുന്നു എന്ന തോന്നല്‍ ഉളവാക്കുന്ന ചിത്രം ആണ് അരുണ്‍കുമാര്‍ അരവിന്ദിന്റെ ‘ ലെഫ്റ്റ് _ റൈറ്റ് _ ലെഫ്റ്റ് .,2318
ചെയ്യുന്നത്,മൂന്നാമത് ആയി കാര്ഷിക ഉത്പന്നങ്ങള്‍ കയറ്റുമതി ചെയ്തുകൊണ്ടിരിക്കുന്ന രാജ്യം ആണ് എങ്കില്‍ ആ ഉത്പാദനമാന്ദ്യം വഴി ഉണ്ടകുന്ന നഷ്ടവും തത്ഫലമായി നഷ്ടം ആയ വിദേശനാണ്യവും ടൂറിസം വഴി കൈവരുന്ന വിദേശനാണ്യത്തിന്റെ മൂല്യത്തെ വാസ്തവത്തില്‍ ഇല്ലാതാക്കുകയാണ് ചെയ്യുന്നത് .,294
ചെയ്യുന്നത്,സാമ്പത്തിക നേട്ടങ്ങള്‍ കുറയുകയോ ഇല്ലാതാവുകയോ ചെയ്യുമ്പോഴ് ആണ് അതിന്റെ സാംസ്കാരികവും ധാര്മികവും സാമൂഹ്യവും ആയ കോട്ടങ്ങളെ പറ്റി ആളുകള്‍ കൂടുതല്‍ ബോധവാന്മാര്‍ ആവുകയും പ്രതികരണം തീഷ്ണം ആവുകയും ചെയ്യുന്നത് .,313
ചെയ്യുന്നത്,വിദേശിയര് ആയ അഥിതികള്ക്ക് ഇങ്ങനെ ഉത്പന്നങ്ങള്‍ നേരിട്ടു വില്ക്കുമ്പോള്‍ അത് ഒരു കയറ്റുമതിയുടെ ഫലം തന്നെ ആണ് ചെയ്യുന്നത് .,342
ചെയ്യുന്നത്,ഒരു പാക്കേജില്‍ പരമാവധി എന്തെല്ലാം ഉള്‍ക്കൊള്ളിക്കാന്‍ കഴിയും എന്ന് ആണ് ടൂറിസത്തിലെ മൊത്തവ്യാപാരി എന്ന് വിശേഷിപ്പിക്കാവുന്ന ടൂര്‍ഓപ്പറേറ്റര്‍ ചെയ്യുന്നത് .,792
ചെയ്യുന്നത്,ടൂര്‍‍ഓപ്പറേറ്റര്‍‍മാര്‍‍ തങ്ങള്‍ സംവിധാനം ചെയ്ത ഉത്പന്നത്തെ എങ്ങനെ ആണ് വിപണനം ചെയ്യുന്നത് എന്ന് അറിയുന്നതും പ്രധാനം തന്നെ .,1167
ചെയ്യുന്നത്,കേന്ദ്രത്തിലെയും സംസ്ഥാനങ്ങളിലെയും ടൂറിസംവകുപ്പുകളുടെ സമീപനവും പ്രവര്‍ത്തനവും ആണ് സ്വകാര്യമേഖലയ്ക്ക് പ്രവര്ത്തിക്കാന്‍ ഉള്ള അനുകൂലപശ്ചാത്തലം സൃഷ്ടിക്കുകയും ടൂറിസ്റ്റുകളുടെ സന്ദര്‍ശനവിജത്തിനു വേണ്ട മറ്റ് അടിസ്ഥാനസൗകര്യങ്ങള്‍ സൃഷ്ടിച്ചുകൊടുക്കുകയും ചെയ്യുന്നത് .,1581
മറ്റും,അതേസമയം ലോകത്തിന്റെ വിവിധ ഭാഗങ്ങളില്‍‍ കണ്‍സല്‍‍ട്ടന്‍സിക്കും മറ്റു് പ്രതിഫലം പറ്റുന്ന പ്രവൃത്തികള്‍ക്കും ആയി ഒരു ദിവസവും മറ്റും വന്ന് മടങ്ങുന്നവരെ ടൂറിസ്റ്റ് ആയി കണക്കാക്കുന്നതും ഇല്ല .,187
മറ്റും,കരീബിയന്‍ദ്വീപുകളിലും മറ്റും ടൂറിസംപ്രവര്ത്തനം വ്യാപകം ആയപ്പോള്‍ കണ്ട ഒരു പ്രധാന പോരായ്മ നഗരങ്ങളിലേയ്ക്ക് ഉള്ള തൊഴിലാളികളുടെ കുടിയേറ്റം ആണ് .,289
മറ്റും,85 മുതല്‍ ആരംഭിച്ച അന്താരാഷ്ട്ര പ്രചാരണത്തിന്റെയും മറ്റും ഫലം ആയി ( ഇതിനെ കുറിച്ച് ' ടൂറിസം കേരളത്തില്‍ ' എന്ന അദ്ധ്യായത്തില്‍ വിശദീകരിച്ചിട്ടുണ്ട് ) വ്യക്തമായ ഒരു പ്രതിച്ഛായ ആര്‍ജ്ജിക്കുന്നതിന് കേരളത്തിന് സാധിച്ചിരിക്കുന്നു .,1677
മറ്റും,കൊയിലാണ്ടി പ്രദേശത്ത് പ്രസിദ്ധമായ ഹൂക്കനിര്‍മ്മാണം പയ്യന്നൂര്‍ ര്‍പ്രദേശത്തും മറ്റും സജീവമായ തെയ്യം പോലെ ഉള്ള കലാരൂപങ്ങള്‍ ബേപ്പൂര്‍ കേന്ദ്രം ആയ ഉരു നിര്‍മ്മാണവും അതിനെ ആശ്രയിച്ച് വികസിപ്പിച്ചെടുക്കാവുന്ന കരകൗശലങ്ങളും എല്ലാം ഇക്കാരണത്താല്‍ പുഷ്ടിപ്പെടുകയും ചെയ്യും .,1900
മറ്റും,ഭഗവതികാവുകളിലും മറ്റും നടത്തുന്ന വഴിപാട് ആണ് പറയെടുപ്പ് ।,2540
മറ്റും,പില്‍ക്കാലത്ത് ചരിത്രനായകന്‍ ആയും പടയാളി ആയും മറ്റും ചിത്രീകരിച്ചിട്ടുണ്ട് എങ്കിലും ലക്ഷോപലക്ഷം ഭക്തജനങ്ങളുടെ മനസ്സില്‍ പച്ചപിടിച്ച് നില്‍ക്കുന്ന ഐതിഹ്യകഥ ആണ് ധര്‍മശാസ്താവിന്‍േറത് .,2870
കാലത്ത്,അടുത്ത കാലത്ത് ' മിറര്‍ന്യൂസ് ' സെല്‍ഫിയുടെ ദുരന്തം ഏറ്റുവാങ്ങിയ ഒരു പത്തൊമ്പതു വയസ്സുകാരനെ കുറിച്ച് റിപ്പോര്‍ട്ട് ചെയ്തിരുന്നു .,19
കാലത്ത്,ഗോവയില്‍ ഇതിന്റെ മറ്റൊരു പ്രത്യാഘാതം ആണ് അടുത്ത കാലത്ത് ആയി കണ്ടുവരുന്നത് .,310
കാലത്ത്,വൈദ്യുതിയും മണ്ണെണ്ണയും സുലഭം അല്ലാതിരുന്ന കാലത്ത് ഓടലെണ്ണ ആണ് വിളക്കു തെളിക്കാന്‍ ഉപയോഗിച്ചിരുന്നത് .,377
കാലത്ത്,കാലത്ത് എഴുന്നേറ്റ് മഞ്ഞൂരിലേക്ക് യാത്ര തുടരാന്‍ ആയിരുന്നു പ്ലാന്‍ .,1393
കാലത്ത്,അവികസിത രാജ്യങ്ങളിലേയ്ക്ക് ഉള്ള ടൂറിസ്റ്റുകളുടെ വരവില്‍‍ അടുത്ത കാലത്ത് കണ്ടിട്ടുള്ള അനുകൂലമായ വളര്‍‍ച്ചയുടെ കാരണവും ഈ സാമ്പത്തിക കണക്കുകൂട്ടലുകള്‍ തന്നെ .,1656
കാലത്ത്,"ഗജമേള നടത്തുമ്പോള്‍ ആദ്യ കാലത്ത് കേട്ടിരുന്ന പ്രതിഷേധങ്ങളുടെ ഒറ്റപ്പെട്ട ശബ്ദങ്ങളേക്കാള്‍ കരുത്തുറ്റത് ആയിരിക്കും , പൂരത്തിന്റെ നടത്തിപ്പില്‍ ടൂറിസത്തിനു വേണ്ടി ഭേദഗതി വരുത്താന്‍ ആരംഭിച്ചാല്‍ .",1747
മദ്യം,ആയിരക്കണക്കിനു വര്‍ഷങ്ങളുടെ പാരമ്പര്യം ഉള്ള ഒരു വസ്തു ആണ് മദ്യം .,7274
മദ്യം,ഗവേഷണങ്ങള്‍ ബി.സി. 10000 വരെ പഴക്കം ഉള്ള മദ്യം സംഭരിച്ചു വെച്ചിരുന്ന കല്‍ഭരണികള്‍ കണ്ടെത്തിയിട്ടുണ്ട് .,7277
മദ്യം,ബി.സി. 3000 - ബി.സി. 2000 കാലഘട്ടത്തില്‍ നമ്മുടെ സിന്ധുനദീതട സംസ്‌കാരത്തില്‍ സുര എന്ന ഒരു മദ്യം ഉണ്ടായിരുന്നത് ആയി പറയപ്പെടുന്നു .,7279
മദ്യം,"കാലം കഴിഞ്ഞതോടെ , പല നിറത്തിലും മണത്തിലും ഗുണത്തിലും ഉള്ള മദ്യം മനുഷ്യന്‍ ഉണ്ടാക്കി തുടങ്ങി .",7282
മദ്യം,മദ്യം നിത്യ ജീവിതത്തിന്റെ തന്നെ ഭാഗം ആയി .,7283
മദ്യം,ശാസ്ത്രം പറയുന്നത് ചെറിയ അളവില്‍ മദ്യം ശരീരത്തിന് നല്ലത് ആണ് എന്ന് ആണ് .,7286
കാലം,എന്നാല്‍ മഴക്കാലം ആണ് അതിരപ്പിള്ളിയില്‍ കാഴ്ചകളുടെ കാലം .,457
കാലം,സോഷ്യലിസ്റ്റ് രാജ്യങ്ങള്‍‍ വളരെ സംശയത്തോടെ മാത്രമേ ഇതിനെ അടുത്ത കാലം വരെയും കണ്ടിരുന്നുള്ളു .,863
കാലം,സോഷ്യലിസ്റ്റ് രാജ്യങ്ങള്‍‍ വളരെ സംശയത്തോടെ മാത്രമേ ഇതിനെ അടുത്ത കാലം വരെയും കണ്ടിരുന്നുള്ളു .,1025
കാലം,ടൂറിസംമേഖലയിലെ സൗകര്യങ്ങള്‍ സൃഷ്ടിച്ചെടുക്കുന്നതിന് ഗവണ്മെന്റ് തന്നെ മുന്നോട്ട് വരേണ്ടിയിരുന്ന ഒരു കാലം ആയിരുന്നു അത് .,1594
കാലം,സോളമന്റെ കാലം മുതല് തന്നെ സുഗന്ധവ്യഞ്ജനങ്ങളുടെയും ചന്ദനത്തിന്റെയും ഈ നാട് വിദേശസഞ്ചാരികള്ക്കും നാവികര്ക്കും ഏറെ പരിചിതം ആയിരുന്നു .,1599
കാലം,കാലഹരണപ്പെട്ട നടപടിക്രമങ്ങളും കാലതാമസം ഇല്ലാതെ കാര്യങ്ങള്‍ നീങ്ങുന്നത് അഴിമതി കൊണ്ട് ആണ് എന്ന പ്രാചീന ചിന്താഗതികളും നാം വര്‍ജ്ജിക്കേണ്ട കാലം അതിക്രമിച്ചിരിക്കുന്നു .,1710
പ്രയോജനം,അങ്ങനെ നല്‍കുന്ന ഫ്രാഞ്ചൈസിങ്ങിന്റെ ഫലം ആയി അവരുടെ അന്താരാഷ്ട്ര കംപ്യൂട്ടര്‍‍ ശൃംഖലയില്‍ പെടാനും മെച്ചപ്പെട്ട പ്രവര്‍‍ത്തനരീതികള്‍ സ്വായത്തം ആക്കാനും ആഗോളപ്രചരണത്തിന്റെ പ്രയോജനം ലഭിക്കാനും ഈ ഹോട്ടലുകള്‍ക്ക് സാധിക്കുന്നു .,95
പ്രയോജനം,മൂന്നാം ലോകരാജ്യങ്ങളില്‍‍ എത്തുന്വോള്‍‍ ടൂറിസം വിപണിയില്‍‍ ഇതിന്റ പ്രയോജനം പലത് ആണ് .,99
പ്രയോജനം,ആ സന്ദര്‍‍‍‍‍‍‍ശകന്‍ താമസിക്കുന്ന ഹോട്ടലിനും അയാള് ബന്ധപ്പെടുന്ന ഏതാനും സ്ഥാപനങ്ങള്‍ക്കും വ്യക്തികള്ക്കും അല്ലാതെ ഈ പ്രവൃത്തി കൊണ്ട് മറ്റെന്ത് പ്രയോജനം ആണ് ഗവണ്മെന്റുകള്‍ ലക്ഷ്യം ആക്കുന്നത് എന്നും വ്യക്തം ആക്കേണ്ടതുണ്ട് .,399
പ്രയോജനം,അങ്ങനെ നല്‍കുന്ന ഫ്രാഞ്ചൈസിങ്ങിന്റെ ഫലം ആയി അവരുടെ അന്താരാഷ്ട്രകംപ്യൂട്ടര്‍‍ ശൃംഖലയില്‍‍ പെടാനും മെച്ചപ്പെട്ട പ്രവര്‍‍ത്തനരീതികള്‍ സ്വായത്തം ആക്കാനും ആഗോളപ്രചരണത്തിന്റെ പ്രയോജനം ലഭിക്കാനും ഈ ഹോട്ടലുകള്‍ക്ക് സാധിക്കുന്നു .,435
പ്രയോജനം,മൂന്നാം ലോകരാജ്യങ്ങളില്‍‍ എത്തുന്വോള്‍‍ ടൂറിസംവിപണിയില്‍‍ ഇതിന്റ പ്രയോജനം പലത് ആണ് .,439
പ്രയോജനം,ഇതിന്റെ ഫലം ആയി അനഭിലഷണീയമായ പാര്ശ്വഫലങ്ങള്‍ പരമാവധി കുറക്കാനും തങ്ങളുടെ ജനതക്ക് ടൂറിസത്തില്‍‍ നിന്നു് ഉള്ള പ്രയോജനം പരമാവധി വര്‍ദ്ധിപ്പിക്കാനും ഇന്ന് ഗവണ്മെന്റുകള്‍ തന്ത്രങ്ങള്‍ ആവിഷ്കരിച്ച് തുടങ്ങിയിരിക്കുന്നു .,630
രണ്ടു,എന്നാല്‍ ടൂരിസത്തിന്റെ സുഗമമായ നടത്തിപ്പിന് ചാര്ട്ടര്വിമാനങ്ങള്‍ അനുവദിക്കെണ്ടിവരുമ്പോള്‍ രാജ്യത്തിന്‍ ഉള്ളിലെ രണ്ടു നഗരങ്ങളില്‍ സഞ്ചരിക്കാനും വിദേശചാര്ട്ടര്വിമാനങ്ങള്‍ ഉപയോഗിക്കാന്‍ ഈ കമ്പനികള്‍ തുനിയുകയും ദേശീയവരുമാനത്തില്‍ ഉണ്ടാകേണ്ട നേട്ടം അങ്ങനെ ഇല്ലാതാവുകയും ചെയ്യുന്നു .,284
രണ്ടു,പ്രതിദിനം അമ്പതു രൂപയ്ക്ക് താഴെ മാത്രം വാടക വരുന്ന മുറി എടുക്കുന്ന വിദേശി രണ്ടു ‍‍ഡോളറില് താഴെ മാത്രം ആണ് ചിലവഴിക്കുന്നത് .,986
രണ്ടു,ഇവിടെ രണ്ടു വിരുദ്ധതാത്പര്യങ്ങളുടെ പ്രവര്‍‍‍‍‍‍ത്തനം കാണാന്‍ കഴിയും .,1091
രണ്ടു,ഉത്പ്പന്നക്രമീകരണം രണ്ടു വര്‍‍ഷങ്ങള്‍ക്കു മുന്‍പു തന്നെ ആരംഭിക്കുന്നു എന്ന് പറയാം .,1177
രണ്ടു,നാം കണ്ടുമുട്ടുന്ന സഞ്ചാരികളെ പൊതുവായി രണ്ടു വിഭാഗത്തില്‍‍ പെടുത്താം .,1630
രണ്ടു,അടിസ്ഥാനപരമായി രണ്ടു പ്രക്രിയകളിലൂടെ ആണ് ഇതു സാധിക്കുന്നത് .,1663
ഉണ്ടായി,കൊളോണിയല്‍ നാളുകളെ കുറിച്ച് ചെറുപ്പകാലത്ത് കേട്ടുവളര്‍ന്ന ഒരു ഇംഗ്ലീഷ് കുടുംബത്തിന് ഒരുപക്ഷേ ഇന്ത്യയിലേക്ക് വരാന്‍ താത്പര്യം ഉണ്ടായി എന്നിരിക്കും .,787
ഉണ്ടായി,' ഓബ്റോയ് കേരള ' എന്ന ഒരു സംയുക്ത മേഖലാകമ്പനി രജിസ്റ്റര്‍ ചെയ്യുകയും ഉണ്ടായി .,947
ഉണ്ടായി,അനേകം ദശലക്ഷം ഡോളറുകള്‍ ഇതിന്‍ എല്ലാം കൂടി ചെലവഴിക്കുക ഉണ്ടായി .,1114
ഉണ്ടായി,ഇതെല്ലാം കേവലം ധൂര്‍ത്ത് അല്ലേ എന്നും ടൂറിസ്റ്റുകള്‍ക്ക് ആനയെ കാണാന്‍ ഇത്രയും ആര്ഭാടം എന്തിന്‍ എന്നും ആവോളം ചോദ്യങ്ങള്‍ കേരളത്തില്‍ ഉയരുക ഉണ്ടായി .,1731
ഉണ്ടായി,"എഴുപതുകളില്‍ നിന്ന് വികസനസമീപനത്തിന്റെ ഫലം ആയി ഗവണ്മന്രറ് , ഈ രണ്ട് പ്രധാനപ്പെട്ട പ്രദേശങ്ങളുടെ ടൂറിസം വളര്ച്ചയില്‍ ചരിത്രപരമായ പങ്ക് വഹിക്കുക ഉണ്ടായി .",1797
ഉണ്ടായി,ഭൂമിശാസ്ത്രപരവും ചരിത്രപരവും പുരാവസ്തുപരവും ആയ സവിശേഷതകളെ എങ്ങനെ ടൂറിസം വികസനത്തിനു വേണ്ടി ഉപയോഗപ്പെടുത്താന്‍ സാധിക്കും എന്ന് കമ്മിറ്റി ഏതാണ്ട് സമഗ്രമായി പഠിക്കുക ഉണ്ടായി .,1850
ഇന്ത്യയില്‍,"എന്നാല്‍ ഒരു അവികസിതരാജ്യത്ത് , പ്രത്യേകിച്ച് ഇന്ത്യയില്‍ , ഒരു സന്ദര്‍ശകന് എല്ലായിടത്തും വൈതരണികള്‍ മാത്രം നേരിടേണ്ടിവരുന്നു .",597
ഇന്ത്യയില്‍,വിവിധ വിഭാഗങ്ങളില്‍ ആയി ഇന്ത്യയില്‍ ആകെ ലഭ്യമായ മുറികളുടെ എണ്ണം 47675 ആണ് .,897
ഇന്ത്യയില്‍,"ഇന്ത്യയില്‍ എത്തുന്ന വിദേശ ടൂറിസ്റ്റുകള്‍ക്കിടയില്‍ നടത്തിയ ഒരു സര്വ്വേയില്‍ നിന്ന് 42ശതമാനം പേര്‍ പഞ്ചനക്ഷത്ര ഹോട്ടലുകളും , 20ശതമാനം ത്രിനക്ഷത്ര ഹോട്ടലുകളും , ബാക്കി ഉള്ളവര്‍ ചെലവ് കുറഞ്ഞ ഹോട്ടലുകളും ഇഷ്ടപ്പെടുന്നു എന്ന് വ്യക്തം ആക്കൂന്നുണ്ട് .",898
ഇന്ത്യയില്‍,ആകെ ഇന്ത്യയില്‍ പഞ്ചനക്ഷത്ര വിഭാഗത്തില്‍ ലഭ്യം ആയ 15000 മുറികളില്‍ 9000 മുറികളും ബോംബെയിലും ദല്ഹിയിലും മാത്രം ആകുന്നു .,900
ഇന്ത്യയില്‍,"ഹില്ട്ടന്‍ , മാറിയറ്റ് , ബെസ്റ്റ്വെസ്റ്റേണ്‍ , ഫോര്സീസണ്സ് എന്നീ ലോകപ്രശസ്ത ഹോട്ടലുകള്‍ ഇന്ത്യയില്‍ പ്രവേശിച്ചുകഴിഞ്ഞു .",904
ഇന്ത്യയില്‍,"ഇവ കൂടാതെ നിലവില്‍ ഉള്ള ഹോട്ടലുകള്‍ മെച്ചപ്പെട്ട രീതിയില്‍ വിപണനം ചെയ്യുന്നതിനും നടത്തുന്നതിനും ഉള്ള മാനേജ്മെന്രും മാര്ക്കറ്റിങ്ങ് വ്യവസ്ഥയില്‍ ഷെറട്ടന്‍ , റമഡ , സൊഫിറ്റല്‍ , മെറിദിയന്‍ , റാഡിസന്‍ , കെംപിന്സ്കി , ഹോളിഡേഇന്‍ എന്നിങ്ങനെ ഉള്ള ഗ്രൂപ്പുകളും ഇന്ത്യയില്‍ പ്രവര്ത്തിക്കുന്നുണ്ട് .",905
പിന്നീട്,അമേരിക്കയിലെ ഡിസ്നിലാന്ഡും പാരീസിലെ ഡിസ്നിവേള്ഡും ( 1992-ല്‍ ആരംഭിച്ചത് ) സിംഗപ്പൂരിലെ സെന്റോസദ്വീപും ജൂറോംഗ് പക്ഷിസങ്കേതവും എല്ലാം സന്ദര്‍ശകന്റെ താത്പര്യത്തെ സജീവം ആക്കി നിര്‍ത്താനായി പിന്നീട് നിര്‍മ്മിച്ചവ ആണ് .,823
പിന്നീട്,സ്പെയിനില്‍‍ അമ്പതുകളിലും അറുപതുകളിലും ഗവണ്മെന്റ് മേല്‍‍നോട്ടത്തില്‍‍ ഉള്ള ടൂറിസം വികസന പ്രവര്‍‍ത്തനങ്ങള്‍ക്ക് മുന്തൂക്കം ഉണ്ടായിരുന്നു എങ്കിലും പിന്നീട് സ്വകാര്യമേഖലയ്ക്ക് പൂര്‍‍ണ്ണമായ പ്രവര്‍‍ത്തനസ്വാതന്ത്ര്യം അനുവദിച്ചുകൊടുത്തു .,871
പിന്നീട്,മെക്സിക്കോയിലും ഇന്തോനേഷ്യയിലും എല്ലാം ആദ്യകാലഘട്ടങ്ങളിലെ സര്‍‍ക്കാര്‍‍ നേരിട്ടു നടത്തുന്ന പ്രവര്‍‍ത്തനങ്ങള്‍ സ്വകാര്യമേഖലയ്ക്ക് ഉള്ള മുന്‍ഗണനയ്ക്ക് പിന്നീട് വഴിമാറിക്കൊടുത്തിട്ടുണ്ട് .,872
പിന്നീട്,അത് വരുത്തിവയ്ക്കുന്ന സാമൂഹ്യവും സാംസ്കാരികവും ചിലപ്പോള്‍ സാമ്പത്തീകവും ആയ പ്രശ്നങ്ങളെ കുറിച്ച് വേണ്ടുവോളം ആലോചിക്കാതെ ആണ് ഇതിന്‍ ഇറങ്ങിപ്പുറപ്പെട്ടത് എന്ന് പിന്നീട് പരിതപിക്കേണ്ടിവന്ന പല രാജ്യങ്ങളും ഉണ്ട് .,886
പിന്നീട്,തിരുവനന്തപുരത്ത് വച്ച് കണക്കില് ഉള്പ്പെട്ട അതേ ടൂറിസ്റ്റിനെ തന്നെ പിന്നീട് തേക്കടിയിലെ ഹോട്ടല്‍ രജിസ്റ്ററില്‍ രണ്ടാമത് ഒരാള് ആയി കണക്കാക്കിയാല്‍ സംസ്ഥാനത്തില്‍ എത്തിയ ആകെ ടൂറിസ്റ്റുകളുടെ എണ്ണം ശരി ആയിരിക്കുകയില്ല .,970
പിന്നീട്,സ്പെയിനില്‍‍ അമ്പതുകളിലും അറുപതുകളിലും ഗവണ്മെന്റ് മേല്‍‍നോട്ടത്തില്‍‍ ഉള്ള ടൂറിസം വികസന പ്രവര്‍‍ത്തനങ്ങള്‍ക്ക് മുന്തൂക്കം ഉണ്ടായിരുന്നു എങ്കിലും പിന്നീട് സ്വകാര്യമേഖലയ്ക്ക് പൂര്‍‍ണ്ണം ആയ പ്രവര്‍‍ത്തനസ്വാതന്ത്ര്യം അനുവദിച്ചുകൊടുത്തു .,1034
ആകട്ടെ,അവര്‍‍ ആകട്ടെ ഏതെങ്കിലും ഒരു പ്രത്യേക മേഖലയില്‍‍ കൂടുതല്‍‍ ശ്രദ്ധ ചെലുത്തി അതിന് ഉള്ളില്‍‍ കഴിയുന്നത്ര വൈവിധ്യം കൈവരുത്താന്‍ ശ്രമിക്കുന്നവര്‍‍ ആണ് .,64
ആകട്ടെ,ഈ മത്സരം ആകട്ടെ ഏറ്റവും ആദായകരമായ വ്യവസ്ഥകള്‍ യാത്രക്കാരന് നേടികൊടുക്കാന്‍ സഹായിക്കുകയും ചെയ്യുന്നു .,125
ആകട്ടെ,അതിന്‍ ആകട്ടെ നേരത്തേ പറഞ്ഞ പോലെ ഉള്ള പുതിയ സംരംഭങ്ങളും സേവനങ്ങളും ആയി ആളുകള്‍ ഈ രംഗത്തു വരേണ്ടതായിട്ടുണ്ട് .,305
ആകട്ടെ,അത് ആകട്ടെ അവര്‍ ജീവിക്കുന്ന ചുറ്റുപാടുകളില്‍ സര്‍വ്വസാധാരണം ആണ് താനും .,584
ആകട്ടെ,ഇരുപതുകള്‍ കഴിയാത്ത യുവതീയുവാക്കള്‍ ആകട്ടെ കംപ്യൂട്ടറിന്റെ വേഗതയില അല്ലാതെ മറ്റൊരു തരത്തില്‍ ഉള്ള പ്രവര്‍ത്തനം ഉണ്ട് എന്ന് അറിയുന്നത് ഒരു ചരിത്രാതീതജീവിയെ കാണുന്ന കൗതുകത്തോടെയും അതിന്റെ കാലതാമസം അനുഭവിക്കുന്നത് തികഞ്ഞ ക്ഷമകേടോടെയും ആയിരിക്കും .,599
ആകട്ടെ,"ടൂറിസത്തില്‍‍ നിന്നു കിട്ടുന്ന സാമ്പത്തിക പ്രയോജനം ആകട്ടെ , ഈ രംഗത്ത് ഉള്ള വമ്പന്മാര്ക്കും , പലപ്പോഴും രാജ്യാന്തര ഏജന്സികള്ക്കും മാത്രം അനുഭവേദ്യം ആകുകയും ചെയ്യുന്നു .",640
വീണ്ടും,ഒന്നാം ലോകമഹായുദ്ധം ഏല്‍പിച്ച തളര്‍ച്ചയ്ക്ക് ശേഷം പച്ചപിടിച്ച യുദ്ധാനന്തരലോകത്തില്‍ ടൂറിസം വീണ്ടും തഴച്ചുവളര്‍ന്നു .,256
വീണ്ടും,"സന്ദര്‍ശക ദൗര്ലഭ്യതയും സൗകര്യങ്ങളുടെ ലഭ്യതയും എന്ന അവസ്ഥ , സൗകര്യങ്ങളുടെ ദൗര്ലഭ്യതയും , സന്ദര്‍ശകരുടെ ലഭ്യതയും എന്നത് ആയി പരിണമിക്കുകയും , കുറെ കഴിയുമ്പോള്‍ വീണ്ടും പഴയ അവസ്ഥ നിലവില്വരികയും ചെയ്യുക‌ ടൂറിസം വികസനത്തിലെ ആവര്ത്തിക്കപ്പെടുന്ന ചംക്രമണം ആണ് .",935
വീണ്ടും,അതിന് വീണ്ടും വിദേശനാണ്യം ചെലവഴിക്കേണ്ടതയിട്ടുണ്ട് .,1116
വീണ്ടും,2009 ഡിസംബറില്‍ വീണ്ടും തീരുമാനങ്ങള്‍ .,1195
വീണ്ടും,കൊങ്കണില്‍ വീണ്ടും മണ്ണിടിച്ചില്‍ .,1228
വീണ്ടും,വീണ്ടും ആശങ്കയുടെ നിമിഷങ്ങള്‍ .,1229
ചെയ്യാന്‍,ലോകത്ത് അവര്‍‍‍ക്ക് വിപണനം ചെയ്യാന്‍ അനേകമനേകം കടപ്പുറങ്ങളും വന്യമൃഗസങ്കേതങ്ങളും ഉള്ളപ്പോള്‍ ‍നമ്മുടെ നാടിനോട് പ്രത്യേകിച്ചൊരു മമത പ്രതീക്ഷിക്കുന്നതില്‍‍ അര്‍‍ത്ഥം ഇല്ല .,109
