treedepth,sentences
6,1962-ലെ ചൈനീസ് ആക്രമണം കഴിഞ്ഞ കാലയളവില്‍ അപ്പോഴേക്ക് വേണ്ടത്ര ശ്രദ്ധ ലഭിക്കാതിരുന്ന ടൂറിസംവ്യവസായം വീണ്ടും ഒരു വിലയിരുത്തലിന് വിധേയം ആക്കപ്പെട്ടു .
7,ശ്രീ . എന്‍ . കെ . ജ്ത്സാ ചെയര്മാനും ആദ്യത്തെ ടൂറിസം ഡയറക്ടര്‍ ജനറല്‍ ആയിരുന്ന ശ്രീ . എസ് . എന്ഛിബ് സെക്രട്ടറിയും ആയി ഒരു അഡ്ഹോക്ക് കമ്മിറ്റി നിലവില് വന്നു .
6,ഒരു വര്ഷത്തിനു ശേഷം സമര്പ്പിക്കപ്പെട്ട അവരുടെ റിപ്പോര്ട്ടിന്റെ അടിസ്ഥാനത്തില്‍ ആണ് 1966 ഒക്ടോബര്‍ ഒന്നാം തീയതി ഇന്ത്യാ ടൂറിസം വികസന കോര്പ്പറേഷന്‍ നിലവില് വന്നത് .
6,ടൂറിസംമേഖലയിലെ സൗകര്യങ്ങള്‍ സൃഷ്ടിച്ചെടുക്കുന്നതിന് ഗവണ്മെന്റ് തന്നെ മുന്നോട്ട് വരേണ്ടിയിരുന്ന ഒരു കാലം ആയിരുന്നു അത് .
4,പല നിലവാരത്തില്‍ ഉള്ള 26 ഹോട്ടലുകള്‍ ഇന്ന് ഐ . റ്റി . ഡി . സി നടത്തുന്നുണ്ട് .
3,കൂടാതെ ട്രാവല്ഡിവിഷനും ഡ്യൂട്ടിഫ്രീ ഷോപ്പുകളും കണ്‍സല്‍ട്ടന്‍സി സര്‍വീസും എല്ലാം ഈ പൊതുമേഖലാസ്ഥാപനത്തിന്റെ കീഴില്‍ പ്രവര്ത്തിക്കുന്നു .
4,കേരളത്തിന്റെ പ്രകൃതിലാവണ്യത്തെ കുറിച്ച് അഭിമാനപൂര്‍വ്വം ചിന്തിക്കുന്നവര്‍ എല്ലാം അറിയാതെ പറഞ്ഞുപോകുന്നത് ടൂറിസംവളര്ച്ചയ്ക്ക് ഇത്രയും ഉചിതമായ ഒരു സ്ഥലം വേറെ ഉണ്ടോ എന്ന് ആണ് .
8,നമ്മുടെ കടല്ത്തീരങ്ങളും തെളിഞ്ഞ കാലാവസ്ഥയും കായലോരങ്ങളും വന്യജീവിസമ്പത്തും നിത്യഹരിതവനങ്ങളും മഞ്ഞുതാഴ്വരകളും എല്ലാം ചേര്ന്ന കേരളത്തെ ഏവര്ക്കും പ്രിയങ്കരം ആക്കുന്നു എന്ന് സമ്മതിക്കണം .
4,സോളമന്റെ കാലം മുതല് തന്നെ സുഗന്ധവ്യഞ്ജനങ്ങളുടെയും ചന്ദനത്തിന്റെയും ഈ നാട് വിദേശസഞ്ചാരികള്ക്കും നാവികര്ക്കും ഏറെ പരിചിതം ആയിരുന്നു .
4,ഇന്ത്യന്‍ കൊളോണിയല്‍ ചരിത്രം ആരംഭിക്കുന്നത് തന്നെ കൊയിലാണ്ടിക്ക് അടുത്ത് കാപ്പാടില്‍ വസ്കോഡിഗാമയുടെ നേതൃത്വത്തില്‍ 1498-ല്‍ പോര്ച്ചുഗീസുകാര്‍ കപ്പല് ഇറങ്ങിയതോടു കൂടി ആയിരുന്നു അല്ലോ .
3,ചരിത്രം തന്നെ കേരളത്തെ ലോകസഞ്ചാരവും ആയി ബന്ധപ്പെടുത്തിയിരിക്കുന്നു .
4,ആധുനിക കേരളം ആകട്ടെ ഏതൊരു പരിഷ്കൃതസമൂഹത്തോടും കിടപിടിക്കത്തക്ക ആരോഗ്യസംവിധാനം കൊണ്ടും വിദ്യാഭ്യാസനേട്ടങ്ങള്‍ കൊണ്ടും ലോകശ്രദ്ധ പിടിച്ചുപറ്റിക്കഴിഞ്ഞു .
8,ജനങ്ങളുടെ ശുചിത്വബോധവും മെച്ചപ്പെട്ട ക്രമസമാധാനനിലയും വൈദ്യസഹായലഭ്യതയും വാര്ത്താവിനിമയ സൗകര്യങ്ങളും പ്രായേണ മെച്ചമായ ഗതാഗത സൗകര്യങ്ങളും സര്വ്വോപരി പ്രകൃതിയുടെ കനിവും എല്ലാം ചേര്‍ന്ന കേരളത്തെ മികച്ച ഒരു ടൂറിസ്റ്റ് സംസ്ഥാനം ആക്കാന്‍ ആവശ്യമായ ചേരുവകള്‍ എല്ലാം സജ്ജീകരിച്ചിരുന്നു .
5,എന്നാല്‍ പ്രകൃതിഭംഗി കൊണ്ടോ മെച്ചപ്പെട്ട കാലാവസ്ഥ കൊണ്ടോ മാത്രം ഒരു പ്രദേശം അന്താരാഷ്ട്രനിലവാരം ഉളള ടൂറിസ്റ്റ്കേന്ദ്രം ആയി പരിണമിക്കുന്നില്ല .
7,വ്യക്തമായ നയപരിപാടികളും അനുകൂലഘടകങ്ങളും ഒത്തുചേര്ന്നു എങ്കില്‍ മാത്രമേ ആ പരിണാമപ്രക്രിയ ഫലപ്രദമായി നടക്കുക ഉള്ളൂ .
5,അതിന് മുന്പ് ആയി പ്രതികൂല ഘടകങ്ങളെ കുറിച്ച് ഉളള വ്യക്തമായ അവബോധവും അത്യാവശ്യം ആണ് .
5,ടൂറിസത്തിന്റെ വളര്ച്ചയ്ക്ക് ഉപോല്ബലകം ആയ സാഹചര്യങ്ങള് പലതും ഉണ്ട് എങ്കിലും അത്ര അനുകൂലം അല്ലാത്ത ചില ഘടകങ്ങളും നമുക്ക് അഭിമുഖീകരിക്കേണ്ടതായിട്ടുണ്ട് .
3,ഭൂമിശാസ്ത്രവും ചരിത്രവും കേരളത്തോട് ഇക്കാര്യത്തില്‍ വലിയ നീതി പുലര്ത്തുന്നില്ല .
4,ദേശീയതലസ്ഥാനത്ത് നിന്ന് ഉളള അകലം തന്നെ ആണ് ഏറ്റവും പ്രധാനപ്പെട്ട ഒരു പ്രതിബിംബം .
4,ദല്ഹിയില് നിന്ന് ഭൂമിശാസ്ത്രപരമായി ഏറ്റവു അകലം ഉള്ള പ്രദേശങ്ങളില്‍ ഒന്ന് കേരളം തന്നെ ആണ് .
4,ഒരു വിദേശരാജ്യത്ത് നിന്ന് ദല്ഹിയില് എത്തുന്ന അത്രയും തന്നെ ചിലപ്പോള്‍ ശ്രമകരം ആണ് ദല്ഹിയില് നിന്ന് കേരളത്തില്‍ എത്താന് .
6,ഈ അകലം ദല്ഹിയുടെ ടൂറിസം വളര്ച്ചയില്‍ നിന്ന് ഉള്ള സര്‍വ പ്രയോജനങ്ങളില് നിന്നും നമ്മെ അകറ്റി നിര്ത്തിക്കളയുന്നു .
4,പഠിച്ച് ശീലിച്ച ഇന്ത്യാചരിത്രം കേരളത്തെ കുറിച്ച് ഒരു വാക്ക് പോലും പറയാതെ തന്നെ പൂര്‍ണ്ണം ആണ് .
5,ഒരു വിദേശസഞ്ചാരിയുടെ മാനസികഭൂപടത്തില്‍ ഇന്ത്യ എന്നാല്‍ ദല്ഹിയും അതിന്റെ പ്രാന്തപ്രദേശങ്ങളും മാത്രം ആണ് എങ്കില്‍ നമുക്ക് പരാതിപ്പെടാന് ആവുക ഇല്ല .
10,താജ്മഹലിന്റെ വൈകാരിക ഭംഗിയും അതിന് കൈവന്ന രാജ്യാന്തപ്രശസ്തിയും ആഗ്രയും ദല്ഹിയും ആയുള്ള ഭൂമിശാസ്ത്രപരവും ചരിത്രപരവും ആയ സാമീപ്യവും എല്ലാം കേരളം പോലെ ഉളള വിദൂരപ്രദേശങ്ങളെ ഇന്ത്യയുടെ പ്രകാശസീമയില് നിന്ന് അകറ്റി നിര്ത്താന്‍ സഹായിച്ചു .
6,രാജസ്ഥാനും ഒരു പരിധി വരെ മഹാരാഷ്ട്രയും എല്ലാം ദല്ഹി ചരിത്രവും ആയി ബന്ധം സ്ഥാപിക്കാന്‍ ആവും കേരളത്തിനോ ?
9,ഇതിന്റെ ഫലം ആയി ഇന്ത്യ കാണാന്‍ എത്തുന്നവര്ക്ക് ദല്ഹിയും ആഗ്രയും ജയ്പൂരും കണ്ടു മടങ്ങാം എന്ന സ്ഥിതി വന്നു .
4,ഈ സുവര്ണ്ണത്രികോണത്തിന്റെ വെളിയില്‍ ഉള്ളവര്ക്ക് തനതായ വ്യക്തിത്വം ഉണ്ടാക്കി എടുക്കാന്‍ നന്നേ പാടുപെടേണ്ടതായിട്ടുണ്ട് .
7,കേരളം പോലെ ഒരു സ്ഥലം സന്ദര്ശിക്കാം എന്ന് ഒരു ടൂറിസ്ററ്് തീരുമാനിക്കണം എങ്കില്‍ അത് ഇന്ത്യ കാണാന്‍ ഉളള ആഗ്രഹത്തില്‍ നിന്ന് വിഭിന്നം ആയി തന്നെ ഉടലെടുക്കേണ്ടതുണ്ട് .
4,അഥവാ ഇന്ത്യയുടെ വിപണനതന്ത്രത്തിന്റെ പ്രയോജനം പലപ്പോഴും കേരളത്തിന് സ്വാഭാവികമായി ലഭിക്കുന്നില്ല എന്ന് അര്ത്ഥം .
9,ഈ അടുത്തകാലം വരെയും ഇന്ത്യയിലേയ്ക്ക് ടൂറിസ്റ്റുകളെ എത്തിക്കുന്ന വിദേശ ടൂര്‍ഓപ്പറേറ്റര്‍മാരും ആയി സമ്പര്ക്കം പുലര്ത്തുകയും അവര്‍‍ക്ക് വേണ്ടി ഇന്ത്യയ്ക്ക് ഉള്ളിലെ യാത്രാപരിപാടികള്‍ സജ്ജീകരിക്കുകയും ചെയ്തുകൊണ്ടിരുന്ന ഇന്ത്യന്‍ ടൂര്‍ഓപ്പറേറ്റര്‍മാര്‍ ആകട്ടെ പരിചിതം ആയ പ്രദേശങ്ങള്‍ ഉള്പ്പെടുത്താന്‍ മാത്രമേ ശ്രദ്ധിച്ചിരുന്നുള്ളൂ .
2,അക്കാരണത്താല്‍ തന്നെ കേരളം അത്തരം പരിപാടികളില്‍ തികച്ചും അപ്രധാനസ്ഥാനം മാത്രമേ കൈയടക്കിയിരുന്നുള്ളൂ .
3,വിദേശ ടൂര്എജന്സികള്ക്ക് നമ്മളില്‍ താത്പര്യം ജനിക്കേണ്ടത് ആയിട്ടുണ്ട് .
4,സഞ്ചാരികള്‍ക്ക് ഇടയില്‍ ഊട്ടിയില്‍ പോകാത്തവര്‍ കുറവ് ആയിരിക്കും .
3,സഞ്ചാരികളെ കണ്ട് ഊട്ടിക്കും മടുപ്പു് തോന്നിയിട്ടുണ്ടാവണം .
7,അപ്പോഴ് ആണ് സഞ്ചാരികള്‍ അധികം എത്തിയിട്ടില്ലാത്ത ഊട്ടിയുടെ കാലാവസ്ഥ ഉള്ള മഞ്ഞൂരിനെ പറ്റി കേള്‍ക്കുന്നത് .
2,പാലക്കാടു നിന്ന് അട്ടപ്പാടി വഴി അങ്ങോട്ട് ഒരു വഴിയും ഉണ്ട് .
3,മോട്ടോര്‍സൈക്കിളില്‍ ആയാല്‍ ഹരം കൂടും .
4,തുറന്ന കാഴ്ചകളിലൂടെ ഉള്ള യാത്ര .
4,കാഴ്ചകളെയും യാത്രയെയും നിയന്ത്രിക്കുന്നത് നമ്മള്‍ തന്നെ .
4,ബസ്സിന്റെയോ കാറിന്റെയോ ജാലകകുരുക്ക് ഇല്ല .
2,ഫ്രെയിമുകള്‍ വിശാലം ആണ് .
3,പ്രകൃതിയുടെ കാന്‍വാസ് അതെപടി മുന്നില്‍ .
2,വൈകീട്ട് 3.30ന് കോഴിക്കോട്ട് നിന്ന് യാത്ര തുടങ്ങി .
1,ഓഡോമീറ്ററില്‍ 10936
5,രാമനാട്ടുകര കഴിഞ്ഞ് കൊണ്ടോട്ടി എത്തുമ്പോള്‍ കേന്ദ്രമന്ത്രി ഇ . അഹമ്മദിനെ വിമാനത്താവളത്തില്‍ നിന്ന് സ്വീകരിച്ചുകൊണ്ടു് വരുന്നതിന്റെ ആരവം റോഡ്നീളെ .
2,പെട്ടെന്ന് കൊടും മഴയും .
2,പക്ഷേ മഴയിലും ആ ആവേശം തണുക്കുന്നില്ല .
5,യാത്രയോട് ഉള്ള സഞ്ചാരികളുടെ ആവേശവും അങ്ങിനെ തന്നെ ..
4,ക്ലച്ച് പിടിച്ചും ഗിയര്‍ മാറ്റിയും ഗതാഗതാക്കുരുക്കിലൂടെ വണ്ടി മെല്ലെമെല്ലെ ആണ് നീങ്ങുന്നത് .
2,ഒരു ബംപര്‍ടുബംപര്‍ ഡ്രൈവിനു നടുവില്‍ മോട്ടോര്‍സൈക്കിളുകള്‍ ആണ് പിന്നേയും ആശ്വാസം .
3,മലപ്പുറത്ത് എത്തിയപ്പോള് ആണ് കുരുക്ക് ഒന്ന് അയഞ്ഞത് .
2,അതില്‍ ഞങ്ങളേക്കാള്‍ ഏറെ ആശ്വാസം ബൈക്കിന്‍ ആയിരുന്നു .
4,പുതിയ ഒരു ഊര്‍ജം എടുത്തു കുതിക്കുക ആയിരുന്നു അവന്‍ .
4,ഒന്നു ചൂടാക്കാം എന്ന് കരുതി ആണ് റോഡ് അരികിലെ തട്ടുകടയ്ക്ക് മുന്നില്‍ നിര്‍ത്തിയത് .
2,എങ്ങും ചായ ഇല്ല .
3,മരച്ചീനിപുഴുക്കും പോത്തിറച്ചിയും കോഴിപാര്‍ട്‌സ്കറിയും .
3,മലപ്പുറത്തിന്റെ സായാഹ്നഭക്ഷണം .
5,"പെരിന്തല്‍മണ്ണ , മണ്ണാര്‍ക്കാട് മുക്കാലി കഴിഞ്ഞ് കുളിക്കടവില്‍ എത്തുമ്പോള്‍ രാത്രി ഒമ്പതു മണി ."
2,ഹോട്ടല്‍ ' തലശ്ശേരി ' മാത്രം തുറന്നിരിപ്പുണ്ട് .
6,രാത്രി ഭക്ഷണം കഴിഞ്ഞ് ബുക്കുചെയ്ത ഗസ്റ്റ്ഹൗസിലേക്ക് ഉള്ള വഴി ചോദിച്ചപ്പോള്‍ അഹാഡ്‌സിലെ ഒരു ജീവനക്കാരന്‍ വണ്ടിയും ആയി കൂടെ വന്നു .
3,ഒറ്റയ്ക്ക് പോയാല്‍ ചിലപ്പോള്‍ ചുറ്റിപ്പോവും .
4,കാലത്ത് എഴുന്നേറ്റ് മഞ്ഞൂരിലേക്ക് യാത്ര തുടരാന്‍ ആയിരുന്നു പ്ലാന്‍ .
4,അതിരാവിലെ കാട്ടിലൂടെ ഉള്ള യാത്ര .
3,സൂക്ഷിക്കണം എന്ന് അഗളിയില്‍ നിന്ന് മുന്നറിയിപ്പു കിട്ടിയിരുന്നു .
4,ആള്‍ പെരുമാറ്റം ഇല്ലാത്ത റോഡ് ആണ് .
2,വളവുകളില്‍ ശ്രദ്ധിക്കണം .
4,മഴ പെയ്തതു കൊണ്ട് ആന ഇറങ്ങാന്‍ സാധ്യത കുറവ് ആണ് .
2,എന്നാലും ഒരു കണ്ണ് വേണം എപ്പോഴും .
2,അഗളിയില്‍ നിന്ന് മൂന്നു കിലോമീറ്റര്‍ കുഴപ്പം ഇല്ലായിരുന്നു .
6,പിന്നീട് അങ്ങോട്ട് ' കല്ലും മുള്ളും ടയറ്ക്ക് മെത്ത ' എന്ന് പാടി വേണം പോവാന്‍ .
3,പഞ്ചറ് ആയാല്‍ പാട്ട് കരച്ചില് ആകും .
2,ബൈക്കില്‍ അത് ഒരു സാഹസികയാത്ര തന്നെ .
3,മുള്ളിയില്‍ കേരളാപോലീസിന്റെ ചെക്ക്പോസ്റ്റ് ഉണ്ട് .
2,ഒരു ചായക്കടയും .
4,"ചായ മാത്രം അല്ല , മുള്ളിയുടെ സൂപ്പര്‍മാര്‍ക്കറ്റു തന്നെ ആണ് അത് ."
3,പോലീസ് ചെക്പോസ്റ്റില്‍ ഒന്നു പരിചയപ്പെടുത്തി ആണ് മുന്നോട്ട് പോയത് .
2,എന്തിനും ഒരു തെളിവ് നല്ലത് ആണ് അല്ലോ .
2,' മദ്രാസ്സ്‌റ്റേറ്റ് ' ഇവിടെ തുടങ്ങുന്നു .
3,റോഡിന് ഇരുവശവും കല്‍ക്കെട്ടിനു മുകളില്‍ അത് വെണ്ടക്കാവലിപ്പത്തില്‍ തന്നെ എഴുതിവെച്ചിട്ടുണ്ട് .
4,ഒരു പെണ്‍കുട്ടി തന്റെ വീട്ടുമുറ്റത്തെ ചപ്പുചവറുകള്‍ അടിച്ചുവാരി തമിഴ്‌നാട്ടിലേക്ക് തള്ളുന്നു .
4,അപൂര്‍വ്വം ആള്‍ക്കാര്‍ക്ക് മാത്രം കിട്ടുന്ന ഭാഗ്യം !
3,തുടര്‍ന്നുള്ള 30മീറ്റര്‍ റോഡിന്റെ കാര്യവും കഷ്ടം ആണ് .
3,റോഡിന് കുറുകെ തമിഴ്‌നാട് ചെക്ക്പോസ്റ്റിന്റെ മുളവടി കിടപ്പുണ്ട് .
2,ചെക്ക്പോസ്റ്റില്‍ വീരപ്പന്‍മീശയും ആയി ഒരു വനംവകുപ്പ്ഉദ്യോഗസ്ഥനും .
3,കാര്യം പറഞ്ഞപ്പോള്‍ കവാടം തുറക്കപ്പെട്ടു .
3,ഒന്ന് അല്ല രണ്ട് കവാടം ഉണ്ട് തുറക്കാന്‍ .
3,ഒന്ന് കേരളത്തില്‍ നിന്ന് ഇങ്ങോട്ട് കടക്കാന്‍ .
2,കടന്നുകഴിഞ്ഞാല്‍ പാലത്തിന് കുറുകെ മറ്റൊര്‍ എണ്ണം .
5,അത് കോയമ്പത്തൂര്‍ ഭാഗത്ത് നിന്ന് വരുന്ന വാഹനങ്ങള്‍ കടത്തിവിടാന്‍ .
2,പിന്നീട് അങ്ങോട്ട് നല്ല റോഡ് ആണ് .
2,വാഹനങ്ങള്‍ വല്ലപ്പോഴും ഒന്ന് വന്നാലായി .
2,ഏകാന്തമായ വനപാത .
4,വളഞ്ഞ്പുളഞ്ഞ് കിടക്കുന്ന ചുരംറോഡ് .
2,ഇടയ്‌ക്ക് ഒരു മയില്‍ റോഡ് ക്രോസ് ചെയ്തു .
5,"ചില ഇടത്ത് ചിത്രശലഭങ്ങളുടെ കൂട്ടം , കറുപ്പില്‍ നീല പുള്ളികള്‍ ഉള്ള ഉടുപ്പ് ഇട്ട് നൃത്തം ചെയ്യുന്നു ."
4,വിദേശങ്ങളില്‍ ചില ഇടത്തു് ചെയ്യാറുള്ളതു പോലെ ' സൂക്ഷിക്കുക ചിത്രശലഭങ്ങള്‍ ഉണ്ട് ' എന്ന് ഒരു ബോര്‍ഡ് സ്ഥാപിക്കാവുന്നതാണ് .
2,റോഡില്‍ നിറയെ ആനപിണ്ടങ്ങളും കാണാം .
4,വ്യൂപോയിന്റുകളില്‍ നിന്ന് നോക്കുമ്പോള്‍ അകലെ മഞ്ഞ് മുടികിടക്കുന്ന മഞ്ഞൂരിനെ കാണാം .
3,മഴ പെയ്തുതുടങ്ങിയാല്‍ വഴിയോരം ഒന്നുകുടി ഭംഗി ഉള്ളത് ആവും .
2,ഓരങ്ങളില്‍ കൊച്ച് വെള്ളച്ചാട്ടങ്ങള്‍ പ്രത്യക്ഷപ്പെടും .
5,വഴിക്ക് ബൈക്കിന്റെ ടയറ് ഒന്ന് പഞ്ചറായാല്‍ കുടുങ്ങിയത് തന്നെ .
4,മാറ്റണം എങ്കില്‍ മഞ്ഞൂരിലോ അട്ടപ്പാടിയിലോ പോയി ആളെ കൂട്ടിവരണം .
2,ഒന്നും സംഭവിച്ചില്ല .
2,ഞങ്ങള് ഇപ്പോള്‍ മഞ്ഞൂരില്‍ എത്തി .
2,ഓഡോമീറ്ററില്‍ 11134. പിന്നിട്ടത് 198 കിലോമീറ്റര്‍ .
4,ഏതാനും കടമുറികള്‍ മാത്രം ഉള്ള ഒരു ഗ്രാമപട്ടണം ആണ് മഞ്ഞൂര്‍ .
3,ഒരു മുക്കൂട്ടുകവല ആണ് മാര്‍ക്കറ്റും ബസ്റ്റാന്റും എല്ലാം .
5,താമസിക്കാന്‍ ലോഡ്ജ് ഉണ്ടോ എന്ന് ചോദിച്ചാല്‍ ഉണ്ട് .
5,അത് പക്ഷേ നിങ്ങള്‍ പ്രതീക്ഷിക്കും പോലെ ആവണം എന്ന് ഇല്ല .
3,പെന്‍സ്റ്റോക്ക് വ്യൂ പോയിന്റിലേക്ക് ആണ് വണ്ടി വിട്ടത് .
2,കവലയില്‍ നിന്ന് 5 കിലോമീറ്റര്‍ .
2,റോഡ് വലിയ കുഴപ്പം ഇല്ല .
5,അവിടെ എത്തിയതും പേടിപ്പെടുത്തുന്ന ഒരു ബോര്‍ഡ് ആണ് കണ്ടത് .
3,ആരോ കുത്തിക്കോറി വരച്ചിട്ടതു പോലെ .
3,അതിക്രമിച്ച് കടക്കരുത് എന്ന് ആണ് സാരാംശം .
5,ഒരു വശത്ത് കൈവിലങ്ങിന്റേയും മറുവശത്ത് തോക്കിന്റെയും ചിത്രം .
2,അവിടെ പോലീസുകാര്‍ കാവല് ഉണ്ട് .
2,ഫോട്ടോഗ്രാഫി നിരോധിച്ചിരിക്കുകയാണ് .
4,പോലീസുകാര്‍ കാവല് ഇല്ലാത്ത ഒരു വ്യൂപോയിന്റും സമീപത്ത് ഉണ്ട് .
3,ബൈക്ക് നിര്‍ത്തി ഞങ്ങള്‍ അങ്ങോട്ടു പോയി .
4,മലനിരയില്‍ നിന്ന് താഴേയ്ക്ക് കിടക്കുന്ന നാലു കൂറ്റന്‍ പൈപ്പുകള്‍ .
2,താഴെ മലയിടുക്കില്‍ ഗദ്ദെഡാം .
5,ഞങ്ങള്‍ പിന്നിട്ടുവന്ന വഴികളുടെ ആകാശകാഴ്ച .
2,ചേതോഹരം ആണ് അത് .
3,കാഴ്ച കാണാന്‍ കൂട്ടിന് കുരങ്ങന്‍മാര്‍ വരും .
3,കയ്യില്‍ എന്തെങ്കിലും പ്രതീക്ഷിച്ച് ആണ് അവയുടെ വരവ് .
3,അവിടെ തമിഴ്‌നാട് വനംവകുപ്പിന്റെ ഡോര്‍മെറ്ററി ഉണ്ട് താമസിക്കാന്‍ .
2,60 രുപ ആണ് ഒരാള്‍ക്ക് .
2,20 പേര്‍ക്ക് വരെ താമസിക്കാം .
2,തിരിച്ചിറങ്ങി മഞ്ഞൂര്‍കവലയില്‍ എത്തി .
2,കിണ്ണങ്ങരയിലേക്ക് പോകാം .
3,കുളിരിന്റെ സുഖലാളനം അറിയാം .
5,"അപ്പര്‍ഭവാനി ആണ് മറ്റൊരു കാഴ്ച , അവലാഞ്ചെയും കുന്തഡാമും കാണേണ്ടത് ആണ് ."
2,തൊട്ടടുത്ത് ഒരു അണ്ണാമലൈകോവില്‍ ഉണ്ട് .
2,ഞങ്ങള്‍ അങ്ങോട്ടു ചെന്നു .
2,പേര് പോലെ തന്നെ ഇവിടെ അന്നം ആണ് ദൈവം .
2,എല്ലാ ചിത്തിരനാളിലും സൗജന്യമായി ഭക്ഷണം നല്‍കുന്നുണ്ട് .
3,ഞങ്ങള്‍ ചെല്ലുമ്പോള്‍ മുരുകന് പാലഭിഷേകം നടക്കുകയായിരുന്നു .
4,തമിഴ്‌നാടന്‍ വാസ്തുശില്‍പ്പരീതിയില്‍ ഉള്ള ചെറിയ ഒരു കോവില്‍ .
2,തൊട്ടടുത്ത് ഒരു ആശ്രമവും .
3,ആശ്രമത്തില്‍ ആണ് ഭക്ഷണം നല്‍കുന്നത് .
3,മൌനസ്വാമിയുടെ ആണ് ആശ്രമം .
3,ഗുരുകൃഷ്ണാനന്ദജി ആണ് ഈ ആശ്രമം പണിതത് .
3,കീഴ്ക്കുന്ദയില്‍ നിന്ന് 3കിലോമീറ്റര്‍ മാറി ആണ് അന്നാമലൈ മുരുകക്ഷേത്രവും ശ്രീദണ്ഡായുധപാണി ആശ്രമവും .
4,കുന്നിന് മുകളില്‍ നിന്നാല്‍ തെളിഞ്ഞ രാത്രിയില്‍ കോയമ്പത്തൂര്‍ പട്ടണത്തിലെ വിളക്കുകളും കാരമടൈ അങ്ങാടിയിലെ വിളക്കുകളും എല്ലാം കാണാം .
5,അമ്പലത്തിന്റെ മുകളില്‍ കല്‍ക്കെട്ടുകള്ക്ക് മുകളില്‍ നിന്നപ്പോഴ് ആണ് ശിവന്‍ഗുഹ എന്ന ഒരു ബോര്‍ഡ് കണ്ടത് .
2,താഴേക്ക് കല്‍പ്പടവുകളും .
2,ഇറങ്ങിചെല്ലുമ്പോള്‍ ശിവഭക്തിഗാനങ്ങള്‍ അലയടിക്കുന്നുണ്ടായിരുന്നു .
2,ദൂരെ ഒരു നീരൊഴുക്ക് കാണാം .
3,ഏതാണ്ട് ഒരു കിലോമീറ്റര്‍ നടന്നപ്പോള്‍ ഗുഹ കണ്ടു .
2,ഗുഹയ്ക്ക് അകത്ത് ശിവപാര്‍വ്വതിശില .
2,സങ്കീര്‍ത്തനം അവിടെ നിന്ന് ആയിരുന്നില്ല .
2,താഴ്‌വരയ്ക്ക് അപ്പുറത്ത് എവിടെ നിന്നോ ഒഴുകിവരുകയാണ് അത് .
2,ഈ ഗുഹയ്ക്കും ഒരു കഥ പറയാനുണ്ടായിരുന്നു .
3,കൃഷ്ണാനന്ദജിയുടെ കഥ .
5,സാധാരണക്കാരന്‍ ആയിരുന്ന കൃഷ്ണന്‍ ആത്മജ്ഞാനത്തിലേക്ക് ഉയര്‍ന്നത് ഈ ഗുഹയില്‍ തപസിരുന്ന് ആണ് .
3,മുരുകക്ഷേത്രവും അതിന്റെ തുടര്‍ച്ച ആണ് .
3,"ഭക്ഷണം കഴിക്കാന്‍ സ്വാമിജി നിര്‍ബ്ബന്ധിച്ചു ,"
7,പച്ചക്കറിഭക്ഷണത്തോട് താല്‍പര്യം ഇല്ലാത്തതിനാല്‍ സ്‌നേഹപൂര്‍വ്വം ക്ഷണം നിരസിച്ച് മഞ്ഞുരങ്ങാടിയിലെ പത്തനംതിട്ടക്കാരന്റെ ഹോട്ടലില്‍ നിന്ന് ഭക്ഷണവും കഴിച്ച് ചുരം ഇറങ്ങാന്‍ തുടങ്ങി .
2,പ്രാര്‍ഥന ഒന്നു്മാത്രം .
4,ബൈക്കിന്റെ ടയര്‍ പഞ്ചറാവരുതേ എന്ന്മാത്രം .
2,തിരിച്ചിറക്കം നട്ടുച്ചയ്ക്ക് ആണ് .
2,മുകളില്‍ കൊടും വെയില്‍ ഉണ്ട് .
2,പക്ഷേ ഒന്നും അറിയുന്നില്ല .
3,മഞ്ഞൂരിന്റെ തണുപ്പ് വെയില്‍ചൂടിന് കവചം ഇടുന്നു .
2,തിരിച്ചിറക്കത്തിന്‍ ആണ് ആയാസം കുടുതല്‍ .
6,പെട്രോള്‍ ചെലവ് കുറവ് ആയിരിക്കും എങ്കിലും ചുരം കയറിയ ഗിയറില്‍ തന്നെ ഇറങ്ങണം എന്ന് ആണ് ശാസ്ത്രീയമായ ഡ്രൈവിംഗ് പറയുന്നത് .
2,ശാസ്ത്രീയമായി തന്നെ വണ്ടി ഓടിച്ചു .
3,ഹെല്‍മെറ്റ് ധരിച്ച് നിയമം പാലിക്കാനും മറന്നില്ല .
4,വല്ലപ്പോഴും വരുന്ന എതിര്‍വാഹനങ്ങള്‍ക്ക് നമ്മളെ കാണുമ്പോള്‍ സന്തോഷം തിരിച്ചും അങ്ങിനെ തന്നെ .
8,നഗരത്തില്‍ വാഹനപെരുപ്പത്തില്‍ നിന്ന് എങ്ങിനെയെങ്കിലും രക്ഷപ്പെട്ടാല്‍മതി എന്ന് വിചാരിക്കുമ്പോള്‍ ഇവിടെ ഏതെങ്കിലും ഒരു വാഹനത്തെ കാണും എന്ന പ്രതീക്ഷ ആണ് നയിക്കുന്നത് .
4,തിരിച്ചുവരുമ്പോള്‍ ചെക്ക്പോസ്റ്റ്ന് അടുത്ത് എത്താറായപ്പോഴ് ആണ് കാട്ടില്‍ ഒരു പാത തിരിഞ്ഞുപോകുന്നതു കണ്ടത് .
