wordcontent,sentences,index
ಸಲ,ನಾನು ಎರಡನೆಯ ಸಲ ಅಮೇರಿಕೆಗೆ ಹೋದದ್ದು 1979ರಲ್ಲಿ .,5021
ಸಲ,ಮೊದಲನೆಯ ಸಲ ಅಮೇರಿಕೆಗೆ ಹೋದುದು ಜಪಾನದ ಮೇಲಿಂದ ವಿಮಾನ ಮಾರ್ಗವಾಗಿ .,5041
ಸಲ,"ಎರಡನೇಯ ಸಲ ನಾನು ತೆರಳಿದ್ದು ಮರಳಿದ್ದು ವಿಮಾನದ ಮೂಲಕವಾಗಿ , ಯುರೋಪಿನ ಹಾದಿಯಾಗಿ .",5043
ಹಸಿರು,ಇದು ಬೆಳೆಯುತ್ತಾ ಬೆಳೆಯುತ್ತಾ ಹಸಿರು ಬಣ್ಣದಿಂದ ಬಿಳಿ ಮಿಶ್ರಿತ ಹಸಿರು ಬಣ್ಣವನ್ನು ಹೊಂದುತ್ತದೆ .,871
ಹಸಿರು,ಕಾಯಿ ಅಡಿಕೆ ಅಥವಾ ದೋರೆಗಾಯಿಯ ಬಣ್ಣ ಹಸಿರು ಆಗಿದ್ದು ಹಣ್ಣು ಆದ ನಂತರ ಅದು ಕ್ರಮೇಣ ಹಳದಿ ಮಿಶ್ರ ಆದ ಅಚ್ಚ ಕಿತ್ತಳೆ ಅಥವಾ ಕೆಂಪು ಬಣ್ಣಕ್ಕೆ ತಿರುಗುತ್ತದೆ .,896
ಹಸಿರು,ದೇವಾಲಯ ಕಪ್ಪು ಹಸಿರು ಕಲ್ಲಿನಿಂದ ಕಟ್ಟಿದ್ದು ಪೂರ್ವಾಭಿಮುಖವಾಗಿ ಇದೆ .,1698
ಹಸಿರು,ಹತ್ತಿರದ ರಸ್ತೆಯಿಂದ ಹಸಿರು ಕಾಡಿನ ಮಧ್ಯೆ ಕನಿಷ್ಠ ಎಂಟು ಕಿ. ಮೀ. ದೂರವನ್ನಾದರೂ ನಡೆದು ಕ್ರಮಿಸಬೇಕು .,1804
ಹಸಿರು,ಹಗಲು ಹೊತ್ತಿನಲ್ಲಿ ಹಸಿರು ನೋಡುತ್ತಾ ಬೆಟ್ಟಗುಡ್ಡಗಳಲ್ಲಿ ನಡೆದಾಡುವುದು .,1870
ಹಸಿರು,"ಸವದತ್ತಿ ರಾಮದುರ್ಗದ ಎತ್ತರದ ಗುಡ್ಡಗಳಲ್ಲಿ ಇರುವ ಪುರಾತನ ಕೋಟೆ ಕೊತ್ತಲಗಳು , ವಾಡೆಗಳು , ರಾಮತೀರ್ಥ ಹೊಂಡಗಳು , ಹಸಿರು ಕಣಿವೆಗಳು , ಹೂಜಲಿ , ಸಿರಸಂಗಿ , ಶ್ರೀ ಕಲ್ಲೂರ ಹಾಗೂ ಶಬರಿ ಕೊಳ್ಳದಂತಹ ದೈವೀ ಸ್ಥಳಗಳು ಅಲ್ಲಲ್ಲಿ ಗೋಚರಿಸುವ ಸುರಂಗ ಮಾರ್ಗಗಳು ಚಾರಣ ಸಾಹಸಿಗರನ್ನು ಕೈಬೀಸಿ ಕರೆಯುತ್ತವೆ .",2187
ಬರೆಹ,ನಾವು ಕಲಿತ ಓದು ಬರೆಹ ಉಪಯೋಗ ಆಗುತ್ತದೆ .,155
ಬರೆಹ,ಬಹು ಮಂದಿಗೆ ಓದು ಬರೆಹ ಕಲಿಯಲು ಪ್ರೇರಣೆ ಇಲ್ಲ .,170
ಬರೆಹ,1 ನಿರಕ್ಷರಕುಕ್ಷಿಗಳನ್ನು ಕಡ್ಡಾಯವಾಗಿ ಓದು ಬರೆಹ ಕಲಿಯುವಂತೆ ಒತ್ತಾಯಿಸಬೇಕು .,183
ಬರೆಹ,ಓದು ಬರೆಹ ಕಲಿತವರಿಗೆ ಮಾತ್ರ ರಿಯಾಯಿತಿಗಳನ್ನು ನೀಡಿ ಪ್ರೋತ್ಸಾಹಿಸತಕ್ಕದ್ದು .,185
ಬರೆಹ,ಕಾರ್ಖಾನೆಯ ಕೆಲಸದ ವೇಳೆಯಲ್ಲಿ ಓದು ಬರೆಹ ಕಲಿಯಲು ಸ್ವಲ್ಪ ಬಿಡುವು ಮಾಡಿಕೊಡುವುದು ಅಗತ್ಯ .,187
ಬರೆಹ,ಈ ಅವಧಿಯಲ್ಲಿ ಕಲಿತ ಸಾಕ್ಷರತೆಯ ಮಟ್ಟ ಬಹಳ ಕೆಳಮಟ್ಟದ್ದು ಅಂದರೆ ಓದು ಬರೆಹ ಕಲಿತವನು ಕೇವಲ ಸರಳ ಪದ ಮತ್ತು ಸುಲಭ ಹಾಗೂ ಸರಳವಾದ ವಾಕ್ಯಗಳನ್ನು ಓದಬಲ್ಲನು .,238
ಸಾಧಾರಣವಾಗಿ,"ಸಾಧಾರಣವಾಗಿ ನಮ್ಮಲ್ಲಿ ಹೆಚ್ಚು ಬಳಕೆಯಲ್ಲಿ ಇರುವ ಗೊಂಬೆಗಳು ಎಂದರೆ ಅಂಬೆಗಾಲು ಕೃಷ್ಣ , ಜೋಡಿ ಮರದ ಗೊಂಬೆಗಳು , ಸೊಂಟದಲ್ಲಿ ಕೂರುವ ಗೊಂಬೆ , ಆನೆ , ಕುದುರೆ , ನವಿಲು ಮುಂತಾದ ಚಲಿಸದ ಗೊಂಬೆಗಳು .",1026
ಸಾಧಾರಣವಾಗಿ,"ಸಾಧಾರಣವಾಗಿ ಗೊಂಬೆಗಳು ಎಂದರೆ ಮನುಷ್ಯ , ಮೃಗ , ಪಕ್ಷಿ , ಗಿಡಮರಗಳ ಆಕೃತಿ ಒಳಗೊಂಡಿರುವಂತದ್ದು .",1039
ಸಾಧಾರಣವಾಗಿ,"ಸಾಧಾರಣವಾಗಿ ಹಣದುಬ್ಬರವು ಬೆಲೆಗಳ ಏರುವಿಕೆಯೊಡನೆ ಸಂಬಂಧ ಹೊಂದಿದ್ದು , ಕೊಳ್ಳುವ ಶಕ್ತಿಯಲ್ಲಿ ಕಡಿತವನ್ನು ತಂದೊಡ್ಡುತ್ತದೆ .",1120
ಸಾಧಾರಣವಾಗಿ,ಅಂದರೆ ಇಲ್ಲಿ ದೇವಾಲಯದ ಎಲ್ಲಾ ಭಾಗಗಳು ಸಾಧಾರಣವಾಗಿ ರೂಪುಗೊಂಡಂತೆ ತೋರುತ್ತದೆ .,2278
ಸಾಧಾರಣವಾಗಿ,ಸಾಧಾರಣವಾಗಿ ಪ್ರಕಟಣೆಗಳಿಗೆ ಉಪಯೋಗಿಸುವ ಲೇಖನಿಗಳನ್ನು ಒಂದು ಅಂಗುಲ ಗಾತ್ರದ ಬಿದಿರಿನ ಕಡ್ಡಿಗಳನ್ನು ಸುಮಾರು 8 ಅಂಗುಲ ಉದ್ದಕ್ಕೆ ತುಂಡರಿಸಿ ಸಿದ್ಧಪಡಿಸಿಕೊಳ್ಳಬೇಕು .,4374
ಸಾಧಾರಣವಾಗಿ,ಸರ್ವೇ ಸಾಧಾರಣವಾಗಿ ನಮ್ಮ ಹಳ್ಳಿಗಳಲ್ಲಿ ಪ್ರತಿಯೊಂದು ಮನೆಯಲ್ಲೂ ಕೋಳಿಯನ್ನು ಸಾಕುವುದು ನಮ್ಮ ಪೂರ್ವಿಕರಿಂದ ಬಂದ ಒಂದು ಕಸುಬು .,4541
ಏಳು,"ಕೊಡಗಿನ ಸೊಬಗು , ಕರಾವಳಿಯ ದೃಶ್ಯ , ಬಂಗಾರದ ಗಣಿ , ಹಂಪೆ , ಶ್ರವಣಬೆಳಗೊಳ , ಸೋಮನಾಥಪುರ , ಬೇಲೂರು , ಹಳೇಬೀಡು , ಪಟ್ಟದಕಲ್ಲು , ಉಡುಪಿ , ಧರ್ಮಸ್ಥಳ , ಶಿರಸಿ , ಪ್ರವಾಸಿಗರ ಬೀಡಾದ ಮೈಸೂರು , ಸಕ್ಕರೆ ಬೆಲ್ಲಗಳನ್ನು ಈಯುವ ಮಂಡ್ಯ , ಶ್ರೀರಂಗನಾಥನ ದರ್ಶನಕ್ಕೆ ಶ್ರೀರಂಗನಪಟ್ಟಣ , ಜನರಿಂದ ಕಿಕ್ಕಿರಿದು ತುಂಬಿರುವ ಬೆಂಗಳೂರು ನಗರದಲ್ಲಿನ ವಿಧಾನಸೌಧ , ಹೈಕೋರ್ಟ್ , ಕಬ್ಬನ್ , ಲಾಲ್ಬಾಗ್ , ದೋಣಿ ವಿಹಾರಕ್ಕೆ ಅಲಸೂರು , ಮಲ್ಲೇಶ್ವರದ ಕೆರೆಗಳು , ಬೆಂಗಳೂರಿನ ಸಂಸ್ಥಾಪಕ ಆದ ಕೆಂಪೇಗೌಡರ ಪ್ರತಿಮೆ , ಟಿಪ್ಪೂ ಅರಮನೆ , ದೂರದ ಶಿವಗಂಗೆ , ಸಾವನದುರ್ಗಗಳ ಕಡಿದಾದ ಬೆಟ್ಟಗಳು , ವಿದ್ಯಾ ಸಾನಿಧ್ಯಕ್ಕೆ ಸಿದ್ದಗಂಗೆ , ನಾಗ ದೋಷದಿಂದ ಮುಕ್ತರಾಗಲು ವಿದುರಾಶ್ವತ್ಥ ಹಾಗೂ ಕುಕ್ಕೆ ಸುಬ್ರಮಣ್ಯ , ಹಿಂದೆ ಶತ್ರುಗಳಿಗೆ ಅಭೇದ್ಯ ಇದ್ದು ಇಂದು ಶಿಥಿಲಗೊಳ್ಳುತ್ತಾ ಇರುವ ಏಳು ಸುತ್ತಿನ ಕೋಟೆಯನ್ನು ಕಾಪಾಡಿದ ಧರ್ಮಪ್ರಭು ಮದಕರಿನಾಯಕ ಹಾಗೂ ಒನಕೆ ಓಬವ್ವ ಅವರುಗಳ ಚಿತ್ರದುರ್ಗ , ಸರ್ಪ ಆಕಾರದ ದಾರಿಯಲ್ಲಿ ತುದಿಯನ್ನು ಸೇರುವ ನಂದೀದುರ್ಗ , ಕನ್ನಂಬಾಡಿ , ಶರಾವತಿ , ಮಲಪ್ರಭ - ಘಟಪ್ರಭಾ , ತುಂಗಭದ್ರಾ ಅಣೆಕಟ್ಟುಗಳು , ಮೇಕೆದಾಟು , ಮೀನಿನ ರುಚಿ ನೋಡಬಯಸುವವರಿಗೆ ಶಿವಮೊಗ್ಗ - ಚಿಕ್ಕಮಗಳೂರು , ಪಶ್ಚಿಮ ಘಟ್ಟಗಳ ಗಿರಿ ಸಾಲುಗಳಲ್ಲಿನ ಪ್ರವಾಸಿ ಮಂದಿರಗಳು , ಕಲೆ ಸಂಗೀತಗಳಲ್ಲಿ ಆಸಕ್ತಿ ಇರುವವರಿಗೆ ಶಿವಮೊಗ್ಗ , ಮ್ಯೆಸೂರು , ಆಟದ ವಸ್ತುಗಳಿಗೆ ಚನ್ನಪಟ್ಟಣ , ಸೀರೆ , ವಸ್ತ್ರಗಳಿಗೆ ಇಳಕಲ್ , ಮೊಳಕಾಲ್ಮೂರು , ದಾವಣಗೆರೆ ; ನಾಲಿಗೆ ಚಪಲ ತೀರಿಸಿಕೊಳ್ಳಲು ಧಾರವಾಡದ ಪೇಡಾ , ಗೋಕಾಕದ ಕರದಂಟು , ಬಿಜಾಪುರ ಅಫೂಸ್ ಮಾವಿನ ಹಣ್ಣು ಮತ್ತು ದ್ರಾಕ್ಷಿ ; ಧಾರವಾಡ ಮತ್ತು ರಾಯಚೂರುಗಳ ಸಪೋಟ , ಬಳ್ಳಾರಿಯ ಅಂಜೂರ - ದಾಳಿಂಬೆ , ಕೊಡಗಿನ ಜೇನುತುಪ್ಪ , ಪಪ್ಪಾಯ ಹಾಗೂ ಕಿತ್ತಳೆಗಳು , ಮೈಸೂರು ಮಲ್ಲಿಗೆ , ವೀಳ್ಯೆದೆಲೆ ನಂಜನಗೂಡಿನ ಆರಾಧ್ಯ ನಂಜುಂಡೇಶ್ವರ ಹಾಗೂ ರಸಬಾಳೆ , ಬೇಸಿಗೆಯಲ್ಲಿ ದಣಿವು ನಿವಾರಿಸಲು ಮಂಡ್ಯದ ಕಾವೇರಿ ದಂಡೆಯ ಕಲ್ಲಂಗಡಿ ಹಣ್ಣು ಹೀಗೆ ಹೇಳುತ್ತಾ ಹೋದರೆ ಕೊನೆಯೇ ಇಲ್ಲ .",2
ಏಳು,ದಕ್ಷಿಣ ಭಾರತದಲ್ಲಿಯೇ ವಿಶಿಷ್ಟ ಎನಿಸಿರುವ ಏಳು ಸುತ್ತಿನ ಕೋಟೆ ಚಿತ್ರದುರ್ಗದ ಪ್ರಮುಖ ಆಕರ್ಷಣೀಯ ಕೇಂದ್ರ .,1402
ಏಳು,"ಏಳು ಸುತ್ತಿನ ಕೋಟೆಯ ಒಳಗೆ ಇರುವ ಉಚ್ಛಂಗಮ , ಏಕನಾಥೇಶ್ವರಿ , ಸಂಪಿಗೆ ಸಿದ್ಧೇಶ್ವರ , ಗೋಪಾಲಸ್ವಾಮಿ ದೇವಸ್ಥಾನ , ಮಹಾಭಾರತದ ಭೀಮಸೇನ ಪ್ರತಿಷ್ಠಾಪಿಸಿದ ಎನ್ನಲಾದ ಹಿಡಿಂಬೇಶ್ವರ ದೇವಾಲಯ , ಮೇಲು ದುರ್ಗದ ಮಠ , ಗಾಳಿ ಮಂಟಪಗಳು , ತುಪ್ಪದ ಕೊಳ , ಮದುದು ಬೀಸುವ ಕಲ್ಲುಗಳು , ಅರಮನೆಯ ಅವಶೇಷ , ಒನಕೆ ಓಬವ್ವನ ಕಿಂಡಿ ನೋಡಲೇಬೇಕಾದ ಸ್ಥಳಗಳು .",1405
ಏಳು,"ಇಲ್ಲಿ ಕದಂಬ ದೊರೆ ಶಾಂತಿವರ್ಮ , ತೈಲಪ ಮತ್ತು ಸೇವುಣರ ಮತ್ತು ರಾಜ ಕನ್ನರ ಇವರಿಗೆ ಸೇರಿದ ಏಳು ಶಾಸನಗಳು ಇವೆ .",1675
ಏಳು,ಮಠದ ಸಮೀಪವೇ ಏಳು ಸಾಧುಗಳ ಸಮಾಧಿಗಳು ಇವೆ .,1905
ಏಳು,ಏಳು ದೋಣಿಗಳು ಅಗಸ್ತ್ಯ ತೀರ್ಥದಲ್ಲಿ ತೇಲುತ್ತಿವೆ .,2225
ಲಾಭದ,ಅದೂ ಆರ್ಥಿಕ ಲಾಭದ ದೃಷ್ಟಿಯಿಂದ .,2776
ಲಾಭದ,"ಬೆಲೆಗಳು ಮತ್ತು ಲಾಭದ ದರ ಏರುವುದರೊಂದಿಗೆ ಹೂಟೆ , ಉತ್ಪಾದನೆ ಮತ್ತು ಉದ್ಯೋಗಗಳು ಅಧಿಕಗೊಳ್ಳುತ್ತವೆ .",3595
ಲಾಭದ,"ಲಾಭದ ಮೇಲೆ ಪ್ರತಿಶತ ನಿರ್ದಿಷ್ಟ ದಲ್ಲಾಳಿಯನ್ನು ಪಡೆಯುತ್ತಿದ್ದರೆ ಹೆಚ್ಚು ದಲ್ಲಾಳಿಯನ್ನು ಪಡೆಯಲು ತಮ್ಮ ದಕ್ಷತೆಯಿಂದ ಸಂಸ್ಥೆಯು ಅಧಿಕ ಪ್ರಮಾಣದಲ್ಲಿ ಲಾಭ ಗಳಿಸಲು ಸಾಧ್ಯ ಆಯಿತು ಎಂಬುದನ್ನು ಸಂಸ್ಥೆಯ ಷೇರುದಾರರಿಗೆ ಮನವರಿಕೆ ಮಾಡಿಕೊಡಲು ಮತ್ತು ಅವರ ಬೆಂಬಲವನ್ನು ಪಡೆದು ತಮ್ಮ ಸ್ಥಾನದಲ್ಲಿ ಮುಂದುವರಿಯಲು , .",3782
ಲಾಭದ,ಪ್ರತಿಯೊಂದು ಸಹಕಾರಿ ಸಂಘವು ಕಲಮು 33ರ ಪ್ರಕಾರ ಸಂಘದ ಲಾಭದ ಪ್ರತಿಶತ 25ರಷ್ಟನ್ನು ಮೀಸಲು ನಿಧಿಗೆ ವರ್ಗಾಯಿಸಬೇಕು .,5756
ಲಾಭದ,ಎಂಟು ಲಾಭದ 25ನ್ನು ಮೀಸಲು ನಿಧಿಗೆ ವರ್ಗಾಯಿಸಿದ್ದನ್ನು ನೋಡಬೇಕು .,5781
ಲಾಭದ,ಇಂತಹ ಆದಾಯಕ್ಕಿಂತಲೂ ಪಾಲುಗಾರಿಕೆ ಆದಾಯವು ಅಂದರೆ ಲಾಭದ ಪ್ರಮಾಣವು ಹೆಚ್ಚು ಇದ್ದರೆ ಮಾತ್ರ ಪಾಲುಗಾರಿಕೆಯಲ್ಲಿ ಬಂಡವಾಳವನ್ನು ತೊಡಗಿಸಿದ್ದು ಯೋಗ್ಯ ಎಂದು ಕಂಡುಬರುತ್ತದೆ .,6327
ಪುಸ್ತಕ,"3 ಸ್ಥಳೀಯ ಗ್ರಂಥಾಲಯಗಳಿಗೆ ಹೆಚ್ಚು ಸಂಖ್ಯೆಯಲ್ಲಿ ಪುಸ್ತಕ , ನಿಯತಕಾಲಿಕ ಮತ್ತು ಇತರ ಸಾಹಿತ್ಯವನ್ನು ಒದಗಿಸತಕ್ಕದ್ದು .",216
ಪುಸ್ತಕ,"ಪುಸ್ತಕ ಭಂಡಾರಗಳ ವ್ಯವಸ್ಥೆ , ಪುಸ್ತಕ ವಿತರಣೆ ಮತ್ತು ಸಮಾಜ ಶಿಕ್ಷಣ ಕೇಂದ್ರಗಳನ್ನು ಸಾಕಷ್ಟು ಸಂಖ್ಯೆಯಲ್ಲಿ ತೆರೆಯುವುದು ಅನಿವಾರ್ಯ .",274
ಪುಸ್ತಕ,ಅವರಿಗೆ ಹೆಚ್ಚಿನ ತಿಳುವಳಿಕೆ ಮೂಡಿಸಲು ಮತ್ತು ಸಾಕ್ಷರತೆಯನ್ನು ಮುಂದುವರಿಸಲು ' ಬೆಲ್ ' ಬೈಸಿಕಲ್ ಪುಸ್ತಕ ಭಂಡಾರ ಯೋಜನೆ ಜಾರಿಗೆ ಬಂತು .,285
ಪುಸ್ತಕ,ಆಂಗ್ಲ ಪಠ್ಯ ಪುಸ್ತಕ ಕೊಂಡು ಸುಲಭ ಮತ್ತು ಸರಳವಾದ ಪದಗಳನ್ನು ಕಲಿತನು .,405
ಪುಸ್ತಕ,ಆ ಕೆಲಸ ಹೆಚ್ಚಿನ ಶ್ರಮದ ಕೆಲಸ ಆದರೂ ಓದುಬರೆಹ ಕಲಿಯಲು ಒಂದು ಹಿಂದಿ ಪಠ್ಯ ಪುಸ್ತಕ ಕೊಂಡನು .,433
ಪುಸ್ತಕ,ಕೆಲಸ ಇಲ್ಲದೆ ಬಿಡುವು ಇದ್ದಾಗ ಎಸ್. ಪುಸ್ತಕ ಓದುವುದರಲ್ಲಿ ನಿರತನಾಗುವನು .,452
ರೂ.,"ಪ್ರತೀಯೊಬ್ಬ ಕಾರ್ಮಿಕನಿಗೆ ಕೊನೆಯ ಪಕ್ಷ ಒಂದು ಗಂಟೆಗೆ ರೂ. 3 ಕೂಲಿ ಕೊಡುತ್ತಿದ್ದರೆ , ಕೆಲಸ ನಿಲ್ಲಿಸಿದ ಗಂಟೆಗೆ ಸಾವಿರಾರು ಕಾರ್ಮಿಕರಿಗೆ ಕೂಲಿ ಎಷ್ಟು ಆಯಿತು ?",2996
ರೂ.,"ಹತ್ತೊಂಬತ್ತನೆಯ ಶತಮಾನದ ಕೊನೆಯ ವೇಳೆಗೆ ಈ ಮಿತಿಯನ್ನು ರೂ. 10 ಕೋಟಿಗೂ , ಮೊದಲನೇ ಮಹಾಯುದ್ಧದ ಪ್ರಾರಂಭದ ಹೊತ್ತಿಗೆ ರೂ. 14 ಕೋಟಿಗೂ , 1920ರಲ್ಲಿ 120 ಕೋಟಿಗೂ ಏರಿಸಲಾಯಿತು .",4150
ರೂ.,ರೂ. 200 ಕೋಟಿ ಮೊತ್ತದ ನೋಟುಗಳನ್ನು ಚಲಾವಣೆಗೆ ತರುವುದಾದರೆ ರೂ. 80 ಕೋಟಿ ಲೋಹದ ನಿಧಿಯನ್ನು ಬೆಂಬಲವಾಗಿ ಇರಿಸಿಕೊಳ್ಳಲಾಗುತ್ತದೆ .,4162
ರೂ.,ಆ ಮೇರೆಗೆ ರೂ. 200 ಕೋಟಿ ಕನಿಷ್ಠ ನಿಧಿಯನ್ನು ಇರಿಸಿಕೊಂಡು ಭಾರತದ ರಿಸರ್ವ್ ಬ್ಯಾಂಕು ನೋಟುಗಳನ್ನು ಚಲಾವಣೆಗೆ ಬಿಡುಗಡೆ ಮಾಡುತ್ತಿದೆ .,4181
ರೂ.,"ಈ ಕನಿಷ್ಠ ನಿಧಿಯಲ್ಲಿ ರೂ. 115 ಚಿನ್ನದ ರೂಪದಲ್ಲಿಯೂ , ರೂ. 85 ಕೋಟಿ ವಿದೇಶಿ ವಿನಿಮಯದ ರೂಪದಲ್ಲಿಯೂ ಇದೆ .",4182
ರೂ.,"ಉದಾಹರಣೆಗೆ , ಎಲ್ಲಾ ವಸ್ತುಗಳ ಮೌಲ್ಯವು ರೂ. 100 ಕೋಟಿ ಆಗಿದ್ದು , ಎಲ್ಲಾ ವಸ್ತುಗಳಿಗೆ ನೂರರ ತೂಕವನ್ನು ನೀಡುತ್ತೇವೆ ಎಂದು ಇಟ್ಟುಕೊಳ್ಳೋಣ .",4292
ಏನೆಂದರೆ,ಕಾರಣ ಏನೆಂದರೆ ಇವುಗಳಲ್ಲಿ ಇತರ ಗುಡಿಗಳಲ್ಲಿ ಇರುವಂತೆ ಪ್ರದಕ್ಷಿಣಾ ಪಥ ಇಲ್ಲ .,2269
ಏನೆಂದರೆ,ಸರ್ವ ಪದಾರ್ಥ ನಿಯಂತ್ರಣ ದಾಖಲೆ ಪದಾರ್ಥಗಳ ಮೇಲೆ ಹತೋಟಿ ಇಟ್ಟುಕೊಳ್ಳಲು ಸಹಾಯಕ ಆಗುವುದರ ಜೊತೆಗೆ ಸಂಸ್ಥೆ ಆಗಿಂದಾಗ್ಗೆ ತಿಳಿದುಕೊಳ್ಳಬೇಕಾಗುವ ವಿಷಯ ಏನೆಂದರೆ ಒಟ್ಟು ದಾಸ್ತಾನು ಪ್ರಮಾಣ ಮತ್ತು ಮೌಲ್ಯ .,2559
ಏನೆಂದರೆ,"ಈ ಪಟ್ಟಿಯಲ್ಲಿ ಇರಬೇಕಾದ ವಿಷಯಗಳು ಏನೆಂದರೆ ಸರಬರಾಜುದಾರರ ಹೆಸರು , ವಿಳಾಸ , ಪದಾರ್ಥ ವಿವರಣೆ , ಬೆಲೆ , ಸರಬರಾಜು ಮಾಡುವ ಪ್ರಮಾಣ , ಸರಬರಾಜು ನಿಯಮಗಳು ಅಂದರೆ ಹಣ ಪಾವತಿ ರೀತಿ .",3196
ಏನೆಂದರೆ,ಅವನ ಪ್ರಕಾರ ಹೊಸ ನಾಣ್ಯಗಳು ಮಾಯ ಆಗಲು ಕಾರಣ ಏನೆಂದರೆ ಕೆಟ್ಟ ಹಣವು ಒಳ್ಳೆಯ ಹಣವನ್ನು ಚಲಾವಣೆಯಿಂದ ಹೊರಗೆ ಓಡಿಸುತ್ತದೆ .,3406
ಏನೆಂದರೆ,ಈ ಮಾಯಾವಿ ಜೀವಿಯ ವಿಶೇಷತೆ ಏನೆಂದರೆ ಇದು ತನ್ನನ್ನು ತಾನು ಪರಿಸರಕ್ಕೆ ಹೊಂದಿಕೊಳ್ಳುವ ವಿವಿಧ ಬಣ್ಣಗಳನ್ನು ಹಾಕಿಕೊಳ್ಳುತ್ತದೆ .,8428
ಏನೆಂದರೆ,ಇದನ್ನು ನೋಡಿ ಯಾರಿಗೂ ಕೂಡ ಈ ಭ್ರಮೆ ಆಗಬಹುದು ಏನೆಂದರೆ ಇದು ಒಂದು ಶಕ್ತಿಶಾಲಿ ದೊಡ್ಡ ಮೀನು ಆಗಿದೆ .,8433
ಪದಾರ್ಥಗಳು,ಆ ವಸ್ತುಗಳು ಅತ್ಯಾವಶ್ಯಕವಾದ ಮೂಲ ವಸ್ತುಗಳು ಆದರೆ ಅಥವಾ ಕೈಗಾರಿಕಾ ಕಚ್ಚಾ ಪದಾರ್ಥಗಳು ಆದರೆ ಅವುಗಳ ಬೆಲೆಗಳು ಮತ್ತೆ ಮತ್ತಷ್ಟು ಏರುತ್ತವೆ .,1187
ಪದಾರ್ಥಗಳು,ಉತ್ಪಾದನೆಗೆ ಬೇಕಾಗುವ ಪದಾರ್ಥಗಳು ಹೆಚ್ಚು ಭಾರ ಮತ್ತು ಅಳತೆಗಳು ಇದ್ದಲ್ಲಿ ಆಂತರಿಕ ಸಾರಿಗೆ ವ್ಯವಸ್ಥೆಯ ಸಮಸ್ಯೆಯನ್ನು ಸ್ವಲ್ಪ ಬಗೆಹರಿಸಿಕೊಳ್ಳಬಹುದು .,2379
ಪದಾರ್ಥಗಳು,"ಆಗಿಂದಾಗ್ಗೆ ಕೊಳ್ಳುವ ಪದಾರ್ಥಗಳು ರಸ್ತೆ ಮತ್ತು ರೈಲು ಮಾರ್ಗಗಳಲ್ಲಿ ಬರಬೇಕಾಗಿರುವುದರಿಂದ , ಪದಾರ್ಥಗಳನ್ನು ವಾಹನಗಳಿಂದ ಇಳಿಸಿ ದಾಸ್ತಾನು ವಿಭಾಗಕ್ಕೆ ಒಯ್ಯುವ ಸಮಯ ಮತ್ತು ಖರ್ಚುಗಳನ್ನು ಕಡಿಮೆ ಮಾಡಬೇಕಾಗುತ್ತದೆ .",2385
ಪದಾರ್ಥಗಳು,ಕೊಂಡ ಪದಾರ್ಥಗಳು ಎಲ್ಲವೂ ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ವಿಭಾಗಕ್ಕೆ ಬಂದ ನಂತರ ವಿಕೇಂದ್ರೀಕೃತ ಉಪವಿಭಾಗಗಳಿಗೆ ರವಾನಿಸಲ್ಪಡುತ್ತವೆ .,2397
ಪದಾರ್ಥಗಳು,3 ) ಒಂದೇ ಕಡೆ ಇರುವ ಪದಾರ್ಥಗಳು ಹೆಚ್ಚು ಪದಾರ್ಥ ಸಂದಣಿಯಂತೆ ತೋರಿ ಸಂಘಟನೆಗೆ ಕಷ್ಟ ಆಗಿ ಗೊಂದಲ ಆಗುತ್ತದೆ .,2414
ಪದಾರ್ಥಗಳು,ಈ ಎರಡು ಪ್ರಕೃತಿಗಳಲ್ಲಿ ಅನೇಕ ವಿಧ ಆದ ಪದಾರ್ಥಗಳು ತಯಾರಿಕೆಗೆ ಅವಶ್ಯಕವಾಗಿ ಇರಬೇಕಾಗುತ್ತದೆ .,2434
ಭಾರತದಲ್ಲಿ,ಸಹಜವಾಗಿಯೇ ಈ ಸಮೀಕ್ಷೆ ಕಳೆಯುವ ಹೊತ್ತಿಗೆ ಭಾರತದಲ್ಲಿ ಇರುವ ಅನಕ್ಷರಸ್ಥರ ಸಂಖ್ಯೆ ಇನ್ನೂ ಹೆಚ್ಚು ಆಗುತ್ತದೆ .,512
ಭಾರತದಲ್ಲಿ,' ಭಾರತದಲ್ಲಿ ಸ್ವಯಂಸೇವೆಗೆ ಭವ್ಯವಾದ ಪರಂಪರೆ ಇದೆ ' ಎಂದು ನಾಗಪ್ಪನವರು ಹೇಳುತ್ತಾರೆ .,580
ಭಾರತದಲ್ಲಿ,ಇಪ್ಪತ್ತನೆಯ ಶತಮಾನದ ಆದಿಭಾಗದಲ್ಲಿ ಭಾರತದಲ್ಲಿ ವಯಸ್ಕರ ಶಿಕ್ಷಣ ವ್ಯವಸ್ಥಿತವಾದ ಸಾಂಪ್ರದಾಯಕ ಸಾಕ್ಷರತಾ ಕಾರ್ಯಕ್ರಮದ ರೂಪ ತಾಳಿತು .,712
ಭಾರತದಲ್ಲಿ,ಅದರ ಅಂಗವಾಗಿ ಭಾರತದಲ್ಲಿ ಶಕ್ತಿಮಾನ್ ತಳಿಗಳ ರೈತರ ಕ್ರಿಯಾತ್ಮಕ ಸಾಕ್ಷರತೆಯನ್ನು ಹೆಣೆಯಲಾಯಿತು .,756
