senlen,sentences
10,ಆದ್ದರಿಂದ ದಾಸ್ತಾನು ವಿಭಾಗದ ಸ್ಥಳ ನಿರ್ಧರಿಸುವಾಗ ಈ ಕೆಳಕಂಡ ಅಂಶಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳಬೇಕಾಗುತ್ತದೆ .
14,1 ) ದಿನನಿತ್ಯ ಪದಾರ್ಥ ರವಾನೆ ಆಗಬೇಕು ಆದುದರಿಂದ ದಾಸ್ತಾನು ವಿಭಾಗವು ತಯಾರಿಕಾ ವಿಭಾಗಕ್ಕೆ ಹತ್ತಿರ ಇರಬೇಕು .
15,2 ) ಭಾರವಾದ ಮತ್ತು ಗಾತ್ರದಲ್ಲಿ ದೊಡ್ಡದು ಇರುವ ಪದಾರ್ಥಗಳಿಗೆ ಅನುಗುಣವಾಗಿ ದಾಸ್ತಾನು ವಿಭಾಗದ ಸ್ಥಳ ನಿರ್ಧಾರ ಆಗಬೇಕು .
12,3 ) ಆಗಿಂದಾಗ್ಗೆ ಪದಾರ್ಥ ಕೊಳ್ಳುವುದರಿಂದ ರಸ್ತೆ ಮತ್ತು ರೈಲು ಮಾರ್ಗಗಳಿಗೆ ಅನುಕೂಲ ಆಗಿರಬೇಕು .
10,ವಾಹನಗಳಿಂದ ಪದಾರ್ಥಗಳನ್ನು ಇಳಿಸುವ ಸ್ಥಳಕ್ಕೂ ದಾಸ್ತಾನು ವಿಭಾಗಕ್ಕೂ ಹೆಚ್ಚು ದೂರ ಇರಬಾರದು .
6,4 ) ಸುರಕ್ಷಿತ ಪ್ರದೇಶದಲ್ಲಿ ಇರಬೇಕು .
6,ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ಮತ್ತು ವಿಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು .
21,"ಪದಾರ್ಥಗಳ ಗಾತ್ರ , ತೂಕ , ಮೌಲ್ಯ , ಪದಾರ್ಥ ರವಾನೆಯ ಶೀಘ್ರತೆ ಮತ್ತು ತಯಾರಿಕಾ ಘಟಕದ ಅವಶ್ಯಕತೆಗಳಿಗೆ ಅನುಗುಣವಾಗಿ ದಾಸ್ತಾನು ವಿಭಾಗವನ್ನು ಕೇಂದ್ರೀಕರಿಸಬಹುದು ಅಥವಾ ವಿಕೇಂದ್ರೀಕರಿಸಬಹುದು ."
13,ಇಡೀ ತಯಾರಿಕಾ ಘಟಕಕ್ಕೆ ಒಂದೇ ಸ್ಥಳದಲ್ಲಿ ಪದಾರ್ಥ ದಾಸ್ತಾನು ಮಾಡಿದ್ದರೆ ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ಎಂದು ಕರೆಯಬಹುದು .
13,ಪದಾರ್ಥ ಉಪಯೋಗ ಆಗುವ ಕೇಂದ್ರಗಳಲ್ಲಿ ಸಣ್ಣಸಣ್ಣ ಪದಾರ್ಥ ಉಪವಿಭಾಗಗಳನ್ನು ತೆರೆಯುವುದನ್ನು ವಿಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ಎಂದು ಕರೆಯಬಹುದು .
8,ವಿಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ಉಪವಿಭಾಗಗಳು ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನಿನ ಜೊತೆಯಲ್ಲಿ ಇರುತ್ತವೆ .
12,ಕೊಂಡ ಪದಾರ್ಥಗಳು ಎಲ್ಲವೂ ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ವಿಭಾಗಕ್ಕೆ ಬಂದ ನಂತರ ವಿಕೇಂದ್ರೀಕೃತ ಉಪವಿಭಾಗಗಳಿಗೆ ರವಾನಿಸಲ್ಪಡುತ್ತವೆ .
13,"ದಾಸ್ತಾನು ಅಧಿಕಾರಿಯು ತಯಾರಿಕಾ ಅಧಿಕಾರಿ ಮತ್ತು ವೆಚ್ಚಾಧಿಕಾರಿಯೊಡನೆ ಸಮಾಲೋಚಿಸಿ , ಪದಾರ್ಥ ರವಾನಿಸುವ ಸಮಸ್ಯೆಗಳನ್ನು ಬಗೆಹರಿಸಿಕೊಳ್ಳಬೇಕಾಗುತ್ತದೆ ."
33,"ಇದಕ್ಕಾಗಿ ತಯಾರಿಕಾ ಘಟಕದ ವಿವಿಧ ವಿಭಾಗಗಳಿಗೆ ಬೇಕಾಗುವ ಪದಾರ್ಥಗಳನ್ನು ನೇರವಾಗಿ ದಾಸ್ತಾನು ವಿಭಾಗದಿಂದ ಕಳುಹಿಸಬಹುದೇ ಮತ್ತು ಇದರಿಂದ ತಗುಲುವ ಸಮಯ ಮತ್ತು ಸಾರಿಗೆ ಖರ್ಚುಗಳು ಕಡಿಮೆಯೇ ಅಥವಾ ಜಾಸ್ತಿಯೇ ಎನ್ನುವುದರ ವಿವರಗಳನ್ನು ಪರಿಶೀಲಿಸಿ , ದಾಸ್ತಾನು ವಿಭಾಗವನ್ನು ಕೇಂದ್ರೀಕರಿಸಬಹುದೇ ಅಥವಾ ವಿಕೇಂದ್ರೀಕರಿಸಬಹುದೇ ಎನ್ನುವುದನ್ನು ನಿರ್ಧರಿಸಿಕೊಳ್ಳಬೇಕಾಗುತ್ತದೆ ."
6,ಇದರಿಂದ ಎರಡೂ ವಿಭಾಗಗಳ ಸಮಸ್ಯೆಗಳು ಬಗೆಹರಿಯುತ್ತವೆ .
12,ಆದರೂ ವಿಕೇಂದ್ರೀಕರಿಸಿದ ಉಪವಿಭಾಗಗಳ ವ್ಯವಸ್ಥೆ ಮತ್ತು ಸಂಘಟನೆ ದಾಸ್ತಾನು ಅಧಿಕಾರಿಯ ಸಾಮರ್ಥ್ಯದ ಮೇಲೆ ನಿಂತಿರುತ್ತದೆ .
4,ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನಿನ ಅನುಕೂಲಗಳು .
12,1 ) ಒಂದೇ ಸ್ಥಳದಲ್ಲಿ ಪದಾರ್ಥ ದಾಸ್ತಾನು ಮಾಡಿದಲ್ಲಿ ಹೆಚ್ಚಿನ ಗಮನವನ್ನು ಅಲ್ಲೇ ಕೇಂದ್ರೀಕರಿಸಬಹುದು .
8,2 ) ಕೇಂದ್ರೀಕೃತವಾದ ದಾಸ್ತಾನಿನಲ್ಲಿ ಕಡಿಮೆ ಖರ್ಚು ಇರುತ್ತದೆ .
8,ಕೇಂದ್ರೀಕೃತವಾದ ದಾಸ್ತಾನು ವ್ಯವಸ್ಥೆಗೆ ಇವು ಎಲ್ಲವೂ ಹೆಚ್ಚು ಬೇಕಾಗುತ್ತದೆ .
11,3) ಖುದ್ದು ದಾಸ್ತಾನನ್ನು ದಾಖಲೆಯ ಅಂಕಿಗಳ ಒಡನೆ ಆಗಿಂದಾಗ್ಗೆ ಪರೀಕ್ಷಿಸುವುದು ಅನುಕೂಲಕರ ಆಗಿರುತ್ತದೆ .
12,ಇಲ್ಲದಿದ್ದಲ್ಲಿ ಆಯಾಯ ಸ್ಥಳಗಳಲ್ಲಿ ಇರುವ ದಾಸ್ತಾನುಗಳನ್ನು ಲೆಕ್ಕಕ್ಕೆ ತೆಗೆದುಕೊಳ್ಳುವುದರಲ್ಲಿ ಶ್ರಮ ಮತ್ತು ಕಷ್ಟ ಎನಿಸುತ್ತದೆ .
13,4 ) ದಾಖಲೆಗಳ ದೃಷ್ಟಿಯಿಂದ ಕಡಿಮೆ ದಾಖಲೆಗಳು ಮತ್ತು ದಾಖಲಾತಿಗಳು ಇರುವುದರಿಂದ ತಪ್ಪುಗಳಿಗೆ ಅವಕಾಶ ಇರುವುದಿಲ್ಲ .
14,5 ) ಹೆಚ್ಚು ಸಿಬ್ಬಂದಿ ಇಲ್ಲದ ಕಾರಣ ದಾಸ್ತಾನು ವಿಭಾಗವನ್ನು ಹೆಚ್ಚು ಸಮಸ್ಯೆ ಇಲ್ಲದೆ ನಡೆಸಿಕೊಂಡು ಹೋಗಬಹುದು .
9,6 ) ವಿಕೇಂದ್ರೀಕರಿಸಿದ ದಾಸ್ತಾನು ವ್ಯವಸ್ಥೆಗೆ ಹೆಚ್ಚು ಬಂಡವಾಳ ಬೇಕು .
2,ಅನನುಕೂಲಗಳು .
22,"1 ) ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ವಿಭಾಗದಿಂದ ತಯಾರಿಕಾ ಘಟಕಕ್ಕೆ ಆಗಿಂದಾಗ್ಗೆ ಪದಾರ್ಥ ರವಾನೆ ಆಗುವುದರಲ್ಲಿ ಹಾಳು ಆಗುವ ಸಮಯ , ಸಾರಿಗೆ ವ್ಯವಸ್ಥೆಯ ಸಮಸ್ಯೆ ಮತ್ತು ಖರ್ಚು ಇರುತ್ತದೆ ."
7,2 ) ಪದಾರ್ಥ ರವಾನೆಯಲ್ಲಿ ಸುರಕ್ಷತೆ ಇರುವುದಿಲ್ಲ .
16,3 ) ಒಂದೇ ಕಡೆ ಇರುವ ಪದಾರ್ಥಗಳು ಹೆಚ್ಚು ಪದಾರ್ಥ ಸಂದಣಿಯಂತೆ ತೋರಿ ಸಂಘಟನೆಗೆ ಕಷ್ಟ ಆಗಿ ಗೊಂದಲ ಆಗುತ್ತದೆ .
9,4 ) ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನನ್ನು ವಿಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ಆಗಿ ಮಾಡುವುದು .
12,5 ) ಪದಾರ್ಥ ರವಾನೆ ಒಂದೇ ಸ್ಥಳದಿಂದ ಆಗುವುದರಿಂದ ತಯಾರಿಕೆ ನಿಧಾನ ಆದಂತೆ ತೋರುತ್ತದೆ .
3,ವಿಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು .
17,ಪದಾರ್ಥ ಉಪಯೋಗ ಆಗುವ ತಯಾರಿಕಾ ಘಟಕಗಳಲ್ಲಿ ದಾಸ್ತಾನು ಉಪವಿಭಾಗವನ್ನು ತೆರೆದು ಅಲ್ಲಿಂದ ಪದಾರ್ಥ ಸುಲಭವಾಗಿ ರವಾನೆ ಆಗುವಂತೆ ಮಾಡುವುದು ವಿಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು .
5,ಇದು ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನಿನ ಉಪವಿಭಾಗ .
10,ಈ ಉಪವಿಭಾಗಗಳು ಕೇಂದ್ರ ವಿಭಾಗದಿಂದ ಆಗಿಂದಾಗ್ಗೆ ಪದಾರ್ಥಗಳನ್ನು ರವಾನಿಸಿಕೊಂಡು ಶೇಖರಿಸಿ ಇಟ್ಟುಕೊಳ್ಳುತ್ತವೆ .
6,ಈ ಉಪವಿಭಾಗಗಳು ನೇರವಾಗಿ ಪದಾರ್ಥಗಳನ್ನು ಕೊಳ್ಳುವುದಿಲ್ಲ .
12,ಈ ಎಲ್ಲ ಉಪವಿಭಾಗಗಳ ಚಟುವಟಿಕೆಗಳಿಗೆ ಮುಖ್ಯ ದಾಸ್ತಾನು ಅಧಿಕಾರಿಯೇ ಮೇಲ್ವಿಚಾರಕ ಆಗಿದ್ದು ಕೆಲಸ ನಿರ್ವಹಿಸಬೇಕಾಗುತ್ತದೆ .
13,ಈ ವ್ಯವಸ್ಥೆಯಲ್ಲಿ ಉಪವಿಭಾಗಗಳಿಗೆ ನಿರ್ದಿಷ್ಟ ಅವಧಿಗೆ ಬೇಕಾಗುವ ಪದಾರ್ಥ ಪ್ರಮಾಣವನ್ನು ಕೇಂದ್ರ ದಾಸ್ತಾನು ವಿಭಾಗವು ನಿರ್ಧರಿಸುತ್ತದೆ .
12,ಉದಾ : ಒಂದು ತಿಂಗಳಿಗೆ ಬೇಕಾಗುವ ಪ್ರತೀ ಪದಾರ್ಥ ಪ್ರಮಾಣವನ್ನು ಆರಂಭದಲ್ಲಿ ಉಪವಿಭಾಗಕ್ಕೆ ರವಾನಿಸುತ್ತದೆ .
9,ಈಗ ಈ ಉಪದಾಸ್ತಾನು ವಿಭಾಗವು ತಯಾರಿಕೆಗೆ ಬೇಕಾದಾಗ ಪದಾರ್ಥ ಕೊಡುತ್ತದೆ .
15,"ತಿಂಗಳಿನ ಕೊನೆಯಲ್ಲಿ ಕೊಟ್ಟ ಒಟ್ಟು ಪದಾರ್ಥ ಪ್ರಮಾಣದಲ್ಲಿ ಉಳಿಕೆ ಆದರೆ , ಖರ್ಚು ಆಗಿರುವ ಪದಾರ್ಥ ಪ್ರಮಾಣವನ್ನು ತುಂಬಿಕೊಡುತ್ತದೆ ."
11,ಎಲ್ಲ ಪದಾರ್ಥ ಪ್ರಮಾಣವು ಖರ್ಚು ಆಗಿದ್ದಲ್ಲಿ ನಿರ್ಧರಿತ ಪೂರ್ಣ ಪ್ರಮಾಣವನ್ನು ಉಪವಿಭಾಗಕ್ಕೆ ಕಳುಹಿಸಿಕೊಡುತ್ತದೆ .
12,ಇದು ಒಂದು ರೀತಿಯ ಇಂಪ್ರೆಸ್ಟ್ ಪದ್ಧತಿಯಂತೆ ಇರುತ್ತದೆ ಅಂದರೆ ಮುಂಗಡವಾಗಿ ಪದಾರ್ಥ ಕೊಟ್ಟಂತೆ ಇರುತ್ತದೆ .
8,ಈ ವ್ಯವಸ್ಥೆಯು ದಾಸ್ತಾನು ಪದ್ಧತಿಯಲ್ಲಿ ಇರುವ ನ್ಯೂನತೆಗಳನ್ನು ಪರಿಹರಿಸುತ್ತದೆ .
9,ಆದರೆ ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ವ್ಯವಸ್ಥೆಯಲ್ಲಿ ಇರುವ ಅನುಕೂಲಗಳಿಂದ ವಂಚಿತ ಆಗುತ್ತದೆ .
3,ಪದಾರ್ಥ ವಿಂಗಡಣೆ .
9,ಪದಾರ್ಥಗಳನ್ನು ಅವುಗಳ ಪ್ರಕೃತಿಗೆ ಅನುಗುಣವಾಗಿ ವರ್ಗೀಕರಣ ಅಥವಾ ವಿಂಗಡಣೆ ಮಾಡಬೇಕು .
7,ಘನ ಮತ್ತು ದ್ರವ ಪದಾರ್ಥಗಳನ್ನು ಪ್ರತ್ಯೇಕವಾಗಿ ಇಡಬೇಕಾಗುತ್ತದೆ .
11,ಈ ಎರಡು ಪ್ರಕೃತಿಗಳಲ್ಲಿ ಅನೇಕ ವಿಧ ಆದ ಪದಾರ್ಥಗಳು ತಯಾರಿಕೆಗೆ ಅವಶ್ಯಕವಾಗಿ ಇರಬೇಕಾಗುತ್ತದೆ .
14,"ಪ್ರತೀ ವಿಧ ಆದ ಪದಾರ್ಥದಲ್ಲಿ ವಿವಿಧ ಅಳತೆ , ತೂಕ , ಗಾತ್ರ ಮತ್ತು ಗುಣಮಟ್ಟಗಳು ಇರುತ್ತವೆ ."
19,"ಕಬ್ಬಿಣ ಮತ್ತು ಉಕ್ಕು , ಎಣ್ಣೆ ಇತ್ಯಾದಿ ಭಿನ್ನ ಪದಾರ್ಥಗಳು , ರಾಸಾಯನಿಕ ಪದಾರ್ಥಗಳು , ಬಣ್ಣ , ಬಿಡಿಭಾಗಗಳನ್ನು ಪ್ರತ್ಯೇಕ ಸ್ಥಳದಲ್ಲಿ ಇಡಬೇಕಾಗುತ್ತದೆ ."
8,ಈ ಗುಂಪುಗಳ ಸ್ಥಳಕ್ಕೆ ಪ್ರಧಾನವಾಗಿ ಕಾಣುವಂತೆ ನಾಮಫಲಕಗಳನ್ನು ತಗುಲಿಸಿರಬೇಕು .
9,ಇದು ಆಯಾಯ ಗುಂಪಿನ ಪದಾರ್ಥಗಳ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಕೊಟ್ಟಂತೆ ಆಗುತ್ತದೆ .
21,ಉದಾ : ಒಂದು ಕಾರ್ಖಾನೆಗೆ ಬೇಕಾಗುವ ರಾಸಾಯನಿಕ ಪದಾರ್ಥ ದಾಸ್ತಾನು ವಿಭಾಗದಲ್ಲಿ ಇಟ್ಟಿರುವಾಗ ಅಪಾಯಕಾರಿ ಆಗಿರುವ ಸಂದರ್ಭದಲ್ಲಿ ಎಚ್ಚರಿಕೆಯ ನಾಮಫಲಕ ಅಪಾಯದಿಂದ ದೂರ ಇರುವ ಸೂಚನೆ ಆಗುತ್ತದೆ .
18,"ಪ್ರತೀ ವಿಭಾಗದ ಪದಾರ್ಥಗಳನ್ನು ಅವುಗಳ ತೂಕ , ಗಾತ್ರ , ಅಳತೆ ಮತ್ತು ಇತರ ಗುಣಮಟ್ಟಗಳಿಗೆ ಅನುಗುಣವಾಗಿ ಅನುಕೂಲ ರೀತಿಯಲ್ಲಿ ವಿಂಗಡಿಸಿ ಇಡಬೇಕು ."
14,ಪದಾರ್ಥ ವಿಂಗಡಣೆ ಎಂದರೆ ವಿವಿಧ ಪದಾರ್ಥಗಳ ಸಾಮಾನ್ಯ ಲಕ್ಷಣಗಳ ಆಧಾರದಲ್ಲಿ ಅವುಗಳನ್ನು ಗುಂಪನ್ನು ಆಗಿಸುವ ಪ್ರಕ್ರಿಯೆ ಆಗಿದೆ .
6,ಇದರಿಂದ ಪ್ರತೀ ಪದಾರ್ಥವನ್ನು ತಕ್ಷಣ ಗುರುತಿಸಬಹುದು .
8,ಸಾಮಾನ್ಯವಾಗಿ ಪ್ರತೀ ಪದಾರ್ಥಕ್ಕೆ ಒಂದೊಂದು ಸ್ಥಳ ಇದ್ದೇ ಇರುತ್ತದೆ .
4,ಈ ಸ್ಥಳವೇ ಬಿನ್ .
6,ಎಲ್ಲ ಬಿನ್ನುಗಳಿಗೆ ಅನುಕ್ರಮವಾಗಿ ಸಂಖ್ಯೆ ಕೊಡಬೇಕು .
19,ದಾಸ್ತಾನು ವಿಭಾಗದಲ್ಲಿ ಇರುವ ವಿವಿಧ ಭಾಗಗಳ ಪಕ್ಷಿನೋಟಕ್ಕೆ ಒಂದು ನಕ್ಷೆಯನ್ನು ತಯಾರಿಸಿ ಮುಖ್ಯ ಸ್ಥಳಗಳಲ್ಲಿ ಪ್ರದರ್ಶಿಸುವುದು ದಾಸ್ತಾನು ವಿಭಾಗದ ಒಟ್ಟಾರೆ ಸಂಘಟನೆಯ ಸಂಕೇತ ಎನಿಸುತ್ತದೆ .
12,ಎಲ್ಲ ಬಿನ್ ಮತ್ತು ಪದಾರ್ಥಗಳಿಗೂ ' ಅ ' ಕಾರಾದಿ ಪಟ್ಟಿ ತಯಾರಿಸಿ ಇಟ್ಟಿರಬೇಕು .
9,ಇದು ತಕ್ಷಣ ಬಿನ್ ಮತ್ತು ಪದಾರ್ಥಗಳನ್ನು ಗುರುತಿಸಲು ಅನುಕೂಲ ಆಗುತ್ತದೆ .
11,ಯಾವುದೇ ಸಂದರ್ಭದಲ್ಲಿ ವಸ್ತುವಿನ ತಯಾರಿಕೆಗೆ ಒಟ್ಟು ಪದಾರ್ಥದ ಸಂಖ್ಯೆ ಎಷ್ಟು ಎನ್ನುವುದು ತಿಳಿಯಬೇಕು .
19,ಪದಾರ್ಥ ಸಂಕೇತನ ಅಥವಾ ಕ್ರೋಡಿಕರಣದ ಪ್ರಕಾರ ಸಂಕೇತ ಎಂದರೆ ಒಂದು ವಿಂಗಡಣೆ ಆದ ವಸ್ತುಗಳ ಗುಂಪಿಗೆ ಅನ್ವಯಿಸಲು ರೂಪಿತ ಆದ ಚಿಹ್ನೆಗಳ ಒಂದು ವ್ಯವಸ್ಥೆ .
21,ಸಂಕೇತನ ಎಂದರೆ ಪದಾರ್ಥ ಗುರುತಿಸುವಿಕೆ ಸುಲಭ ಮತ್ತು ಅನುಕೂಲ ಆಗುವಂತೆ ಪ್ರತಿಯೊಂದು ಪದಾರ್ಥದ ಹೆಸರಿನ ಜೊತೆಗೆ ಒಂದು ಸಂಖ್ಯೆ ಅಥವಾ ಚಿಹ್ನೆಯನ್ನು ಕೊಡುವುದು ಒಂದು ಪ್ರಕ್ರಿಯೆ ಆಗಿದೆ .
15,ಪ್ರತೀ ಪದಾರ್ಥವನ್ನು ಗುರುತಿಸಲು ಕೊಡುವ ಸಂಕೇತ ಅಥವಾ ಚಿಹ್ನೆ ತಯಾರಿಕೆಗೆ ಬೇಕಾಗುವ ಬಿಡಿಭಾಗಗಳು ದಾಸ್ತಾನು ವಿಭಾಗದಲ್ಲಿ ನೂರಾರು ಇರುತ್ತವೆ .
16,"ಒಂದೊಂದು ಬಿಡಿಭಾಗವೂ ಹಲವಾರು ವೈವಿಧ್ಯತೆಗಳಿಂದ ಕೂಡಿರುತ್ತದೆ ಅಂದರೆ ಅಳತೆ , ತೂಕ , ಗಾತ್ರ ಮತ್ತು ಗುಣಮಟ್ಟದಲ್ಲಿ ಭಿನ್ನತೆ ಇರುತ್ತದೆ ."
21,"ಈ ಪ್ರತೀ ಪದಾರ್ಥದ ಅಳತೆ , ತೂಕ , ಗಾತ್ರ ಇತ್ಯಾದಿಗಳು ಎಲ್ಲವನ್ನು ಸೇರಿಸಿ ಹೆಸರಿಸುವುದಾದರೆ , ಪದಗಳ ಸರಮಾಲೆಯೇ ಆಗಿ ಒಂದೊಂದಕ್ಕೂ ಉದ್ದುದ್ದವಾದ ಹೆಸರು ಇಟ್ಟುಕೊಳ್ಳಬೇಕಾಗುತ್ತದೆ ."
10,ಈ ಎಲ್ಲ ಹೆಸರುಗಳನ್ನು ಬರೆದಿಟ್ಟು ಬೇಕಾದಾಗ ನೋಡಿದರೆ ಗೊಂದಲ ಆದಂತೆ ಕಾಣುತ್ತದೆ .
16,ಮೇಲಾಗಿ ಪ್ರತೀ ಪದಾರ್ಥದ ಬಿನ್ ಕಾರ್ಡ್ ಮತ್ತು ಇತರ ದಾಖಲೆಗಳಲ್ಲಿ ಈ ಉದ್ದುದ್ದದ ಹೆಸರುಗಳನ್ನು ಬರೆದು ಇಡುವುದು ಕಷ್ಟ ಆಗುತ್ತದೆ .
6,ಸುಲಭದಲ್ಲಿ ಪದಾರ್ಥಗಳನ್ನು ಗುರುತಿಸಲು ಸಾಧ್ಯ ಆಗುವುದಿಲ್ಲ .
11,ಮೇಲಾಗಿ ಪದಾರ್ಥ ಇಟ್ಟಿರುವ ಸ್ಥಳಗಳಲ್ಲಿ ಉದ್ದ ಉದ್ದದ ನಾಮಫಲಕಗಳನ್ನು ಹಾಕಲು ಕಷ್ಟ ಆಗುತ್ತದೆ .
11,"ಇದಕ್ಕ್ಕಾಗಿ , ಪದಾರ್ಥಗಳಿಗೆ ಅವುಗಳ ಸ್ವಭಾವ ಮತ್ತು ಉಪಯೋಗಕತೆಗಳಿಗೆ ಅನುಗುಣವಾಗಿ ಸಂಕೇತಗಳನ್ನು ಕೊಡಲಾಗುತ್ತದೆ ."
10,ಉದಾ : 1 ' ಅ 8 ' ಸಂಕೇತದ ಅರ್ಥ .
21,"' ಅ ' ಎನ್ನುವುದು ಉಪಯೋಗಿಸುವ ಮುಖ್ಯ ಪದಾರ್ಥದ ಒಂದನೇ ದರ್ಜೆ ಶೀಟ್ , ' 8 ' ಎನ್ನುವುದು ಎಂಟು ಅಂಗುಲ ಉದ್ದದ ಸಂಕೇತ ಇರಬಹುದು ."
26,2 ' ಆ 892 ' ಸಂಕೇತದಲ್ಲಿ ' ಆ ' - ಎರಡನೇ ದರ್ಜೆ ಶೀಟ್ 8 - ಅಂಗುಲ ಉದ್ದ 9 - ಅಂಗುಲ ಅಗಲ 2 - ಅಂಗುಲ ದಪ್ಪ .
24,"ಈ ಸಂಕೇತಗಳು ಸಾಮಾನ್ಯವಾಗಿ ಎಲ್ಲರಿಗೂ ಅರ್ಥ ಆಗದ ಭಾಷೆ ಆಗಿದ್ದು , ದಾಸ್ತಾನು ವಿಭಾಗದಲ್ಲಿ ಇರುವ ಸಿಬ್ಬಂದಿ , ಕೊಳ್ಳುವ ವಿಭಾಗದ ಸಿಬ್ಬಂದಿ ಮತ್ತು ತಯಾರಿಕಾ ವಿಭಾಗದ ಸಿಬ್ಬಂದಿಗಳಿಗೆ ರೂಢಿ ಆಗಿರುತ್ತದೆ ."
10,ಇವರುಗಳಿಗೆ ಮಾತ್ರ ಈ ಸಂಕೇತಗಳನ್ನು ಗುರುತಿಸಲು ಸಾಧ್ಯ ಮತ್ತು ಅನುಕೂಲ ಆಗುತ್ತದೆ .
14,ಸಾಮಾನ್ಯವಾಗಿ ಈ ಸಿಬ್ಬಂದಿಗಳು ಮಾತ್ರ ಪದಾರ್ಥಗಳನ್ನು ನಿರ್ವಹಿಸುವುದರಿಂದ ಬೇರೆ ಯಾರಿಗೂ ಈ ಸಂಕೇತಗಳ ಅರಿವು ಅಷ್ಟಾಗಿ ಬೇಕಾಗುವುದಿಲ್ಲ .
5,ಪದಾರ್ಥ ಕ್ರೋಡೀಕರಣದಿಂದ ಆಗುವ ಅನುಕೂಲಗಳು .
15,1 ) ಪದಾರ್ಥಗಳ ಉದ್ದ ಉದ್ದದ ಹೆಸರು ಮತ್ತು ಲಕ್ಷಣ ಬರೆಯುವ ಕೆಲಸವನ್ನು ತಪ್ಪಿಸುತ್ತದೆ ಮತ್ತು ಕಡಿಮೆ ಮಾಡುತ್ತದೆ .
13,2 ) ಈ ಸಂಕೇತ ಭಾಷೆ ಪದಾರ್ಥಗಳನ್ನು ಗುರುತಿಸಲು ಸಹಾಯಕ ಆಗುತ್ತದೆ ಮತ್ತು ಸುಲಭ ಆಗುತ್ತದೆ .
9,3 ) ಪದಾರ್ಥಗಳನ್ನು ವ್ಯವಸ್ಥಿತವಾಗಿ ದಾಸ್ತಾನಿನಲ್ಲಿ ಇಡಲು ಸಹಾಯಕ ಆಗುತ್ತದೆ .
8,4 ) ಪದಾರ್ಥಕ್ಕೆ ಸಂಬಂಧಪಟ್ಟ ಗುಟ್ಟನ್ನು ಗೌಪ್ಯವಾಗಿ ಇಡಬಹುದು .
18,5 ) ತಯಾರಾಗುವ ವಸ್ತುವಿನ ಒಟ್ಟು ವೆಚ್ಚ ಕಂಡುಹಿಡಿಯಲು ಉಪಯೋಗ ಆಗುವ ಪಂಚುಕಾರ್ಡುಗಳಲ್ಲಿ ಪದಾರ್ಥ ವೆಚ್ಚಕ್ಕೆ ಸಂಕೇತ ಭಾಷೆ ಬಹಳ ಉಪಯೋಗ ಬರುತ್ತದೆ .
2,ಅನನುಕೂಲಗಳು .
8,1 ) ಸಂಕೇತ ಭಾಷೆ ಗೊಂದಲಕ್ಕೆ ಎಡೆಕೊಟ್ಟಂತೆ ಆಗುತ್ತದೆ .
8,2 ) ಕೆಲವೇ ಸಿಬ್ಬಂದಿಗೆ ಅರ್ಥ ಆಗುವ ಭಾಷೆ .
9,ಪದಾರ್ಥ ಕ್ರೋಡಿಕರಣದಲ್ಲಿ ಅನನುಕೂಲಗಳು ಇದ್ದರೂ ಇದರಿಂದ ಆಗುವ ಅನುಕೂಲಗಳು ಹಲವಾರು .
13,ಆದ್ದರಿಂದ ಇಂದಿನ ಕೈಗಾರಿಕಾ ಯುಗದಲ್ಲಿ ವ್ಯವಸ್ಥಿತ ದಾಸ್ತಾನು ಕಾರ್ಯ ನಿರ್ವಹಣೆಗೆ ಸಂಕೇತ ಭಾಷೆ ಬಹಳ ಅವಶ್ಯ .
5,ಕ್ರೋಡೀಕರಣ ಅಥವಾ ಸಂಕೇತನ ಪದ್ಧತಿಗಳು .
5,ಹಲವಾರು ಕ್ರೋಡೀಕರಣ ಪದ್ಧತಿಗಳು ಇವೆ .
32,ಅವು ಯಾವುವು ಎಂದರೆ : ( 1 ) ' ಅ ' ಕಾರಾದಿ ಪದ್ಧತಿ ( 2 ) ಸಂಖ್ಯಾಸೂಚಕ ಪದ್ಧತಿ ( 3 ) ನ್ಯೂಮೊನಿಕ್ ಪದ್ಧತಿ ( 4 ) ' ಅ ' ಕಾರಾದಿ ಸಂಖ್ಯಾಸೂಚಕ ಪದ್ಧತಿ .
