treedepth,sentences
3,कश्मीर में रंगबिरंगी ट्राउट मछलियों का पालन केन्द्र भी है ।
2,कामरू किला कलात्मक है ।
4,सतलुज घाटी के इन दोनों इलाकों में किन्नौर के जिला मुख्यालय की इमारते दूरदूर तक बनी हैं ।
2,बीच में नया बस अड्डा है ।
3,चिलगोजे के वनों के बीच लगातार शहरी माहौल पनप रहा है ।
2,रिकांगपिओ बाजार बहुत फैला हुआ है ।
3,ऊपर कल्पा क्षेत्र में अब सैलानियों को अच्छा एकांत और खुला वातावरण मिलता है ।
4,कल्पा का सबसे प्राचीन और दर्शनीय गाँव ’ चिनी ’ है ।
4,यहाँ के बने प्राचीन और कलात्मक मंदिर कई शैलियों में नजर आते हैं ।
4,कल्पा में देवदार से घिरी ऊपरी सड़क सैर के लिए खूबसूरत है ।
4,चिनी और कल्पा गाँव में छोटे - छोटे बाजार हैं ।
3,खरीदारी के लिए रिकांगपिओ का बाजार ही मुख्य जगह है ।
3,ऊनी वस्त्र और सूखे मेवे ही स्थानीय चीजों में महत्त्वपूर्ण हैं ।
3,मई - जून में मौसम व रास्ते किन्नौर जाने के लिए अधिक अनुकूल हैं ।
4,फुरसत में रहने वाले लोग सितंबर से मध्य अक्टूबर तक भी जाते हैं ।
4,बरसात के दिनों में शिमला व किन्नौर व स्पिति के बीच के रास्ते बुरी तरह टूट जाते हैं ।
3,मनाली से आगे रोहतांग दर्रे के पार एक नई दुनिया शुरू होती है ।
3,मानो कुदरत की किताब ने अपने सबसे रोमांचक पृष्ठ खोल दिए हों ।
5,"कुल्लू , चंबा , किन्नौर और जम्मू - कश्मीर राज्य के लद्दाख के साथ ही चीन की सीमा को छूने वाला लाहुल स्पिति हिमाचल प्रदेश का बहुत अलग तरह का जिला है ।"
5,"भौगोलिक दृष्टि से लाहुल पहुँचने के लिए किन्नौर के रास्ते जाना ठीक है , फिर दोनों इलाके एकसाथ देखे जा सकते हैं ।"
2,सर्दियों में रोहतांग बर्फ़बारी के कारण बंद हो जाता हैं ।
6,अत: मई से जून और सितंबर से अक्तूबर तक यहाँ जाना बेहतर है ।
4,लाहुल का मुख्यालय केलांग है और स्पिति का मुख्यालय काजा है ।
3,मनाली से 5 - 6 घंटे में बस मार्ग से केलांग पहुँचना बेहद रोमांचक है ।
3,रोहतांग तक चढ़ाई और फिर उतराई ।
1,"पहले चंद्रनदी का तटीय सफर , फिर भागा नदी का ।"
4,यहीं दोनों नदियाँ तांदी संगम पर चंद्रभागा नदी बन जाती हैं और आगे जा कर चिनाब ।
5,"समुद्रतल से 3,150 मीटर की ऊँचाई वाला केलांग 8वीं सदी के गुरुघंटाल गोंपा और बौद्ध मंदिर की अनोखी कलात्मकता के लिए प्रसिद्ध है ।"
4,कारदंग गोंपा का पुस्तकालय और चित्र संग्रहालय चकित करता है ।
5,ये स्थान पद्मसंभव की याद दिलाते हैं जो यहाँ इन की आधारशिला रख गए थे ।
2,पालकोट प्रखंड मुख्यालय है ।
7,कहा जाता है पालकोट प्रखंड रामायण काल का पंपापुर है जहाँ वानरराज बाली और सुग्रीव की राजधानी थी ।
2,पालकोट प्रखंड में अनेक गुफाएँ हैं ।
4,पालकोट प्रखंड में एक तालाब भी है जिसे पम्पासर कहा जाता है ।
4,"पालकोट की आबोहवा , झरने एवं पर्वतीय दृश्य काफी आकर्षक हैं ।"
5,पालकोट प्रखंड में अनेक बगीचे हैं जिसमें से एक का नाम सती बगीचा है ।
6,राजाडेरा गाँव चैनपुर प्रखंड में स्थित जंगल के भीतर बसा हुआ बहुत ही रमणीक स्थान है ।
3,राजाडेरा गाँव नेतरहाट से 26 कि.मी. दक्षिण में है ।
4,राजाडेरा गाँव एक तश्तरीनुमा ऐसे निचले भूभाग में अवस्थित है जिसके चारों ओर पहाड़ी घिरी हुई है ।
4,राजाडेरा गाँव के पास में ही सदनी घाघ नामक जलप्रपात अवस्थित है ।
3,अंग्रेजों के काल से ही राजाडेरा गाँव प्रसिद्ध पिकनिक स्थल के रूप में चिह्नित है ।
3,गुमला जिले के डुमरी प्रखंड में चैनपुर से 26 कि.मी. उत्तर - पश्चिम में मंझागाँव स्थित है ।
4,"मंझागाँव , डांड़टोली और लिटियाचुओं तीन टोले में विभक्त है ।"
3,मंझागाँव के पहाड़ी क्षेत्र में टांगीनाथ तीर्थस्थल बसा हुआ है ।
5,टांगीनाथ मंदिर एक शिव मंदिर है जो लगभग 12 फीट ऊँचा है ।
3,नवरतनगढ़ में नागवंशियों का इतिहास 64 ई. में सुतियाम्बे से शुरू होता है ।
2,प्रथम राजा फणिमुकुट राय थे ।
2,चौथे राजा मदन राय तक राजधानी सुतियाम्बे में रही ।
4,किन्तु पाँचवें राजा प्रताप राय अपनी राजधानी 309 ई. में चुटिया ले गये ।
5,नवरतनगढ़ के महाराजा देवशाह ने ( 48वें राजा ) गढ़ का निर्माण कराया इसलिए इसे नवरतनगढ़ कहा गया ।
3,नवरतनगढ़ का निर्माण 1585 ई. में हुआ ।
3,पुनः नवरतनगढ़ छोड़कर 51वें राजा यदुनाथ शाह को 1707 ई. में पालकोट आना पड़ा ।
3,पालकोट अभ्यारण्य राँची से 120 कि.मी. दूरी पर गुमला से दक्षिण में है ।
2,पालकोट अभ्यारण्य चैनपुर वन प्रमंडल क्षेत्र में स्थित है ।
6,पालकोट अभ्यारण्य में अनेक पहाड़ियाँ हैं जो अधिकतम 872 मीटर तथा न्यूनतम 622 मीटर ऊँची हैं ।
3,"पालकोट अभ्यारण्य में शंख नदी , बांकी नदी , पिंजरा नदी , पाइलमारा नदी और तोरपा नदी प्रवाहित होती हैं ।"
4,पालकोट अभ्यारण्य के भीतर तपकारा सिंचाई बाँध स्थित है जिसमें साल भर पानी रहता है ।
3,"चीता , भालू , लकड़बग्घा , भेड़िया , सियार , बंदर , खरगोश आदि पालकोट अभ्यारण्य के प्रमुख जीव - जन्तु हैं ।"
5,"नेतरहाट एक हिल स्टेशन है जो 3,622 फीट की ऊँचाई पर स्थित है ।"
3,नेतरहाट हिल स्टेशन महुआडांड़ प्रखंड में राँची से पश्चिम में करीब 150 कि.मी. की दूरी पर पाट क्षेत्र में अवस्थित है ।
4,प्राकृतिक दृश्यावली के अतिरिक्त नेतरहाट हिल स्टेशन में लोग सूर्योदय एवं सूर्यास्त देखने के लिए आते हैं ।
3,नेतरहाट हिल स्टेशन को सूर्योदय स्थल तथा सूर्यास्त स्थल भी कहते हैं ।
3,सूर्यास्त स्थल मेगनोलिया पॉइन्ट के नाम से भी जाना जाता है ।
3,"मेगनोलिया पॉइन्ट , नेतरहाट से 10 कि.मी. दूर है ।"
5,इसके अलावा यहाँ अपर घाघरी और लोअर घाघरी नामक दो छोटे - छोटे प्रपात भी हैं जो प्रसिद्ध वनभोज स्थल हैं ।
6,नेतरहाट में एक कृषि फार्म भी है जहाँ की नाशपाती की फसल आसपास के शहरों में सरलता से उपलब्ध देखी जा सकती है ।
5,नेतरहाट में एक आवासीय स्कूल भी है जिसकी स्थापना 1954 में सरकार द्वारा की गयी थी ।
5,नेतरहाट में एक विशाल खूबसूरत पर्यटक विश्रामागार की भी व्यवस्था है जिसे पर्यटन विभाग द्वारा बनवाया गया है ।
3,नेतरहाट का पर्यटक विश्रामागार सड़क मार्ग से जुड़ा है ।
3,नेतरहाट के लिए राँची और डालटनगंज से बसें जाती हैं ।
2,निजी टूरऑपरेटर भी नेतरहाट के लिए गाड़ियाँ उपलब्ध कराते हैं ।
4,नेतरहाट का नजदीकी रेलवे स्टेशन डालटनगंज है ।
3,ठहरने के लिए होटल प्रभात विहार के अलावा सरकारी रेस्ट हाउस और टूरिस्ट बंगला उपलब्ध है ।
4,कोयल व्यू प्वाइंट से कोयल नदी की लहरों को पत्थरों के बीच से गुजरते देख मन प्रसन्न हो जाता है ।
3,चाँदनी रात में कोयल व्यू प्वाइंट की सुन्दरता और बढ़ जाती है ।
5,नेतरहाट से 25 कि.मी. की दूरी पर कोयल नदी के तट पर स्थित बनारी एक सुन्दर पिकनिक स्पॉट है ।
3,बनारी के पहाड़ों में अनेक गुफाएँ हैं ।
4,कहा जाता है कि एक समय बनारी में पाँडव रहते थे ।
7,बूढ़ाघाघ / लोधा प्रपात झारखण्ड और छ्त्तीसगढ़ के सीमा प्रदेश में स्थित है जो लातेहार जिले के महुआडांड़ से 14 कि.मी. की दूरी पर है ।
4,बूढ़ाघाघ / लोधा प्रपात बूढ़ा नदी पर स्थित 450 फीट ऊँचा प्रपात है ।
5,"सिड़पा चट्टान पर उकेरे गये हिरण , सांड़ आदि व टैटू के डिजाइन किसी रहस्य से कम नहीं ।"
5,सिड़पा में ही एक स्थान पर चट्टान से निर्मित शेर की पीठ पर सवार देवी की सैकड़ों मूर्तियाँ यहाँ - वहाँ नजर आ सकती हैं ।
4,लावालौंग अभ्यारण्य चतरा से दक्षिण - पश्चिम में स्थित है इसकी स्थिति चतरा - चंदवा मार्ग में बाबरा से पश्चिम में है ।
3,"लावालौंग अभ्यारण्य में बाघ , चीता , जंगली सूअर , सांभर , नीलगाय , हिरण और लकड़बग्घा आदि हैं ।"
2,पाकुड़ जिले के पर्यटन स्थल -
5,मोर्टिलो टावर अंगरेजों द्वारा निर्मित 30 फीट ऊँचा तथा 20 फीट के व्यास का टावर है ।
5,अंगरेजों द्वारा निर्मित यह 30 फीट ऊँचा तथा 20 फीट के व्यास का टावर है ।
3,मोर्टिलो टावर का निर्माण 1856 में अंग्रेज अधिकारी सर मार्टिन ने कराया था ।
4,कहा जाता है रेलवे अधिकारियों की सुरक्षा के लिए मोर्टिलो टावर का निर्माण किया गया था ।
3,संथाल विद्रोह के दरम्यान अनिष्ट की आशंका से ही इस मोर्टिलो टावर का निर्माण किया गया था ।
4,मोर्टिलो टावर में कुल 56 खिड़कियाँ हैं जिनसे गोलियाँ दागी जा सकती हैं ।
5,यह भी प्रचलित है कि मोर्टिलो टावर से 10 हजार संथाली मारे गये थे ।
6,मोर्टिलो टावर से प. बंगाल के शहर जांगीपुर तथा राजमहल की पहाड़ियों का दृश्यावलोकन किया जा सकता है ।
9,पाकुड़ से दक्षिण में स्थित अलीगंज गाँव इसलिए महत्वपूर्ण माना जाता है कि यहाँ सन् 1854 - 55 में बना एक छोटा सा किला है जो संथाल विद्रोह के समय उनकी एकजुटता की मिसाल है ।
4,देवीनगर गाँव में विरकटी के राजा उदयनारायण सिंह ने एक देवीमंदिर बनवाया था ।
3,देवीनगर गाँव महेशपुर से 16 कि.मी. दक्षिण - पश्चिम दिशा में स्थित है ।
3,अब यहाँ देवी मंदिर के भग्नावशेष ही हैं ।
4,देवीमंदिर में विरकिटी तक बनाई गई सुरंग आज भी देखी जा सकती है ।
4,विरकटी को विरखात्ता या मुंडमालडांगा नाम से भी जाना जाता है ।
3,विरकटी गाँव महेशपुर से 10 कि.मी. दक्षिण में स्थित है ।
4,संभवतः 18वीं सदी के प्रारंभ में एक बार मुर्शिदाबाद के बादशाह नवाब मुर्शिद कुली जफर खान के साथ उदयानारायण सिंह का युद्ध हुआ ।
3,इस युद्ध में फौजों के नरसंहार से पूरा गाँव नरमुंडों से पट गया था ।
3,तभी से इस गाँव को मुंडमालाडांगा या विरकिटी कहा जाने लगा ।
4,आज भी राजा के किले के भग्नावशेष मौजूद हैं ।
2,गोड्डा जिले के पर्यटन स्थल -
5,बासनतराई पाथरगामा प्रखण्ड में एक प्राचीन गाँव है जिसका नामकरण राजा बसन्त राय के नाम पर हुआ है ।
5,बासनतराई गाँव में एक प्राचीन तालाब है जिसका निर्माण काल अज्ञात है ।
4,20 हेक्टेयर में स्थित यह वृहद तालाब दर्शनीय है ।
3,यहाँ स्नान करना पवित्र माना जाता है ।
4,"माँ योगिनी का मंदिर , गोड्डा से 13 कि.मी. दूर बाराकोपा पहाड़ी पर है ।"
4,कहते हैं इस मंदिर के स्थान पर माँ सती की दाहिनी जाँघ गिरी थी ।
4,माँ योगिनी के मंदिर में माँ की प्रतिमा के रूप में जाँघ की आकृति का शैल अंश है ।
3,भक्तजन माँ योगिनी के मंदिर में लाल वस्त्र चढ़ाते हैं ।
4,सिमडेगा एवं गुमला जिले के पर्यटन स्थल -
3,राँची - गुमला मार्ग में टाटा से साढ़े छः कि.मी. पश्चिम में आंजन धाम स्थित है ।
5,आंजन धाम राँची से 130 कि.मी. तथा गुमला से 21 कि.मी. की दूरी पर स्थित है ।
8,आंजन धाम की प्राकृतिक छटा का अनुमान इस बात से लगा सकते हैं कि इस स्थान को तीन ओर से नेतरहाट पहाड़ी अपनी पाट श्रृंखलाओं से घेर कर खड़ी है तो एक ओर से खरवा नदी प्रवाहित होती है ।
3,आंजन को हनुमान की जन्मस्थली भी कहा जाता है ।
5,हनुमान की माता अंजनी के नाम पर इस गाँव का नाम आंजन पड़ा है ।
3,1953 के पूर्व तक आंजन धाम की खोज नहीं हो पायी थी ।
5,कहा जाता है आंजम धाम में 360 शिवलिंग और उतने ही तालाब भी हैं भले ही सभी दिखाई न दें ।
5,बताया जाता है कि अंजनी माता प्रतिदिन एक तालाब में स्नान कर एक शिवलिंग की पूजा करती थीं ।
5,राँची - लोहरदगा - गुमला मार्ग में लोहरदगा से 24 कि.मी. दूर हापामुनी नामक एक गाँव है जहाँ माँ महामाया देवी का मंदिर स्थित है ।
4,माँ महामाया देवी के मंदिर का निर्माण मंदिर के अभिलेख के अनुसार महाराजा मोहन राय के पुत्र गजघंट ने 908 ई. ( 965 संवत् ) में किया था ।
4,"देवी माँ की मूर्ति को मंजूषा में बंद रखा जाता है , कभी बाहर नहीं निकाला जाता है ।"
8,इसके साथ यह विश्वास है कि अगर कोई देवी को प्रत्यक्ष आँखों से देख लेता है तो उसकी आँखों की रोशनी चली जाती है ।
4,पुजारी अपनी आँखों में पट्टी बाँध कर पूजा करता है ।
7,"इस मंदिर में बलि की प्रथा है , ऐसा प्रतीत होता है कि यह एक तांत्रिक पीठ सदृश देवी स्थल है ।"
5,टांगीनाथ राँची से 178 और गुमला से 78 कि.मी. की दूरी पर ऐतिहासिक महत्व वाला स्थान है ।
3,"टांगीनाथ इलाके में खुदाई से काफी पुराने सामान , सोना - चाँदी और हीरे तक मिले हैं ।"
6,"हम आज उस युग में जी रहे हैं जहां पर गैजेटों की भरमार है , इन गैजेटों ने हमारी जिंदगी जहां एक ओंर आसान बना दिया है वहीं ये हमारी अब एक जरूरत बन चुके हैं ।"
6,हम बात करेंगे आज कुछ ऐसे गैजेटों की जो कठिन से कठिन परिस्थितियों में भी हमारे काम आते हैं
5,जैसे वाटरप्रूफ कैमरा हुआ या फिर डस्टप्रूफ स्मार्टफोन जिसमें पानी और धूल का कोई असर नहीं होता ।
1,"लैपटॉप के लिए 5 जरूरी ऐसी सिरीज वैसे इस तरह के गैजेट अक्सर वे लोग प्रयोग करते हैं जो थोड़ा एडवेंचर पसंद करते हैं जैसे रॉक क्लाइमिंग करना , या फिर सी डाइविंग करना ।"
3,लेकिन आप भी इन गैजेटों को खरीद सकते हैं ।
2,हम आपको आज कुछ ऐसे ही टफ गैजेटों के बारे में बताएंगे ।
5,"इनमें डेल का ऐ6400 लैपटॉप , सोनिम ध्फ्1 मोबाइल , छ्ध् स्विस मिलिट्ररी वॉच और छाता तक शामिल है जिसे तोड़ना कोई आसान काम नहीं हैं ।"
0,टेक्नालॉजी किसी का इंतजार नहीं करती
0,इन दिनों नए नए अविष्कारों के चलते हमारे आस पास गैजेटों का अंबार लग चुका है ।
5,अगर विश्वास न हो तो अपने आसपास नजर दौड़ा कर देख लीजिए ।
4,"कैमरा , स्मार्टफोन , चार्जर तो अब आम हो चुके हैं जो सभी के पास मिल जाएंगे ।"
6,लेकिन कुछ गैजेट ऐसे भी है जिनका रूप आपको हसने पर मजबूर कर देगा ।
8,हम आपको आज कुछ ऐसे ही गैजेटों की एक झलक दिखलाएंगे जिने आप चाहें तो गिफ्ट में भी दे सकते हैं या फिर खुद प्रयोग कर सकते हैं ।
6,"इन्हें आप मल्टीयूज कर सकते हैं यानी चाहें तो घर में या फिर चाहें तो ऑफिस में NULL ,"
2,इनमें सबसे ज्यादा पॉपुलर पेन ड्राइव है ।
6,नोकिया ने मेटलिक डिजाइन और प्योर व्यू कैमरा वाले लूमिया 925 की बिक्री शुरू कर दी है ।
2,अभी इसे जर्मनी में बेचा जा रहा है ।
3,जल्द ही इसे चीन और यूरोप में लाया जाएगा ।
3,इसके बाद अमेरिका समेत दुनिया के कई बाजारों में इसे उतारा जाएगा ।
10,ऐसा लगता है कि नेक्सस से अलग ऐंड्रॉयड डिवाइस इस्तेमाल करने वाले लोगों को गूगल इसका एक्स्पीरियंस कराना चाहती है ।
2,गूगल ने गूगल कीबोर्ड ऐप जारी किया है ।
4,यह ऐप 4.0 ( आइसक्रीम सैंडविच ) या इससे ऊपर के ऐंड्रॉयड वर्जन के लिए है ।
4,"यह ऐप आपको वैसा ही कीबोर्ड देगा , जैसा कि नेक्सस डिवाइसेज़ पर मिलता है ।"
5,"यह वैसे ही काम करता है , जैसे कि स्विफ्टकी या स्वाइप NULL ।"
5,"लेकिन इन कीबोर्ड्स के लिए आपको पैसे देने पड़ते हैं , जबकि गूगल का कीबोर्ड फ्री है ।"
3,इस कीबोर्ड पर गेस्चर टाइपिंग और नेक्स्ट - वर्ड प्रिडिक्शन है ।
4,गेस्चर टाइपिंग में बिना उंगली उठाए एक अक्षर से दूसरे अक्षर तक उंगली कीबोर्ड पर फेरनी होती है और शब्द खत्म होने पर उंगली स्क्रीन से उठाई जाती है ।
3,कीबोर्ड में माइक्रोफोन पर टैप करने के बाद बोलकर भी टाइप किया जा सकता है ।
2,यह कीबोर्ड 26 भाषाओं को सपोर्ट करता है ।
4,हालांकि इसे इस्तेमाल करने वाले इसमें इमोटिकन्स का न होना एक बड़ी कमी मानते हैं ।
6,"यह कीबोर्ड अभी इंग्लिश स्पीकिंग कंट्रीज़ के लिए उपलब्ध है , लेकिन गूगल के मुताबिक यह जल्द ही बाकी जगहों के लिए भी उपलब्ध होगा यानी भारत में ऐंड्रॉयड यूज़र्स को अभी थोड़ा इंतजार करना होगा ।"
1,"गूगल ने सभी ऐंड्रॉयड यूजर्स को दिया फ्री गूगल कीबोर्ड ऐप आपके मेसेज , ईमेल पर है अमेरिकी सरकार की नजर आ रहा है ऐपल का नया आईओएस 7 ।"
2,नोकिया ने मेटलिक डिजाइन और प्योर व्यू कैमरा वाले लूमिया 925 की बिक्री शुरू कर दी है ।
1,अभी इसे जर्मनी में बेचा जा रहा है ।
1,जल्द ही इसे चीन और यूरोप में लाया जाएगा ।
1,इसके बाद अमेरिका समेत दुनिया के कई बाजारों में इसे उतारा जाएगा ।
4,इस फोन में 1280द्768 रिजॉल्यूशन वाला 4.5 इंच का एमोलेड वीएक्सजीए डिस्प्ले है ।
3,इसे ग्लव्स पहन कर भी इस्तेमाल कर सकते हैं ।
3,इस फोन में 1.5 गीगाहर्त्ज ड्यूल - कोर स्नैपड्रैगन प्रोसेसर है और यह विंडोज़ 8 पर चलता है ।
3,इस फोन में प्योरव्यू 8.7 मेगापिक्सल का कैमरा है ।
3,कंपनी के मुताबिक प्योरव्यू टेक्नॉलजी की वजह से इस फोन से फोटो और विडियो बहुत क्लियर और शॉर्प आएंगे ।
3,"इसमें ऑप्टिकल इमेज स्टैबिलाइजेशन , ऑटोफोकस , हाई पावर ड्यूल एलईडी फ्लैश , 1080पी एचडी विडियो रेकॉर्डिंग है ।"
3,1.2 मेगापिक्सल वाइड ऐंगल का फ्रंट कैमरा भी है ।
3,इस फोन में 2000माह् की बैटरी है ।
2,इस फोन को वायरलेस भी चार्ज किया जा सकता है ।
5,फोन में 1 जीबी की रैम और 16 जीबी की स्टोरेज है ।
8,"अगर आप फेसबुक जैसी सोशल नेटवर्किंग साइट पर अपनी पर्सनल लाइफ खासकर पार्टनर के बारे में स्टेटस अपडेट करते हैं , तो इससे रिश्ता और बेहतर ही होता है ।"
2,एक नई स्टडी में यह बात पता लगी है ।
5,कैलिफॉर्निया के रिसर्चरों की इस स्टडी में देखा गया कि रिलेशन के बारे में अपडेट देने वाले ऐसा न करने वालों से ज्यादा सुखी हैं ।
10,"हालांकि जाहिर सी बात है कि जो कपल अपने रिश्ते से खुश होगा , वही इस बारे में अपडेट्स भी डालना चाहेगा , पर अब इस बात के लिए वैज्ञानिक आधार भी जुटा लिए गए हैं ।"
7,"हफिंगटन पोस्ट के मुताबिक , आधार यह निकला है कि अपडेट्स करके कपल खुद का मनोबल बढ़ाना चाहते हैं ।"
4,सैमसंग के भारत में सबसे बड़े स्मार्टफोन के ऐलान के एक हफ्ते बाद गैलक्सी नोट की कीमत में भारी कमी आई है ।
2,गैलक्सी नोट 2011 में लॉन्च हुआ था ।
4,"इस वक्त कंपनी की वेबसाइट पर इसकी कीमत 28,050 रुपए है , जबकि ऑनलाइन रीटेलर्स इसे 21,500 रुपए तक में बेच रहे हैं ।"
4,"अब तो तू दुल्हन की बुआ हो गई है , अब तो अपने लिए कोई अच्छा सा दूल्हा चुन ले ।"
5,"लाजो ! मैं तो कब से तैयार हूँ लेकिन मेरे लायक इस पिंड विच कोई है ही नहीं , तो मै क्या करूं ?"
3,मेरे को तो लगता है मेरे लिए किसी विलायती को ही आना पड़ेगा ।
3,भई कमाल है ! बीस साल में पूरी नस्ल जवान हो गई है ।
5,जब मैं छोटी थी ना तेरे नाना मुझे सिखाया करते थे कि औरत और मर्द में कोई अंतर नहीं है ।
5,जो एक का हक है वही दूसरे का हक है ।
3,पूरा बचपन मैं इस बात को सच मान कर जीती रही ।
5,लेकिन जैसे - जैसे बड़ी होती गई समझ में आता गया कि कितना झूठ है ।
7,"मेरी पढाई रोक दी गई इसलिए कि मेरे भाईयों की पढाई ज़्यादा ज़रूरी थी , वो थी मेरी पहली कुर्बानी ।"
4,"फिर उसके बाद हर मोड़ पर कभी बेटी बनकर , कभी बहन तो कभी बीवी बनकर अपनी खुशियों की बलि चढाती गई ।"
4,"वो बेटी , बहन , बीवी बनकर कदम कदम पर अपने को कुर्बान नहीं करेगी ।"
5,"क्या हुआ अगर वो एक लड़की है , वो ज़िंदगी अपनी मर्ज़ी से जियेगी , उसे अपने हिस्से की हर खुशी नसीब होगी ।"
9,"मगर मैं गलत थी सिमरन , मैं तो यह भूल ही गई थी कि औरत को वादा करने का भी कोई हक नहीं है ।"
5,वो तो पैदा ही इसलिए होती है कि मर्द के लिए कुर्बान होती रहे ।
3,मर्द तो औरत के लिए कभी कुर्बानी नहीं देता और ना ही कभी देगा ।
5,"आज मैं तेरी मां , तुझसे तेरी खुशियाँ मांगने आई हूँ , तू उसे भूल जा बेटी ।"
5,"तेरे बाऊ जी तेरे आँसू नहीं समझने वाले इसलिए सबके सुख - चैन के लिए , मैं तेरे हाथ जोड़ती हूँ , तू उसे भूल जा बच्ची ।"
7,"तुम ठीक कहती हो माँ , मैं भी कितनी नादान हूँ ना मुझे तो ये भी नहीं पता कि वो मुझसे प्यार करता भी है या नहीं ।"
4,"आखिर बाऊ जी मेरे पिता हैं , उन्होंने हमेशा मेरी खुशी के बारे में सोचा है ।"
3,क्या मैं उनकी खुशी के लिए एक छोटी सी कुर्बानी नहीं दे सकती ?
5,"जाओ मां , जाकर बाऊ जी से कह दो कि मैं शादी के लिए बिलकुल तैयार हूँ , अब उन्हें मेरी तरफ से कोई परेशानी नहीं होगी ।"
5,"बलदेव ! पता नहीं क्यूं मुझे एक बात खाई जा रही है , मैंने सिमरन की आँखों में एक उदासी सी देखी है ।"
4,"उसकी हँसी में भी एक झिझक सी है , सब ठीक है ना ?"
4,"कुछ नहीं माँ , नई जगह है , नए - नए लोग हैं , हवा - पानी बदला है , थोड़े दिनों में आहिस्ता - आहिस्ता ठीक हो जाऊँगी ।"
5,"तुम नहीं जानते राज कि उस घर में क्या हो रहा है , परसों मेरी सगाई है और पंद्रह दिन बाद मेरी शादी ।"
5,"सारी तैयारियाँ हो चुकी हैं , मेरे बाऊ जी ने अपने दोस्त को ज़ुबान दी है और उनकी ज़ुबान उनकी जान है ।"
3,"हमें यहां से भागना ही होगा राज , हमें यहाँ से भागना ही होगा ।"
6,"नहीं सिमरन NULL , मैं तुम्हें यहां से भगा के या चुरा के ले जाने नहीं आया हूँ ।"
5,"भले ही मेरी पैदाइश इंग्लैंड में हुई हो पर हूँ मैं हिंदुस्तानी , मैं यहां तुम्हें अपनी दुल्हन बनाने के लिए आया हूँ ।"
6,"मैं जानता हूँ जो मैं कर रहा हूँ वो बहुत मुश्किल है , लेकिन मुझे हमारे प्यार पर पूरा भरोसा है ।"
5,"सिमरन ! मैं इस रास्ते पर अकेला नहीं चल सकता , तुम्हें मेरी ताकत बनकर मेरे साथ चलना होगा ।"
4,राज सही वक्त पे नहीं पहुंचता ना आज तो शिकारी का शिकार हो चला था ।
2,सच राज ! तूने मुझे खरीद लिया यार !
4,तुमने कुलजीत की जान बचाकर हम पर बहुत बड़ा एहसान किया है बेटे ।
5,"जल्दी तैयार हो जा , बलदेव के यहां दावत पे जाना है , अरे भाई उसी की लड़की के साथ तो मेरे कुलजीत का ब्याह हो रहा है ।"
4,"चाई जी ! ये राज , मेरा विलायती यार जिसके बारे में मैंने बात की थी आपसे ।"
3,अब आप रहने दीजिए मैं करता हूँ ।
4,"अरे नहीं - नहीं तुम तो लड़के वाले हो , मेहमान हो हमारे ।"
4,"आप भी कमाल करतीं हैं मां जी , एक पल में बेटा बना दिया और दूसरे ही पल में पराया कर दिया ।"
5,"आज बहुत अच्छा शगुन है , मैंने आज पहली बार सिमरन को दिल खोल कर हँसते देखा है ।"
7,"अब आप असली बात सुनिए मां जी , मेरी मां कहा करती थी जो शादी वाले घर में सेवा करता है उसको बहुत सुंदर दुल्हन मिलती है ।"
2,ओहो ! तो ये सब एक सुंदर दुल्हन के लिए हो रहा है !
2,आजकल अच्छी दुल्हन सिर्फ किस्मत वालों को मिलती है मां जी ।
4,तुम जानते हो सगाई की अँगूठी इस उंगली पर क्यूं पहनी जाती है ?
5,"क्यूंकि इस उंगली की नस सीधे दिल तक जाती है , मैं तुम्हारे सिवा किसी और की अंगूठी नहीं पहन सकती राज ।"
3,"तुम्हारे लिए ये सब एक बहुत बड़ा मज़ाक है ना , मुझ पर क्या गुज़र रही है , तुम कभी नहीं समझ सकते ।"
6,"मैं सब समझता हूँ सिमरन , तुम्हारा दर्द , तुम्हारी तड़प , तुम्हारे आंसू लेकिन तुम क्यूं नहीं समझती कि अभी तो सिर्फ शुरुआत है ।"
4,"बाऊ जी कल तो आपने कमाल कर दिया ! क्या नाचे हैं आप , सबकी छुट्टी कर दी ।"
