,temp,sentid,word,tag
15585,15585,1253,",",O
15586,15586,1253,A,O
15587,15587,1253,reVkkala,O
15588,15588,1253,-,O
15589,15589,1253,purugulawo,O
15590,15590,1253,goda,O
15591,15591,1253,mIxa,O
15592,15592,1253,moVlicana,O
15593,15593,1253,pasirikawo,O
15594,15594,1253,AdukuMtU,O
15595,15595,1253,uMdevArata,O
15596,15596,1253,kAswaMwa,O
15597,15597,1253,viSrAMwi,O
15598,15598,1253,laBiswe,O
15599,15599,1253,cAlu,O
15600,15600,1253,wotalone,O
15601,15601,1253,uMdevArata,O
15602,15602,1253,.,O
15603,15603,1254,eVvvarEnA,O
15604,15604,1254,veVlYlYagAne,O
15605,15605,1254,",",O
15606,15606,1254,wama,O
15607,15607,1254,hqxayAnni,O
15608,15608,1254,graMWaMgA,O
15609,15609,1254,cesi,O
15610,15610,1254,",",O
15611,15611,1254,caxivi,O
15612,15612,1254,vinipiMcevArata,O
15613,15613,1254,prakqwimAwaloni,O
15614,15614,1254,callaxanaM,O
15615,15615,1254,gUrci,O
15616,15616,1254,.,O
15617,15617,1255,moVkkalaMte,O
15618,15618,1255,aMwa,O
15619,15619,1255,prema,O
15620,15620,1255,kAbatte,O
15621,15621,1255,Ayana,O
15622,15622,1255,SiRyudu,O
15623,15623,1255,kota,B-NEP
15624,15624,1255,subbArAvugAru,I-NEP
15625,15625,1255,",",O
15626,15626,1255,kqRNArAvugAriki,B-NEP
15627,15627,1255,"""",O
15628,15628,1255,wotAnaMxulani,B-NEP
15629,15629,1255,"""",O
15630,15630,1255,peVttAru,O
15631,15631,1255,.,O
15632,15632,1256,"""",O
15633,15633,1256,A,O
15634,15634,1256,wotalo,O
15635,15635,1256,oVka,B-NEN
15636,15636,1256,cigurAkupE,O
15637,15637,1256,oVka,B-NEN
15638,15638,1256,sIwAkokaciluka,O
15639,15639,1256,.,O
15640,15640,1257,jarI,O
15641,15641,1257,cukkala,O
15642,15642,1257,reVkkala,O
15643,15643,1257,sIwAkokaciluka,O
15644,15644,1257,.,O
15645,15645,1258,ciwrakArula,O
15646,15646,1258,BAvAlaku,O
15647,15647,1258,aMculu,O
15648,15648,1258,xixxe,O
15649,15649,1258,sIwAkokaciluka,O
15650,15650,1258,.,O
15651,15651,1259,.,O
15652,15652,1259,vexAMwula,O
15653,15653,1259,hqxayAlalo,O
15654,15654,1259,veVlige,O
15655,15655,1259,ciru,O
15656,15656,1259,jyowulaku,O
15657,15657,1259,AnavAlugA,O
15658,15658,1259,veVlige,O
15659,15659,1259,sIwAkokaciluka,O
15660,15660,1259,-,O
15661,15661,1259,reVkkalu,O
15662,15662,1259,vippukoVni,O
15663,15663,1259,pariBramiMcadaM,O
15664,15664,1259,A,O
15665,15665,1259,civurAkuna,O
15666,15666,1259,palkariMcadaM,O
15667,15667,1259,vrAli,O
15668,15668,1259,gAliloki,O
15669,15669,1259,welipovadaM,O
15670,15670,1259,",",O
15671,15671,1259,akkada,O
15672,15672,1259,oVkasAri,O
15673,15673,1259,oMkAraMgAnU,O
15674,15674,1259,",",O
15675,15675,1259,oVkasAri,O
15676,15676,1259,SrIkAraMgAnU,O
15677,15677,1259,wiragadaM,O
15678,15678,1259,",",O
15679,15679,1259,I,O
15680,15680,1259,xqSyAnni,O
15681,15681,1259,cUswU,O
15682,15682,1259,nilabadiuMde,O
15683,15683,1259,vArata,O
15684,15684,1259,kqRNArAvugAru,B-NEP
15685,15685,1259,.,O
15686,15686,1260,veVnneVlagilakallAti,O
15687,15687,1260,Ayana,O
15688,15688,1260,newrAlu,O
15689,15689,1260,A,O
15690,15690,1260,cilukawo,O
15691,15691,1260,pAte,O
15692,15692,1260,wiruguwU,O
15693,15693,1260,uMdevi,O
15694,15694,1260,.,O
15695,15695,1261,Ayana,O
15696,15696,1261,manasA,O
15697,15697,1261,ciluka,O
15698,15698,1261,reVkkala,O
15699,15699,1261,mIxe,O
15700,15700,1261,voVruguwU,O
15701,15701,1261,vuMdexi,O
15702,15702,1261,-,O
15703,15703,1261,civurAkulo,O
15704,15704,1261,-,O
15705,15705,1261,SilpamA,O
15706,15706,1261,",",O
15707,15707,1261,muMxugA,O
15708,15708,1261,ArAXiMcaxaginaxi,O
15709,15709,1261,?,O
15710,15710,1261,xAni,O
15711,15711,1261,nAXAraMgA,O
15712,15712,1261,cesukoVni,O
15713,15713,1261,hAvaBAva,O
15714,15714,1261,vinyAsAlawo,O
15715,15715,1261,",",O
15716,15716,1261,wAki,O
15717,15717,1261,parugulu,O
15718,15718,1261,wIsI,O
15719,15719,1261,",",O
15720,15720,1261,vrAli,O
15721,15721,1261,",",O
15722,15722,1261,xUramayye,O
15723,15723,1261,palukariMci,O
15724,15724,1261,pAripoye,O
15725,15725,1261,A,O
15726,15726,1261,sIwAkokacilukalo,O
15727,15727,1261,gala,O
15728,15728,1261,vexAMwa,O
15729,15729,1261,rahasyamA,O
15730,15730,1261,?,O
15731,15731,1261,muMxu,O
15732,15732,1261,AsvAxiMcaxaginaxi,O
15733,15733,1261,?,O
15734,15734,1261,"""",O
15735,15735,1261,anna,O
15736,15736,1261,saMSayaMlo,O
15737,15737,1261,padexi,O
15738,15738,1261,gurupAxula,O
15739,15739,1261,manassu,O
15740,15740,1261,-,O
15741,15741,1261,iMwalo,O
15742,15742,1261,wana,O
15743,15743,1261,APIsu,O
15744,15744,1261,sibbaMxi,O
15745,15745,1261,aMwA,O
15746,15746,1261,vaccexi,O
15747,15747,1261,.,O
15748,15748,1262,gurupAxula,O
15749,15749,1262,ekAMwAnYiki,O
15750,15750,1262,BaMgaM,O
15751,15751,1262,kaligexi,O
15752,15752,1262,.,O
15753,15753,1263,appudu,O
15754,15754,1263,vAru,O
15755,15755,1263,akkada,O
15756,15756,1263,gala,O
15757,15757,1263,SilpAla,O
15758,15758,1263,vaxxa,O
15759,15759,1263,oVka,B-NEN
15760,15760,1263,balla,O
15761,15761,1263,mIxa,O
15762,15762,1263,kUrcunevAru,O
15763,15763,1263,.,O
15764,15764,1264,mahAwmudu,O
15765,15765,1264,-,O
15766,15766,1264,mutnUri,B-NEP
15767,15767,1264,:,O
15768,15768,1264,mana,O
15769,15769,1264,pUjya,O
15770,15770,1264,bApUjI,B-NEP
15771,15771,1264,",",O
15772,15772,1264,mahAwmAgAMXIjI,B-NEP
15773,15773,1264,svAwaMwyra,O
15774,15774,1264,saMxeSaM,O
15775,15775,1264,vini,O
15776,15776,1264,,
15777,15777,1264,A,O
15778,15778,1264,svAwaMwyra,O
15779,15779,1264,samara,O
15780,15780,1264,raMgaMloki,O
15781,15781,1264,praveSiMcAru,O
15782,15782,1264,kqRNArAvu,B-NEP
15783,15783,1264,gAru,O
15784,15784,1264,.,O
15785,15785,1265,1921,B-NETI
15786,15786,1265,lo,O
15787,15787,1265,mahAwmAgAMXi,B-NEP
15788,15788,1265,beVjavAda,B-NEL
15789,15789,1265,(,O
15790,15790,1265,vijayavAda,B-NEL
15791,15791,1265,),O
15792,15792,1265,ku,O
15793,15793,1265,aKilaBArawa,B-NEO
15794,15794,1265,kAMgreVs,I-NEO
15795,15795,1265,mahAsaBalalo,O
15796,15796,1265,pAlgoVne,O
15797,15797,1265,",",O
15798,15798,1265,nimiwwaM,O
15799,15799,1265,vacci,O
15800,15800,1265,,
15801,15801,1265,A,O
15802,15802,1265,saBalu,O
15803,15803,1265,mugisina,O
15804,15804,1265,warvAwa,O
15805,15805,1265,",",O
15806,15806,1265,baMxaru,B-NEL
15807,15807,1265,vacci,O
15808,15808,1265,,
15809,15809,1266,jAwIya,B-NEO
15810,15810,1266,kalYASAlalo,I-NEO
15811,15811,1266,prasaMgiMcAru,O
15812,15812,1266,.,O
15813,15813,1267,A,O
15814,15814,1267,prasaMgaMlo,O
15815,15815,1267,gAMXIjI,B-NEP
15816,15816,1267,"""",O
15817,15817,1267,nUlu,O
15818,15818,1267,vadakadaM,O
15819,15819,1267,prawi,O
15820,15820,1267,vyakwikI,O
15821,15821,1267,oVka,B-NEN
15822,15822,1267,mahA,O
15823,15823,1267,.,O
15824,15824,1267,.,O
15825,15825,1267,.,O
15826,15826,1267,ani,O
15827,15827,1267,acata,O
15828,15828,1267,sarEna,O
15829,15829,1267,mAta,O
15830,15830,1267,wocaka,O
15831,15831,1267,(,O
15832,15832,1267,wattaka,O
15833,15833,1267,),O
15834,15834,1267,wadabade,O
15835,15835,1267,saMxarBaMlo,O
15836,15836,1267,kqRNArAvu,B-NEP
15837,15837,1267,gAru,O
15838,15838,1267,veVnuka,O
15839,15839,1267,uMdi,O
15840,15840,1267,(,O
15841,15841,1267,mawaxarSaM,O
15842,15842,1267,),O
15843,15843,1267,annamAta,O
15844,15844,1267,aMxiMci,O
15845,15845,1267,gAMXigAri,B-NEP
15846,15846,1267,kqwajFuwalaku,O
15847,15847,1267,pAwrulayyAru,O
15848,15848,1267,.,O
15849,15849,1268,appatinuMdi,O
15850,15850,1268,kqRNArAvugAru,B-NEP
15851,15851,1268,",",O
15852,15852,1268,gAMXI,B-NEP
15853,15853,1268,wawvAnni,O
15854,15854,1268,",",O
15855,15855,1268,aMxarikI,O
15856,15856,1268,arXamayye,O
15857,15857,1268,viXaMgA,O
15858,15858,1268,.,O
15859,15859,1269,wana,O
15860,15860,1269,saMpAxakIyAlalo,O
15861,15861,1269,pracAraM,O
15862,15862,1269,ceswU,O
15863,15863,1269,vaccAru,O
15864,15864,1269,.,O
15865,15865,1270,-,O
15866,15866,1270,gAMXIjI,B-NEP
15867,15867,1270,",",O
15868,15868,1270,kqRNArAvu,B-NEP
15869,15869,1270,gArini,O
15870,15870,1270,woVlisArigA,O
15871,15871,1270,cUdagAne,O
15872,15872,1270,vArilo,O
15873,15873,1270,-,O
15874,15874,1270,nibidI,O
15875,15875,1270,kqwamEna,O
15876,15876,1270,Sakwini,O
15877,15877,1270,gamaniMci,O
15878,15878,1270,Iyana,O
15879,15879,1270,kalYlYalo,O
15880,15880,1270,AXyAwmika,O
15881,15881,1270,jyowulu,O
15882,15882,1270,veVluguwunnAyi,O
15883,15883,1270,.,O
15884,15884,1271,Iyanni,O
15885,15885,1271,bayataku,O
15886,15886,1271,wIsukurAvili,O
15887,15887,1271,.,O
15888,15888,1272,wanawaMgA,O
15889,15889,1272,wAnurAdu,O
15890,15890,1272,.,O
15891,15891,1273,prayawniMcAli,O
15892,15892,1273,"""",O
15893,15893,1273,ani,O
15894,15894,1273,pattABigAriwo,B-NEP
15895,15895,1273,annAru,O
15896,15896,1273,.,O
15897,15897,1274,kAni,O
15898,15898,1274,",",O
15899,15899,1274,kqRNA,B-NETO
15900,15900,1274,pawrike,I-NETO
15901,15901,1274,-,O
15902,15902,1274,wana,O
15903,15903,1274,jIviwa,O
15904,15904,1274,XyeyaMgA,O
15905,15905,1274,nirNayiMcukoVnna,O
15906,15906,1274,kqRNArAvu,B-NEP
15907,15907,1274,gAru,O
15908,15908,1274,rAjakIyAllo,O
15909,15909,1274,kriyASIla,O
15910,15910,1274,rAjakIyAlalo,O
15911,15911,1274,praveSiMcalexu,O
15912,15912,1274,.,O
15913,15913,1275,karukEna,O
15914,15914,1275,saMpAxakIyAlawo,O
15915,15915,1275,sAMGika,O
15916,15916,1275,",",O
15917,15917,1275,rAjakIya,O
15918,15918,1275,raMgAlalo,O
15919,15919,1275,kanuvippu,O
15920,15920,1275,kaligiMcAru,O
15921,15921,1275,.,O
15922,15922,1276,jElu,O
15923,15923,1276,jIviwaM,O
15924,15924,1276,:,O
15925,15925,1276,gAMXI,B-NEP
15926,15926,1276,yugaM,O
15927,15927,1276,vacce,O
15928,15928,1276,sariki,O
15929,15929,1276,jElu,O
15930,15930,1276,oVka,B-NEN
15931,15931,1276,yAwrAsWalamE,O
15932,15932,1276,poyiMxi,O
15933,15933,1276,.,O
15934,15934,1277,axi,O
15935,15935,1277,SrIkqRNa,B-NETE
15936,15936,1277,janmasWAna,I-NETE
15937,15937,1277,mane,O
15938,15938,1277,perugAMcadaMwo,O
15939,15939,1277,mariMwagA,O
15940,15940,1277,prajalanuwweja,O
15941,15941,1277,pariciMxi,O
15942,15942,1277,.,O
15943,15943,1278,jElu,O
15944,15944,1278,yAwra,O
15945,15945,1278,xESaBakwiki,O
15946,15946,1278,",",O
15947,15947,1278,oVka,B-NEN
15948,15948,1278,gIturAyigA,O
15949,15949,1278,mAriMxA,O
15950,15950,1278,rojulalo,O
15951,15951,1278,",",O
15952,15952,1278,asaleVMxunA,O
15953,15953,1278,",",O
15954,15954,1278,jokyaM,O
15955,15955,1278,kalgiMcukoni,O
15956,15956,1278,,
15957,15957,1278,kqRNArAvu,B-NEP
15958,15958,1278,gAru,O
15959,15959,1278,jEluku,O
15960,15960,1278,veVlYlYadaM,O
15961,15961,1278,AScaryame,O
15962,15962,1278,aMxarikI,O
15963,15963,1278,.,O
15964,15964,1279,AnAti,O
15965,15965,1279,gAMXI,B-NEP
15966,15966,1279,uxyama,O
15967,15967,1279,nEwika,O
15968,15968,1279,sWAyI,O
15969,15969,1279,balamani,O
15970,15970,1279,kqRNarAvu,B-NEP
15971,15971,1279,gAri,O
15972,15972,1279,walaMpu,O
15973,15973,1279,.,O
15974,15974,1280,1930,B-NETI
15975,15975,1280,lo,O
15976,15976,1280,dAktaru,B-NETP
15977,15977,1280,pattABini,B-NEP
15978,15978,1280,",",O
15979,15979,1280,kqRNArAvu,B-NEP
15980,15980,1280,gArini,O
15981,15981,1280,",",O
15982,15982,1280,ceVruku,O
15983,15983,1280,vAda,B-NEP
15984,15984,1280,narasiMhaM,I-NEP
15985,15985,1280,gArlanu,I-NEP
15986,15986,1280,praBuwvaM,O
15987,15987,1280,areVstu,O
15988,15988,1280,cesi,O
15989,15989,1280,",",O
15990,15990,1280,oVka,B-NEM
15991,15991,1280,saMvawsaraM,I-NEM
15992,15992,1280,jEluSikRa,O
15993,15993,1280,-,O
15994,15994,1280,viXiMcAru,O
15995,15995,1280,.,O
15996,15996,1281,marala,O
15997,15997,1281,1932,B-NETI
15998,15998,1281,lo,I-NETI
15999,15999,1281,janavarI,I-NETI
16000,16000,1281,4,I-NETI
16001,16001,1281,va,I-NETI
16002,16002,1281,wexIna,I-NETI
16003,16003,1281,dAktaru,B-NETP
16004,16004,1281,pattABi,B-NEP
16005,16005,1281,",",O
16006,16006,1281,kqRNArAvu,B-NEP
16007,16007,1281,",",O
16008,16008,1281,dAktaru,B-NETP
16009,16009,1281,vemUri,B-NEP
16010,16010,1281,xurgA,I-NEP
16011,16011,1281,nAgeSvararAvu,I-NEP
16012,16012,1281,gArlu,O
16013,16013,1281,jEluku,O
16014,16014,1281,paMpabaddAru,O
16015,16015,1281,.,O
16016,16016,1282,IsAri,O
16017,16017,1282,jEluku,O
16018,16018,1282,veVlYlYadamaMte,O
16019,16019,1282,",",O
16020,16020,1282,vAriki,O
16021,16021,1282,oVkkoVkkariki,O
16022,16022,1282,ru.,B-NEM
16023,16023,1282,100,I-NEM
16024,16024,1282,vaMxala,B-NEM
16025,16025,1282,rUpAyala,I-NEM
16026,16026,1282,jarimAnA,O
16027,16027,1282,",",O
16028,16028,1282,reVMdu,B-NEN
16029,16029,1282,saMvawsarAla,I-NEN
16030,16030,1282,SikRa,O
16031,16031,1282,",",O
16032,16032,1282,si,B-NETE
16033,16033,1282,.,I-NETE
16034,16034,1282,waragawi,I-NETE
16035,16035,1282,erpAtlawo,O
16036,16036,1282,veVlYlYadaM,O
16037,16037,1282,saMBaviMciMxi,O
16038,16038,1282,.,O
16039,16039,1283,1941,B-NETI
16040,16040,1283,lo,O
16041,16041,1283,kqRNArAvugAru,B-NEP
16042,16042,1283,jEluku,O
16043,16043,1283,veVlYlYAlani,O
16044,16044,1283,AyawwamEnappudu,O
16045,16045,1283,"""",O
16046,16046,1283,nIvu,O
16047,16047,1283,veVlYlYadAniki,O
16048,16048,1283,vIlulexani,O
16049,16049,1283,",",O
16050,16050,1283,"""",O
16051,16051,1283,pattABi,B-NEP
16052,16052,1283,ApAdu,O
16053,16053,1283,.,O
16054,16054,1284,kAni,O
16055,16055,1284,1943,B-NETI
16056,16056,1284,lo,O
16057,16057,1284,praBuwvaMvAre,O
16058,16058,1284,kqRNArAvugArini,B-NEP
16059,16059,1284,areVst,O
16060,16060,1284,cesi,O
16061,16061,1284,,
16062,16062,1285,vAraM,B-NEM
16063,16063,1285,rojulu,O
16064,16064,1285,mAwraM,O
16065,16065,1285,uMci,O
16066,16066,1285,viduxala,O
16067,16067,1285,ceSAru,O
16068,16068,1285,.,O
16069,16069,1286,1930,B-NETI
16070,16070,1286,lo,O
16071,16071,1286,rAyalelUru,B-NEL
16072,16072,1286,jEllo,O
16073,16073,1286,unnappudu,O
16074,16074,1286,,
16075,16075,1286,wawwvaSAswraM,O
16076,16076,1286,",",O
16077,16077,1286,yogaSAswraM,O
16078,16078,1286,",",O
16079,16079,1286,saMskqwa,O
16080,16080,1286,nAtakAlucaxivi,O
16081,16081,1286,",",O
16082,16082,1286,Srowalaku,O
16083,16083,1286,vAtilloni,O
16084,16084,1286,",",O
16085,16085,1286,sArAnni,O
16086,16086,1286,",",O
16087,16087,1286,saralYaMgA,O
16088,16088,1286,woti,O
16089,16089,1286,KExIlaku,O
16090,16090,1286,ceVppevAru,O
16091,16091,1286,.,O
16092,16092,1287,jElunuMci,O
16093,16093,1287,viduxalE,O
16094,16094,1287,vaccAka,O
16095,16095,1287,koVMwa,O
16096,16096,1287,kAlaMvaraku,O
16097,16097,1287,Ayana,O
16098,16098,1287,AnaMxaMwo,O
16099,16099,1287,eVppudU,O
16100,16100,1287,jElu,O
16101,16101,1287,kaburle,O
16102,16102,1287,ceVppevAru,O
16103,16103,1287,.,O
16104,16104,1288,jEllo,O
16105,16105,1288,cesina,O
16106,16106,1288,nala,O
16107,16107,1288,BImapAkAlu,O
16108,16108,1288,",",O
16109,16109,1288,jaripina,O
16110,16110,1288,goRTulu,O
16111,16111,1288,",",O
16112,16112,1288,nirvahiMcina,O
16113,16113,1288,saBalu,O
16114,16114,1288,",",O
16115,16115,1288,wawvAnaMxa,O
16116,16116,1288,svAmigAripE,O
16117,16117,1288,prayogiMcina,O
16118,16118,1288,trikkulu,O
16119,16119,1288,",",O
16120,16120,1288,AMXrulaku,O
16121,16121,1288,aravalaku,O
16122,16122,1288,jarigina,O
16123,16123,1288,vivAxAlu,O
16124,16124,1288,",",O
16125,16125,1288,saMvAxAlu,O
16126,16126,1288,bahu,O
16127,16127,1288,pasaMxugA,O
16128,16128,1288,vinipiMcevAru,O
16129,16129,1288,.,O
16130,16130,1289,-,O
16131,16131,1289,mOna,O
16132,16132,1289,muxralaMkArulu,O
16133,16133,1289,-,O
16134,16134,1290,mutnUri,B-NEP
16135,16135,1290,:,O
16136,16136,1290,kqRNArAvugAriki,B-NEP
16137,16137,1290,eVkkuvagA,O
16138,16138,1290,ayiRtulu,O
16139,16139,1290,unnatlu,O
16140,16140,1290,kanapadevAru,O
16141,16141,1290,kAxata,O
16142,16142,1290,.,O
16143,16143,1291,xAniki,O
16144,16144,1291,kAraNaM,O
16145,16145,1291,Ayana,O
16146,16146,1291,nadipina,O
16147,16147,1291,jIviwa,O
16148,16148,1291,viXAnaM,O
16149,16149,1291,kAvaccu,O
16150,16150,1291,.,O
16151,16151,1292,kAkapowe,O
16152,16152,1292,-,O
16153,16153,1292,jIviwaM,O
16154,16154,1292,patla,O
16155,16155,1292,Ayana,O
16156,16156,1292,vEKari,O
16157,16157,1292,kAvaccu,O
16158,16158,1292,.,O
16159,16159,1293,pawrika,O
16160,16160,1293,pani,O
16161,16161,1293,cUsukovadaM,O
16162,16162,1293,kaMte,O
16163,16163,1293,pani,O
16164,16164,1293,AyanakiRtaM,O
16165,16165,1293,uMxexi,O
16166,16166,1293,kAxata,O
16167,16167,1293,.,O
16168,16168,1294,iwara,O
16169,16169,1294,prApaMcika,O
16170,16170,1294,vyavahArAllo,O
16171,16171,1294,wala,O
16172,16172,1294,xUrcevAru,O
16173,16173,1294,kAxata,O
16174,16174,1294,anavasaraMgA,O
16175,16175,1294,.,O
16176,16176,1295,pEgA,O
16177,16177,1295,Ayana,O
16178,16178,1295,pawrikalo,O
16179,16179,1295,vyakwi,O
16180,16180,1295,xURaNaku,O
16181,16181,1295,gAni,O
16182,16182,1295,",",O
16183,16183,1295,vyakwi,O
16184,16184,1295,xveRAlaku,O
16185,16185,1295,gAni,O
16186,16186,1295,AyaneVnnadU,O
16187,16187,1295,sWAnaM,O
16188,16188,1295,kalpiMce,O
16189,16189,1295,vAru,O
16190,16190,1295,kAxata,O
16191,16191,1295,-,O
16192,16192,1295,axe,O
16193,16193,1295,Ayanaloni,O
16194,16194,1295,vyakwiwvaM,O
16195,16195,1295,.,O
16196,16196,1296,prawyekawa,O
16197,16197,1296,.,O
16198,16198,1297,anavasarapu,O
16199,16199,1297,prasaMgaM,O
16200,16200,1297,rAvani,O
16201,16201,1297,vyakwi,O
16202,16202,1297,aBivqxXiki,O
16203,16203,1297,mOnaM,O
16204,16204,1297,muKyamani,O
16205,16205,1297,",",O
16206,16206,1297,mOnaM,O
16207,16207,1297,aMwar,O
16208,16208,1297,xqRtini,O
16209,16209,1297,kaligiMci,O
16210,16210,1297,aMgIkariMci,O
16211,16211,1297,vyakwi,O
16212,16212,1297,kqRNArAvugAru,B-NEP
16213,16213,1297,.,O
16214,16214,1298,aMxuke,O
16215,16215,1298,mOnavrawaM,O
16216,16216,1298,viSiRtawanu,O
16217,16217,1298,gUrci,O
16218,16218,1298,",",O
16219,16219,1298,vAre,O
16220,16220,1298,,
16221,16221,1298,kqRNA,B-NETO
16222,16222,1298,pawrikalo,I-NETO
16223,16223,1298,"""",O
16224,16224,1298,veVlugu,B-NETE
16225,16225,1298,jilugulo,I-NETE
16226,16226,1298,"""",O
16227,16227,1298,I,O
16228,16228,1298,viXaMgA,O
16229,16229,1298,rASAru,O
16230,16230,1298,.,O
16231,16231,1299,"""",O
16232,16232,1299,mOnaMlogAni,O
16233,16233,1299,",",O
16234,16234,1299,nI,O
16235,16235,1299,vatti,O
16236,16236,1299,lowulaloki,O
16237,16237,1299,polevu,O
16238,16238,1299,.,O
16239,16239,1300,axi,O
16240,16240,1300,mAtalakaMxani,O
16241,16241,1300,lowu,O
16242,16242,1300,.,O
16243,16243,1301,walapulu,O
16244,16244,1301,kUdA,O
16245,16245,1301,jerani,O
16246,16246,1301,lowu,O
16247,16247,1301,.,O
16248,16248,1302,Sabxa,O
16249,16249,1302,-,O
16250,16250,1302,brahmAwivarwawe,O
16251,16251,1302,-,O
16252,16252,1302,bAvAwIwamEna,O
16253,16253,1302,",",O
16254,16254,1302,nirawiSaya,O
16255,16255,1302,SAMwa,O
16256,16256,1302,paWamaxi,O
16257,16257,1302,.,O
16258,16258,1303,SAMwi,O
16259,16259,1303,samAhiwa,O
16260,16260,1303,ciwwulEna,O
16261,16261,1303,mOna,O
16262,16262,1303,vrawulake,O
16263,16263,1303,laByamaxi,O
16264,16264,1303,.,O
16265,16265,1304,-,O
16266,16266,1304,mAtalu,O
16267,16267,1304,eVkkuvEna,O
16268,16268,1304,koVxxI,O
16269,16269,1304,sawyaM,O
16270,16270,1304,maruguna,O
16271,16271,1304,paduwuMxi,O
16272,16272,1304,"""",O
16273,16273,1304,.,O
16274,16274,1305,aMtU,O
16275,16275,1305,yiMkA,O
16276,16276,1305,sAmAnyulaku,O
16277,16277,1305,arWaM,O
16278,16278,1305,kAni,O
16279,16279,1305,wawwva,O
16280,16280,1305,viRayAleVnno,O
16281,16281,1305,rASAru,O
16282,16282,1305,.,O
16283,16283,1306,AcariMci,O
16284,16284,1306,cUpiMcAru,O
16285,16285,1306,.,O
16286,16286,1307,aMxukane,O
16287,16287,1307,gArini,O
16288,16288,1307,mOna,O
16289,16289,1307,muxrAlaMkArulanadAniki,O
16290,16290,1307,",",O
16291,16291,1307,kAraNamE,O
16292,16292,1307,uMtuMxi,O
16293,16293,1307,.,O
16294,16294,1308,vIra,O
16295,16295,1308,jIviwAxarSaM,O
16296,16296,1308,niwyAsawyAnveRaNa,O
16297,16297,1308,.,O
16298,16298,1309,I,O
16299,16299,1309,sawyAnvoRaNalo,O
16300,16300,1309,AyanoVka,O
16301,16301,1309,virAgi,O
16302,16302,1309,-,O
16303,16303,1309,sawyaM,B-NETE
16304,16304,1309,ane,O
16305,16305,1309,mAtalakarWaM,O
16306,16306,1309,weVlisi,O
16307,16307,1309,",",O
16308,16308,1309,AcariMcina,O
16309,16309,1309,karmayogi,O
16310,16310,1309,.,O
16311,16311,1310,wana,O
16312,16312,1310,AxarSAlanu,O
16313,16313,1310,amaluparcadAnikE,O
16314,16314,1310,",",O
16315,16315,1310,wana,O
16316,16316,1310,jIviwAnni,O
16317,16317,1310,sarixixxukunnAre,O
16318,16318,1310,gAnI,O
16319,16319,1310,",",O
16320,16320,1310,XanASaku,O
16321,16321,1310,",",O
16322,16322,1310,awyASaku,O
16323,16323,1310,gAni,O
16324,16324,1310,,
16325,16325,1310,lOkyAniki,O
16326,16326,1310,gAni,O
16327,16327,1310,xaggaraku,O
16328,16328,1310,polexu,O
16329,16329,1310,.,O
16330,16330,1311,mukkuku,O
16331,16331,1311,sUtigA,O
16332,16332,1311,povadame,O
16333,16333,1311,Ayanaku,O
16334,16334,1311,weVlusu,O
16335,16335,1311,.,O
16336,16336,1312,aMxuke,O
16337,16337,1312,pEsalu,O
16338,16338,1312,saMpAxiMcukoleni,O
16339,16339,1312,maniRigAne,O
16340,16340,1312,jIviwa,O
16341,16341,1312,cakrAnni,O
16342,16342,1312,xoVrliMceSAru,O
16343,16343,1312,.,O
16344,16344,1313,pEki,O
16345,16345,1313,mAmUlu,O
16346,16346,1313,maniRilAne,O
16347,16347,1313,kanpiMcevAru,O
16348,16348,1313,.,O
16349,16349,1314,kAni,O
16350,16350,1314,kadupulo,O
16351,16351,1314,vAgXevi,B-NEP
16352,16352,1314,xAkkoVni,O
16353,16353,1314,marI,O
16354,16354,1314,,
16355,16355,1314,kaxiliMci,O
16356,16356,1314,Ayanni,O
16357,16357,1314,mana,O
16358,16358,1314,mIxaku,O
16359,16359,1314,vaxilexata,O
16360,16360,1314,namminA,O
16361,16361,1314,kAraNa,O
16362,16362,1314,janmudu,O
16363,16363,1314,kAbatti,O
16364,16364,1314,.,O
16365,16365,1315,iMwakU,O
16366,16366,1315,mOna,O
16367,16367,1315,muxrAlaMkArudane,O
16368,16368,1315,biruxunu,B-NETE
16369,16369,1315,kqRNArAvugAriki,B-NEP
16370,16370,1315,ceVrukuvAda,O
16371,16371,1315,veVMkata,B-NEP
16372,16372,1315,narasiMhaMgAru,I-NEP
16373,16373,1315,yiccArata,O
16374,16374,1315,kqRNArAvugAri,B-NEP
16375,16375,1315,mOnamenata,O
16376,16376,1315,-,O
16377,16377,1315,Ayana,O
16378,16378,1315,wana,O
16379,16379,1315,mOnaMwote,O
16380,16380,1315,-,O
16381,16381,1315,cAlA,O
16382,16382,1315,saMBARaNalu,O
16383,16383,1315,",",O
16384,16384,1315,sOMjDala,O
16385,16385,1315,-,O
16386,16386,1315,wote,O
16387,16387,1315,jaripevArata,O
16388,16388,1316,walawrippadaMlone,O
16389,16389,1316,eVMwo,O
16390,16390,1316,saMBARaNa,O
16391,16391,1316,xAgi,O
16392,16392,1316,uMdexata,O
16393,16393,1316,.,O
16394,16394,1317,oVkasAri,O
16395,16395,1317,ilA,O
16396,16396,1317,jarigiMxi,O
16397,16397,1317,.,O
16398,16398,1318,kqRNArAvu,B-NEP
16399,16399,1318,gAri,O
16400,16400,1318,xaggaraku,O
16401,16401,1318,eVvvaro,O
16402,16402,1318,uxyogaM,O
16403,16403,1318,kosaM,O
16404,16404,1318,vaccAru,O
16405,16405,1318,.,O
16406,16406,1319,namaskariMci,O
