wordcontent,sentences,index
),اسی طرح ` اننت میں مون ` ( آنجہانی شمشیرجی کے لئے عزت کے ساتھ ) کی شعری زبان سادی اور آسان ہے لیکن شعری پن بالکل خالی نہیں ۔,495
),یہ بات اچھی طرح سے سمجھ لینا چاہیئے کہ وہ نامہ_نگار ابتدائی اطلاعاتی رپورٹ ( ایف آئی آر ) کو کبھی مکمل رپورٹ نہیں مانتا ۔,555
),کہانی کو عمدہ_ترین بنیادی مکالمے ( سجےگھوش ) اور عمدہ_ترین ایڈیٹنگ ( نمرتاراو ) کے اعزاز سے صبر کرنا پڑا جو گجراتی ناٹک پر مبنی ایک دیگر مشہور فلم ` اومائی_گاڈ ` کے عمدہ_ترین اڈیپٹیڈ اسکرین_پلے ( بھویش منڈالیا ، اومیش شکلا ) کے انعام سے ۔,657
پریس,لہٰذا برطانوی حکومت و اس کے انتظامیہ افسران اور اینگلو _ انڈِینز نے ہندوستانی پریس کو اپنا سخت دشمن مان لیا ۔,185
پریس,اینگلو انڈین پریس نے خصوصاً دیسی صحافت کے راستے میں ہر ممکنہ رکاوٹ کھڑی کر کے اس کی ترقی کو روکنے کی کوشش کی ۔,186
پریس,پریس کانفرنسوں میں ہر صحافی کو فقط جسمانی طور سے ہی نہیں ، بلکہ ذہنی روپ سے بھی موجود رہنا چاہیئے ۔,218
پریس,اکثر دوردرشن پر وزیراعظم یا کسی دیگر انتہائی خاص شخص یا پریس کانفرنس دیکھ کر ناظرین و سامعین کا ردعمل ہوتا ہے کہ ` مزہ نہیں آیا ` ۔,225
پریس,پریس کانفرنس میں اپنا علم بگھارنے یا تقریر جھاڑنے کی عادت ٹھیک نہیں ہے ۔,231
پریس,پریس کانفرنس میں صحافیوں کو اپنے کام سے کام رکھنا چاہیئے ۔,236
ماں,نہیں ، سوتیلی ماں لا کر ہم منّا کو اور دکھ میں نہیں ڈال سکتے ۔,102
ماں,ارے سوتیلی ماں کیا ہمیشہ خراب ہوتی ہے ، اور پھر ہم لوگ جو ہیں منّے کو دیکھنے کے لئے ، اس کو دکھ کیسے ملیگا ۔,103
ماں,گنجا نے یہ گھر دیکھا سمجھا ہے ، تم سب بھی اسے جانتے ہو ، منا کبھی بھی نہیں سمجھ پائے گا کہ گنجا اس کی ماں ہے یا نہیں ۔,107
ماں,تم تو بہت بعد آئیں گنجا ، آنکھ کھلی تو پہلے بھیّا کو جانا تھا ، باپ و ماں کے تو چہرے تک یاد نہیں ہم کو ۔,120
ماں,اس کی ماں کیسی تھی ، کون تھی ، ان سوالوں کا جواب وہ خود دے سکے ۔,139
ماں,میرے تھانے کے سامنے سنسان گلی میں ایک بینک تھا ، جس میں اس کے ماں _ باپ دونوں نوکری کرتے تھے ۔,381
خود,ایک عجیب سچ ہے کہ ٹیگور خود انعام لینے سویڈن نہیں گئے ۔,61
خود,یہ صدارتی تقریر اتنی نیم کچرےپن ، شبہات اور جذبہء_ہمدردی سے پُر ہے کہ خود اس پر کتاب لکھی جا سکتی ہے ۔,69
خود,یہ بات الگ ہے کہ اگر ہندستان کے دوسرے ادبی نوبل کے لئے ایک عجیب لابینگ کا حصہ ہے تو شاید خود منتظم ، یا کنورنارائن یا سچّدانندن یا کسی خودساختہ دیگر امیدوار کو مل ہی جائے ۔,94
خود,اس کی ماں کیسی تھی ، کون تھی ، ان سوالوں کا جواب وہ خود دے سکے ۔,139
خود,حقایق دمدار ہونگے تو وہ خود بولینگے ۔,235
خود,اور اگر آپ خود پڑھا دیتے تو ۔۔۔,256
چند,بھارتیندو ہریش چند نے جہاں اپنی زندگی میں ۱۷ ڈرامہ ، ۳ ناول ، ایک مضمون اور متعدد شعری مجموعے لکھے ، وہیں انھوں نے ` ہریشچنسدریکا ، ` کوی _ وچن سدُدھا ` اور ` بالا بودھنی ` نامی تین اخبارات کی ادارت بھی کی ۔,194
چند,اس کام میں مغربی_بنگال کے معاصر وزیراعلیٰ ڈاکٹر ودھان چند رائے نے بھی گہری دلچسپی لی ۔,325
چند,اس کا قیام جناب سبودھ چند ملک ، دیش بندھو چترنجنداس اور بپن چندرپال نے ۶ اگست ۱۹۰۶ کو جناب اروند گھوش کی ادارت میں کیا تھی ۔,435
چند,لاہور میں جناب خوشحال چند کھُرسند نے ` ملاپ ` اور جناب کرشن نے اردو اخبارات کی اشاعت کی اور یہ اخبار بھی قومی تحریک کے مبلغ رہے ۔,444
چند,کچھ دنوں تک جناب بپن چند پال نے بھی اس اخبار میں ادارت کی اور بعد میں ۱۹۱۷ میں جناب کالیناتھ رائے ، جو پہلے ` بنگالی ` اخبار میں کام کر رہے تھے اور جو ۱۹۱۱ میں لالا لاجپت رائے کے ` پنجابی ` اخبار کے مدیر ہوئے تھے اس کے مدیر ہو گئے اور دسمبر ۱۹۴۵ تک اس کے مدیر رہے ۔,447
چند,اس کی اشاعت بھارتیندو ہریش چند نے پہلی جنوری ۱۸۷۴ کو کیا تھا ۔,733
بھابھی,گنجا ! بات صرف ہماری نہیں رہ گئی تھی ، بھیّا کی خوشی کی بات تھی ، اس گھر کی بات تھی جسے بھابھی نے اتنے جتن سے سنوارا و سجایا ، بات ہمارے منّا کی تھی ۔,122
بھابھی,بھابھی جی ! ہمیں آپ سے ایک شکایت ہے ، آپ اتنے دن یہاں رہے ، ایک بار بھی ہمارے گھر کھانے پر نہیں آئے ۔,870
بھابھی,جیسے ہی فیکٹری کا افتتاح ہو جائے ، میں بھابھی سے اپنی شادی کی بات کرونگا ۔,877
بھابھی,بھابھی ! ہم اپنی قسم کھا کر کہتے ہیں یہ تار جھوٹا نہیں ہے ، خریدا ہوا نہیں ہے ۔,882
بھابھی,سن ، جب تیری بھابھی ٹھیک ہو جائے نہ ، تو سب سے پہلے ان سے کہنا کہ تو نے اپنے لئے چمیلی ڈھونڈ لی ہے ۔,883
بھابھی,ارے جگن ! جگن ! سبھی ڈاکٹروں نے جواب دے دیا تھا ، کہہ دیا تھا کہ ہماری بھابھی اب کبھی ٹھیک نہیں ہوگی ۔,895
(,سددھرم پرچارک ( 1911 ) ، وجے ( 1918 ) ، ستیہوادی ہفتہ_وار ( 1923 ) اور جن ستّا ( 1952 ) وغیرہ کی بہترین ادارت کے ذریعہ انھوں نے شمالی ہندستان میں عوامی بیداری کا اہم کارنامہ انجام دیا ۔,1
(,ہم ( اسٹرج مور اور میں ) نے ( اس کی ) تین اچھی کتابیں نکالی اور پھر کیونکہ اس نے سوچا کہ عظیم شاعر ہونے سے زیادہ اہم ہے انگریزی جاننا ، تو اس نے جذبات بھرا کوڑا چھپوانا شروع کر دیا اور اپنی شہرت کو برباد کر لیا ۔,81
(,وشنوکھرے کا مضمون ` رویندر نوبل شتی کو یوں منانے کے جوکھم ` ( ۱۶ جون ) غیرمہذب ، غیرمتناسب اور بےصبر تو ہے ہی اوچھے_پن اور محرومی سے بھی بھرا ہوا ہے ۔,97
(,اسی طرح ` اننت میں مون ` ( آنجہانی شمشیرجی کے لئے عزت کے ساتھ ) کی شعری زبان سادی اور آسان ہے لیکن شعری پن بالکل خالی نہیں ۔,495
(,یہ بات اچھی طرح سے سمجھ لینا چاہیئے کہ وہ نامہ_نگار ابتدائی اطلاعاتی رپورٹ ( ایف آئی آر ) کو کبھی مکمل رپورٹ نہیں مانتا ۔,555
(,کہانی کو عمدہ_ترین بنیادی مکالمے ( سجےگھوش ) اور عمدہ_ترین ایڈیٹنگ ( نمرتاراو ) کے اعزاز سے صبر کرنا پڑا جو گجراتی ناٹک پر مبنی ایک دیگر مشہور فلم ` اومائی_گاڈ ` کے عمدہ_ترین اڈیپٹیڈ اسکرین_پلے ( بھویش منڈالیا ، اومیش شکلا ) کے انعام سے ۔,657
اسلئے,اسلئے ہم نے سوچا کہ اس گھر کو دیکھنے و سنبھالنے کے لئے ایک تم ہی ہو اور کوئی نہیں ، اور ہم چپ رہ گئے ۔,123
اسلئے,پھر بھی صحافی لاعلم تو ہوتا نہیں اسلئے اسے دقت نہیں ہوتی ۔,213
اسلئے,اسلئے صحافت سے یہ توقع کرنا کہ جو تقسیمی عناصر سیاست میں کام کر رہے ہیں ان پر قابو پا لے گی یہ ممکن نہیں ہے ۔,361
اسلئے,مسٹر رینڈ متشدد ہیں اور جو کچھ وہ کر رہے ہیں وہ سرکار کے حکم سے ہی کر رہے ہیں اسلئے حکومت کے پاس گذارش کرنا بیکار ہے ۔,417
اسلئے,اسلئے یہ کہنا غلط نہیں ہوگا کہ راجا خُشگال نے شاعری کے تئیں اپنی بےپروائی اور بےاعتنائی کے درمیان اپنے اندر کے شاعر کو زندہ رکھا ہے ۔,489
اسلئے,اسلئے نامہ_نگار کے ذرائع کو بھی اس سے رابطہ کرنے کی معلومات ہونا چاہیئے ۔,543
ہوتے,اس رسالہ میں آیوروید سے متعلق مضامین شائع ہوتے تھے ۔,45
ہوتے,شاعر کی زندگی میں ہی شاید دونوں میں ترمیم بھی ہوتے رہے ہیں ۔,60
ہوتے,جہاں سبھی اخبار کے لئے اہم ہوتے ہیں وہیں ، جرائم خبر اس میں الگ مقام رکھتی ہے ۔,523
ہوتے,اخبار کا قاری اس حادثہ کے بعد کی بھی جانکاری چاہتا ہے اسلئے اس کا فالواپ ہوتے رہنا چاہیئے ۔,552
ہوتے,ٹائپرائٹر کے کی_بورڈ سے انٹرنیٹ یا ٹیلیکس کے بعد سیٹیلائٹ فون اور لیپٹاپ کا زمانہ آ گیا لیکن تجربہ یہی بتاتا ہے کہ عالم_کاری کے اس دور میں دنیا کے لوگ ایک دوسرے سے دور ہوتے جا رہے ہیں ۔,675
ہوتے,معصوم لوگ کٹہرے میں کھڑے ہوتے ہیں اور کئی بار مجرم کی واہ - واہی ہوتی ہے ۔,680
جناب,جناب بالمکند گپت نے لکھا ہے کہ ` کوی _ وچن سُدھا ` جب پندرہ_روزہ ہوکر سیاست سے متعلق اور دیگر مضامین آزادی کے جذبے سے شائع کرنے لگی تو بڑی تحریک چلی ۔,195
جناب,مہاراشٹر کے عوامی زندگی کے ایک قسم سے عادی مدیر جناب مہادیو گوند راناڈے بھی اس میں اور ` اندوپرکاش ` میں لکھتے تھے ۔,415
جناب,کولہاپور کے دیوان کے خلاف ایک مضمون شائع کرنے پر جناب تلک اور جناب آگرکر کو سزا ہوئی اور بعد میں جب ۱۸۹۷ میں پونا میں پلیگ پھیلا اور کمشنر رینڈ کے مظالم ناقابل برداشت ہو گئے تو لوک مانیہ تلک نے ۴ مئی ، ۱۸۹۷ میں ایک مضمون لکھا تھا - ` بیماری تو بہانا ہے ، حقیقت میں سرکار لوگوں کی روح کو کچلنا چاہتی ہے ۔,416
جناب,اس طرح کے مضامین کے بعد چاپیکر بھائیوں نے ۲۲ جون کو جناب رینڈ کا قتل کر دیا تھا ۔,418
جناب,اس کا قیام جناب سبودھ چند ملک ، دیش بندھو چترنجنداس اور بپن چندرپال نے ۶ اگست ۱۹۰۶ کو جناب اروند گھوش کی ادارت میں کیا تھی ۔,435
جناب,۱۸۸۵ میں کالاکانکر سے راجا رام پال سنگھ نے ` ہندوستان ` اخبار نکالا جس کے پہلے مدیر جناب مدن موہن مالویہ تھے ۔,437
صحافیوں,پریس کانفرنس میں صحافیوں کو اپنے کام سے کام رکھنا چاہیئے ۔,236
صحافیوں,دنیا کے مختلف جمہوری ممالک میں سیاستدانوں اور صحافیوں کے درمیان گہرے رشتے رہے ہیں ۔,339
صحافیوں,عوام نے بھی ۳۰ - ۴۰ صحافیوں کو چن کر پارلیمنٹ بھیجا ۔,343
صحافیوں,ہندوستان میں سیاستدانوں اور صحافیوں کے درمیان رشتوں کی کوئی قواعد آج تک نہیں بن پائی ۔,345
صحافیوں,چالاک اخبار مالکان نے ایسے صحافیوں کا فائدہ اٹھایا لیکن سیاسی نقشہ بدلنے پر انھیں مکھی کی طرح نکال پھینکنے میں دیری نہیں کی ۔,350
صحافیوں,قومیت کے نام پر اپنے پسندیدہ صحافیوں اور اخباروں کو سب سے زیادہ اجرت دی گئی ۔,352
جیسے,` دھرم یگ ` ، ` ساگریکا ` ، ` پراگ ` اور پھر `` سنڈے میل `` میں کنھیّا لال نندن جیسے ادیب اور مدیر نے سماجی ، ثقافتی سروکاروں کا تحفظ کرنے میں اہم تعاون دیا ۔,25
جیسے,کیا ہزاروں ہندوستانی جو ذہن ، انصاف ، حوصلے اور کردار وغیرہ جیسی صفات سے آراستہ ہونے پر بھی اس کے لیے مایوس ہو گئے ہیں جیسے سورج کے سامنے شمع دھندلی پڑ جاتی ہے ۔,174
جیسے,کانگریس راج میں جیسے ہر چھوٹے بڑے حادثے کے لئے سی_آئی_اے کا ہوا کھڑا کر دیا جاتا تھا اسی طرح غیرکانگریسی راج میں سیکولرزم کے آدرشوں کی بات کرنے والوں کو مجرم کی طرح پیش کیا جانے لگا ۔,355
جیسے,لیکن اس وجہ سے راجا خُگشال جیسے قلمکار کے نئے شعری مجموعے ` پہاڑ شیرشک ہے پرتھوی کے ` کو نظرانداز قطعی نہیں کیا جا سکتا ۔,486
جیسے,بیشک نئے زمانے کے لوگ نئے رنگ میں رنگ چکے ہیں لیکن اس کے ساتھ ہی یہ بھی دلچسپ ہے کہ کلاسکی موسیقی اور رقص جیسے قدیم فن میں دلچسپی لینے والوں کی تعداد بڑھ رہی ہے ۔,506
جیسے,آٹھ روزہ اس ںاٹیہ اتسو میں سلیم رضا ، سُہیلاکپور ، باپی بوس جیسے نامی گرامی ہدایتکاروں کے علاوہ مختلف موضوعات پر مرکوز کئی نامی گرامی ڈراموں کو پیش کیا جائے گا ۔,636
زندگی,اس میں تبھی موجودہ ہندی مصنفین کی تخلیقات ان کی زندگی کا تعارف اور تنقید چھپتی تھی ۔,13
زندگی,شاعر کی زندگی میں ہی شاید دونوں میں ترمیم بھی ہوتے رہے ہیں ۔,60
زندگی,بس ایک بار ہماری بات سنو گنجا ، پھر چاہے زندگی بھر ہم سے ناراض رہ لینا ۔,113
زندگی,زندگی میں موہ-مایا ہی سب کچھ تو نہیں ہوتا ہے گُنجا ، ایک فرض بھی ہوتا ہے ۔,119
زندگی,اسے بھی یہ اپنی زندگی سے زیادہ پیاری تھی ۔,137
زندگی,بھارتیندو ہریش چند نے جہاں اپنی زندگی میں ۱۷ ڈرامہ ، ۳ ناول ، ایک مضمون اور متعدد شعری مجموعے لکھے ، وہیں انھوں نے ` ہریشچنسدریکا ، ` کوی _ وچن سدُدھا ` اور ` بالا بودھنی ` نامی تین اخبارات کی ادارت بھی کی ۔,194
ہونا,ان کی انتھک کوششوں سے ترغیب لے کر ہندی کی دیگر صلاحیتیں بھی اس میدان میں کود پڑیں اور حکومت و اس کی پالیسیوں کا بھنڈا پھوڑ ہونا شروع ہو گیا ۔,155
ہونا,میں نودل میں شامل ہونا چاہتا ہوں سر ، ایڈمرل بننا چاہتا ہوں ۔,389
ہونا,لیکن ان مدیران اور اخبارات کا فقط موجود ہونا ہی کافی نہیں مانا گیا ۔,421
ہونا,ایک اچھے نامہ_نگار کی آنکھ اور کان کی قوت کے ساتھ حسّی قوت بھی تیز ہونا چاہیئے ۔,527
ہونا,ساتھ ہی اس کی زبان اور اسلوب اتنا واضح ہونا چاہیئے کہ جو کچھ وہ ظاہر کرنا چاہتا ہو اس کی رپورٹ بالکل وہی معنیٰ رکھتی ہو ۔,529
ہونا,نامہ_نگار کو اپنے حدود کا علم ہونا چاہیئے ۔,530
فلموں,بزرگ فلم_کار باسوچٹرجی کی صدارت والی قومی فیچر فلم جیوری نے ۱۴ زبانوں میں کل ۳۸ فلموں کو مختلف انعامات کے لئے منتخب کیا جن میں کئی اہم انعامات ہندی اور مراٹھی فلموں کو گئے ہیں ۔,646
فلموں,ویسے ۶۰ ویں قومی فلم انعامات میں ہندی فلموں کا جلوہ رہا ۔,648
فلموں,۲۰۱۲ کی کچھ مشہور فلموں کو بڑے انعام نصیب نہیں ہوئے ۔,656
فلموں,ڈاکیمنٹری فلموں کے لئے نمائش کے اچھے پلیٹ_فارم دستیاب کرانے کے ایک مشورے کے سیاق میں منیش تیواری نے جیوری ارکان سے کہا کہ ان کی وزارت دہلی میں واقع سرکاری مہادیوآڈیٹوریم کو ممبئی کے پرتھوی تھئِٹر جیسا روپ دیا جا سکتا ہے ۔,662
فلموں,` کچھ کچھ ہوتا ہے ` ، ` چلتےچلتے ` جیسی کامیاب فلموں میں دونوں نے کام کیا ہے ۔,840
فلموں,وہ طویل عرصے تک یاد رکھی جانے والی فلموں کو ہی کامیاب مانتے ہیں ۔,849
کوشش,مہاتماگاندھی نے ` وشوبھارت ` کی اشاعت کو حوصلہ_مند کوشش کہا تھا ۔,20
کوشش,ہم نے بہت کوشش کی راہول ، مگر اس کی انٹرنل بلیڈنگ اتنی بڑھ گئی تھی کہ ہم کچھ نہیں کر سکے ۔,134
کوشش,اینگلو انڈین پریس نے خصوصاً دیسی صحافت کے راستے میں ہر ممکنہ رکاوٹ کھڑی کر کے اس کی ترقی کو روکنے کی کوشش کی ۔,186
کوشش,کچھ تحفہ اور نقد رقم دے کر بھی نامہ_نگار کو خریدنے کی کوشش کرتے ہیں ۔,244
کوشش,آزادی کے بعد ملک میں ہندوستانی زبانوں کی پہلی خبر خدمات شروع کرنے کی کوشش کی گئی ۔,317
کوشش,۱۹۵۹ میں ہی ایک اور خبر ایجنسی شروع کرنے کی کوشش کی گئی ۔,324
کم,ان میں متعلقہ برس کے انعامات کسے کیوں دیے گئے ہیں اس کا ایک سطری اور کبھی اس سے بھی کم ، خلاصہ بھی چھاپا جاتا ہے ۔,55
کم,بہت افسوس ہے کہ ایڈورڈ_سعید نے یہ تقریر نہیں دیکھی ورنہ اپنی ` اورئینٹلزم ` میں جو یوں تو کوئی بہت قابل_اطمینان کتاب نہیں ہے کم سے کم اس کا ذکر شاید وہ کرتے ۔,68
کم,حالانکہ ہندی کے کچھ دیگر بیوقوف رجائیت_پسندوں کی طرح میں بھی سوچتا ہوں کہ اگر وہ ملے گا تو منگلیش ڈبرال کو جو اس پر بھی کم و بیش منحصر کرتا ہے کہ اشوک انھیں اپنے عالمی مشاعرے میں کیا رول دیتے ہیں یا شریکانت جی کے لہجے میں دیتا بھی ہے یا نہیں ۔,95
کم,اس کے لئے ہم صحافی بھی کم مجرم نہیں ہیں ۔,226
کم,کم سے کم مناسب الفاظ میں مناسب سوال پوچھ کر صبر کے ساتھ جواب سننے کی عادت ڈالنی چاہیئے ۔,232
کم,اگر وہ اخبار اس انتخابی حلقہ میں زیادہ پڑھا جاتا ہے تو دباو زیادہ ہوگا کم پڑھا جاتا ہے تو کم ہوگا ۔,246
ذریعہ,سددھرم پرچارک ( 1911 ) ، وجے ( 1918 ) ، ستیہوادی ہفتہ_وار ( 1923 ) اور جن ستّا ( 1952 ) وغیرہ کی بہترین ادارت کے ذریعہ انھوں نے شمالی ہندستان میں عوامی بیداری کا اہم کارنامہ انجام دیا ۔,1
ذریعہ,اعلیٰ زمرے کے سنجیدہ مفکر کے روپ میں اپنی تخلیق کے ذریعہ آریہ مذہب اور قومی مذہب کی تشہیر کی ۔,2
ذریعہ,سویڈن اکیڈمی نوبل کمیٹی کے ذریعہ رویندر ناتھ ٹیگور پر دئے گئے بیان میں بلاشبہہ ` گیتانجلی ` کو مرکزی اہمیت دی گئی ہے لیکن ` دی گارڈنر ` لرکس آف لو اینڈ لائف ` گلمپز آف بنگال لائف ` ، ` دی کرسنٹ موون ` اور سادھنا ` دی ریلائزیشن آف لائف ` کے ذکر بھی ہیں ۔,51
ذریعہ,یوں تو اس محرومی مضمون کا فوری مقصد اشوک واجپیئی کے ذریعہ مجوزہ عالمی مشاعرہ کے انعقاد میں پہلے سے ہی پلیتا لگانا ہے ۔,98
ذریعہ,ان کے ذریعہ مدیر ہمیشہ شک سے دیکھے جاتے تھے اور ان پر الزام لگایا جاتا تھا کہ وہ حکومت مخالف مضمون لکھتے ہیں ۔,190
ذریعہ,سماچار بھارتی ۱۴ دفاتر اور ۱۷ ٹیلی_پرنٹر مراکز کے ذریعہ روزانہ تقریباً ۳۰ ہزار الفاظ کی خبریں جاری کرتی تھی ۔,328
دے,تقریر میں ہندوستان کے نشاۃالثانیہ کا پورا سہرا جس میں جدید ہندی زبانوں کا طلوع اور فروغ بھی شامل ہے عیسائی مشنریوں کو جن کے جزوی تعاون سے انکار تو نہیں کیا جا سکتا ، دے دیا گیا ہے ۔,73
دے,اس کی ماں کیسی تھی ، کون تھی ، ان سوالوں کا جواب وہ خود دے سکے ۔,139
دے,کچھ تحفہ اور نقد رقم دے کر بھی نامہ_نگار کو خریدنے کی کوشش کرتے ہیں ۔,244
دے,۱۹۵۷ میں اسے ایک کوپریٹیو کمیٹی کا روپ دے دیا گیا ۔,320
دے,انھوں نے جو بھی محسوس کیا اسے عزت اور وقار کے ساتھ آسان زبان میں شاعری کا روپ دے دیا ۔,496
دے,خبری ذرائع میں نظریے کی اہمیت دن _ بہ _ دن گھٹتی دکھائی دے رہی ہے ۔,681
بڑی,ہفتہ_وار `` دھرم یُگ `` اور `` ہندستان `` کی اشاعت نے ہندی صحافت کی بڑی کمی کو پورا کیا تھا ۔,21
بڑی,انھوں نے بڑی مہارت سے اس کی شروعات کی ۔,23
بڑی,ہندوستانی اس نقصان پر بری طرح سبک رہے ہیں ، یہاں تک کہ سفر میں ہندی رسائل اور ان کے مدیروں کو بڑی بڑی تکالیف جھیلنی پڑی ۔,182
بڑی,جناب بالمکند گپت نے لکھا ہے کہ ` کوی _ وچن سُدھا ` جب پندرہ_روزہ ہوکر سیاست سے متعلق اور دیگر مضامین آزادی کے جذبے سے شائع کرنے لگی تو بڑی تحریک چلی ۔,195
بڑی,ہماری بستی کی چھوٹی سے چھوٹی بات ہمارے لئے دنیا کے دوسرے کنارے کی بڑی سے بڑی بات سے زیادہ اہم ہے ۔,240
بڑی,سیاستدانوں میں سب سے بڑی بیماری یہ رہی ہے کہ وہ اپنی ہر نکتہ_چینی کے پیچھے سازش کی بو محسوس کرنے لگتے ہیں ۔,354
کہہ,غورطلب ہے کہ سویڈی اکادمی کہہ رہی ہے کہ ٹیگور نے انگریزی ` فارم ` میں ترجمہ میں نہیں ، مغرب کو اپنی صلاحیت سے متعارف کروایا ۔,57
کہہ,میں بےغیرتی ، پشیمانی سے کہہ چکا ہوں کہ میرے لئے آج ہندوستان میں ٹیگور سے کہیں زیادہ موزوں نامدیوڈھسال ہے جس کی شاعری اور مشتبہ سیاسی چال چلن ایک تیکھی بحث جنم تو دیتے ہیں ۔,88
کہہ,یہ تو کیا کہہ رہی ہے روپا ؟,146
کہہ,میں تو اس سے معافی مانگنا چاہتی تھی ، کل نہ جانے میں اسے کیا کیا کہہ دیا ۔,293
کہہ,میں خود جانتی تھی کہ میں کہہ رہی ہوں لیکن میں سمجھتی کہ میں تم سے پیار کرنے لگی ہوں ۔,295
کہہ,ویسے وہ کہہ رہے تھے کہ لڑکی خوبصورت ہے ، سلیقہ_مند ہے ۔,576
بار,بعد میں یہ ییٹس بھی ٹیگور کے مخالف ہو گئے اور ۱۹۳۵ میں ایک بار یوں ابل پڑے :,79
بار,یوں شروعاتی انتخاب ہو جائے تو اس بار ہندوستانی زبانوں سے چھ ہی تو اور پکڑنے رہ جائیں گے ۔,85
بار,بس ایک بار ہماری بات سنو گنجا ، پھر چاہے زندگی بھر ہم سے ناراض رہ لینا ۔,113
بار,بعد میں غیررسمی بات - چیت میں کئی بار خصوصی جانکاری یا خصوصی خبر کا سراغ مل جاتا ہے ۔,222
بار,بال کی کھال نکالنے کی مہارت بھی کئی بار دکھانی پڑتی ہے ۔,224
بار,آپ یہاں تیرنے کی پریکٹس کرنے آتی ہے یا ڈوبنے کی ، ایک آدھ بار اور کودیں گی تو ڈوبنے کی پریکٹس ہو جائے گی ۔,263
ایسے,کمال یہ ہے کہ سویڈی اکادمی کا یہ اشتہار کہیں کوئی سرکاری وجہ نہیں بتاتا کہ ٹیگور ایسے امر لمحے کو جینے اپنی ایک غیرمعمولی تقریر کرنے اسٹاک_ہوم کیوں نہیں پہنچے ۔,66
ایسے,چالاک اخبار مالکان نے ایسے صحافیوں کا فائدہ اٹھایا لیکن سیاسی نقشہ بدلنے پر انھیں مکھی کی طرح نکال پھینکنے میں دیری نہیں کی ۔,350
ایسے,مشہور طنزنگار اور جانے مانے صحافی انوج کھرے کا نام ایسے ہی کچھ ایک منتخب لوگوں میں گنایا جا سکتا ہے ۔,476
ایسے,میں تو ایسے ہی کہہ رہا تھا کہ کالج میں شاٹ اسکرٹ پہننا منع ہے ۔,605
ایسے,مطلب یہ ہے کہ ایسے مقامات پر سمجھدار آدمی کسی کی حمایت نہیں کرتا ۔,671
ایسے,ڈاکٹر ، وکیل یا کالج کے اساتذہ کے لئے ایسے پیشہ_ور ادارے ہیں جو ان کی قابلیت اور معیار طے کرتے ہیں لیکن پریس کے لئے ایسا کوئی پیمانہ طے نہیں کیا گیا ہے ۔,673
ہر,ہر اسٹوڈینٹ کو فقط ایک ہی منٹ دیا جائیگا ۔,151
ہر,اینگلو انڈین پریس نے خصوصاً دیسی صحافت کے راستے میں ہر ممکنہ رکاوٹ کھڑی کر کے اس کی ترقی کو روکنے کی کوشش کی ۔,186
ہر,پریس کانفرنسوں میں ہر صحافی کو فقط جسمانی طور سے ہی نہیں ، بلکہ ذہنی روپ سے بھی موجود رہنا چاہیئے ۔,218
ہر,مقامی اخبار ہر قاری کو قبول ہوتا ہے ۔,239
ہر,۱۹۵۹ کے بعد برطانوی پارلیمنٹ کے ہر انتخاب میں ۱۰۰ سے زیادہ امیدوار صحافی رہ چکے ہیں ۔,344
ہر,سیاستدانوں میں سب سے بڑی بیماری یہ رہی ہے کہ وہ اپنی ہر نکتہ_چینی کے پیچھے سازش کی بو محسوس کرنے لگتے ہیں ۔,354
بن,یہی میری بیٹی کی یادیں بن کر رہ جائینگی ۔,142
بن,کئی ایسی خبریں ہونگی جن پر اچھے سوال بن سکتے ہیں ۔,228
بن,برطانیہ کے ` ہاوس آف کامنس ` میں قریب ڈیڑھ سو سال پہلے چھ اخباروں کے مالک ممبر بن گئے تھے ۔,341
بن,ہندوستان میں سیاستدانوں اور صحافیوں کے درمیان رشتوں کی کوئی قواعد آج تک نہیں بن پائی ۔,345
بن,کبھی سیاسی مدیر کا عہدہ پا گئے تو کبھی اچھے صحافی سیاستدان بن گئے ۔,348
بن,کچھ لوگ اس چکر میں مالکان اور وزراء کے درمیان محض کڑی بن کر رہ گئے ۔,349
انگریزی,ٹیگور کے متعلق اصل فرانسیسی کے اس کچے ہندی ترجمے میں کہا گیا ہے ، اس گہری اور بلیغ تاثر ، اس جمالیات اور نئےپن کے لئے ، جس کا تعارف ان کی صلاحیت ، انگریزی رنگ و روپ میں مغربی ادب سے کروا سکی ۔,56
انگریزی,غورطلب ہے کہ سویڈی اکادمی کہہ رہی ہے کہ ٹیگور نے انگریزی ` فارم ` میں ترجمہ میں نہیں ، مغرب کو اپنی صلاحیت سے متعارف کروایا ۔,57
انگریزی,ٹیگور بھی اپنی اس ` گیتانجلی ` کو جس کی شہرت اور مقبولیت کی بنیاد پر انھیں نوبل دیا گیا اپنی اصل انگریزی تخلیق ہی مانتے دکھائی دیتے تھے ۔,58
انگریزی,انعام عشائیے پر جو بہت چھوٹی تقریر کرنی ہوتی ہے اس کی جگہ انھوں نے اکادمی کو یک_سطری تار انگریزی میں بھیجا ، جسے سویڈن میں برطانوی سفارت_خانے کے موجودہ کارگزار سفیر کلائیو نے موجود مہمانوں کو پڑھ کر سنایا ۔,62
انگریزی,اول تو اس میں ٹیگور کو پہلے ہی اینگلو و انڈین پوئیٹ اعلان کر دیا گیا ہے ، گیتانجلی کو بےخوفی سے ` ایک کلیکشن آف ریلیجیس پوئمس ` تو مان ہی لیا گیا ہے اسے انگریزی ادب کی ملکیت بنا دیا گیا ہے ۔,71
