bshift,sentences
0,جہاں سبھی اخبار کے لئے اہم ہوتے ہیں وہیں ، جرائم خبر اس میں الگ مقام رکھتی ہے ۔
0,لیکن بعد میں بڑے گروپوں کے اخبارات میں سماجی یا شہری نامہ_نگاروں سے جرائم خبر جمع کرنے والے نامہ_نگار کو الگ کر دیا گیا ۔
1,جرائم سے متعلق خبروں کے مجموعه نے اب جو پہلو پکڑا ہوا ہے اس سے نہایت خاص اور اہم میں کام کچھ سیاہی بھر گئی ہے ۔
1,اخبار انتظامیہ اسے بھی خاص عزت نہیں دیتا ۔
1,ایک اچھے نامہ_نگار کی آنکھ اور کان کی قوت کے ساتھ حسّی قوت تیز بھی ہونا چاہیئے ۔
0,چھٹی حس کی طاقت پر جرم کے واقعہ کے ساتھ وہ مستقبل میں ہونے والے حادثے کا اندازہ لگا سکتا ہے اور پچھلے حادثات کا موجودہ حوادث کے ساتھ تال_میل بیٹھا سکتا ہے ۔
0,ساتھ ہی اس کی زبان اور اسلوب اتنا واضح ہونا چاہیئے کہ جو کچھ وہ ظاہر کرنا چاہتا ہو اس کی رپورٹ بالکل وہی معنیٰ رکھتی ہو ۔
0,نامہ_نگار کو اپنے حدود کا علم ہونا چاہیئے ۔
1,وہ فقط جرائم واقعات کی رپورٹنگ رہا کر ہے اور اس کی حد میں وہ مدیر نہیں ہے ۔
0,اسے خبر لکھتے ہوئے تبصرہ کرنے سے بچنا چاہیئے ۔
0,تبصرہ کرنا مدیر ، نائب مدیر یا مضمون_نگار کے بطور مناسب ہوتا ہے ۔
0,جس حادثہ کی خبر لکھنی ہو اس کو نچوڑ کر پہلے یا دوسرے پیراگراف میں ڈال دینا چاہیئے ۔
0,یہی جرائم خبر کا ` انٹرو ` ہوگا ۔
1,خبر کو بوجھل ہونے بچانے سے کے لئے غیرضروری طور سے اپنی خبر نہیں بڑھانی چاہیئے ۔
0,نامہ_نگار کو جسمانی طور سے چست ہونا چاہیئے اور جائے حادثہ پر جانے کے لئے تیار رہنا چاہیئے ۔
0,لیکن اس سے قبل اگر ممکن ہو تو اپنے ذرائع سے جرم اور جائے وقوعہ کی لازمی جانکاری یکجا کر لینی چاہیئے ۔
1,ایسا فقط اسی حالت میں کیا جانا چاہیئے جب رپورٹ دوبارہ دینے کی سہولت اور وقت ہو ۔
0,اس رپورٹنگ کو گزشتہ شماروں میں بھی استعمال کیا جا سکتا ہے ۔
0,جرائم سے متعلق خبر لینے والا جو نامہ_نگار فقط پولس کی اطلاع پر منحصر کرتا ہے کامیاب نامہ_نگار نہیں ہو سکتا ۔
0,اسے اطلاعات یکجا کرنے کے لئے اپنے ذرائع یکجا کرنا چاہیئے جس سے وہ زیادہ سے زیادہ لیکن حقیقی معلومات حاصل کر سکے ۔
1,اسلئے نامہ_نگار ذرائع کے کو بھی اس سے رابطہ کرنے کی معلومات ہونا چاہیئے ۔
1,متعدد واقعات کی اطلاع جرائم نامہ_نگار کو اس کے ذرائع سے ہوتی حاصل ہے ۔
1,جائے حادثہ کا جائزہ لیتے ہوئے نامہ_نگار وہاں کو کی اشیا سے چھیڑ - چھاڑ نہیں کرنا چاہیئے ۔
1,اس حقائق سے مٹ جانے کا خطرہ رہتا ہے ۔
0,اس کی ذمہ_داری نامہ_نگار پر آ سکتی ہے ۔
0,اسے چشم_دید گواہوں اور حادثہ کے آس پاس رہنے والے لوگوں سے سبھی اپنے طور سے بات چیت کر حادثات کی گہرائی میں جانے کی کوشش کرنی چاہیئے ۔
1,سے اس عموماً جرائم نامہ_نگار کو اضافی حقائق مل جاتے ہیں ۔
0,نامہ_نگار کی رپورٹ میں سبھی قسم کے حقائق شامل ہونا چاہیئے ۔
1,اس میں انسانی اور حقائق مادی شامل ہونا چاہیئے ۔
1,اخبار کا اس قاری حادثہ کے بعد کی بھی جانکاری چاہتا ہے اسلئے اس کا فالواپ ہوتے رہنا چاہیئے ۔
0,اپنی رپورٹ کو سنسی_خیز بنانے کے لئے جرائم نامہ_نگار کو حادثہ کے حقائق کو توڑنے مروڑنے سے بچنا چاہیئے ۔
0,اسے حقائق کے یکجا کرنے یا اطلاعات کی دیگر ذرائع سے بھی جانچ کر لینی چاہیئے ۔
0,یہ بات اچھی طرح سے سمجھ لینا چاہیئے کہ وہ نامہ_نگار ابتدائی اطلاعاتی رپورٹ ( ایف آئی آر ) کو کبھی مکمل رپورٹ نہیں مانتا ۔
0,ابتدائی اطلاعاتی رپورٹ فقط حادثہ کی جانکاری اور شکایت ہی ہے ۔
0,اتنا ہی نہیں اگر پولس جانچ میں کسی کو ملزم پایا گیا تب بھی لازمی نہیں کہ متعلقہ شخص گناہ_گار ہو ۔
0,ملزم ہونے یا نہ ہونے کا فیصلہ فقط عدالت ہی کر سکتی ہے ۔
0,کسی کے کردار کے متعلق لکھتے ہوئے دھیان رکھنا چاہیئے کہ کردارکشی کسی قتل سے کم نہیں ۔
0,پرومو میں اشتھار کی زبان ہونی چاہیئے ۔
1,مثلاً کچھ کے اشتھار متعلق میں بتاوں تو آپ نے کئی تشہیر اشتھاری روپ میں دیکھے یا سنے ہونگے ۔
1,مثلاً ، فینا کے پرچار کا ' فینا ہی لینا ، یا پھر کوکاکولا کی تشہیر میں ، ' ٹھنڈا کوکاکولا مطلب ' ۔
0,میرا ٹاپک ہے پوجا ۔
0,ہم ہر ایک صبح واہے گرو کی پوجا کرتے ہیں ۔
0,پاپا کہتے ہیں کہ پوجا کرنے سے واہے گرو خوش ہو جائینگے اور ہماری حفاظت کرینگے ۔
1,ممی کہتی ہیں کہ پوجا کرنے سے خوش دادی ہو جائینگی اور ہمیں بڑا مکان چھوڑ جائینگی ۔
0,پوجابھٹ میری پسندیدہ اداکارہ ہے اور میری بیسٹ فرینڈ کا نام بھی پوجا ہے ۔
0,ماں وہ ہے جو ہم کو اتنا پیار کرتی ہے کہ کبھی کبھی ہم خود اس پیار کو سمجھ نہیں پاتے ۔
1,ماں وہ ہے جو ہم کو احساس دلاتی ہے کہ ہم کتنے اچھے ہیں ، ہم سے اچھا کوئی اور ہے ہی نہیں ۔
1,ماں وہ ہے جس کی خوشی ہنسی ہماری سے ہے ، جس کا دکھ ہمارے دکھ سے ہے ۔
0,ماں وہ ہے جس کے بنا ہم جی نہیں سکتے ۔
0,ماں سب کچھ ہے ، بس ہمارے پاس نہیں ۔
1,لیکن پاس ہمارے پاپا ہیں اور وہ بھی کافی اچھے ہیں ۔
0,پتا ہے راہول ! وہ اپنے شرما جی ہیں نا شرما جی ، ان کا فون آیا تھا ۔
0,وہ ، اپنے دہلی کے پڑوسی ، انھوں نے رشتہ بھیجا ہے ۔
0,ویسے وہ کہہ رہے تھے کہ لڑکی خوبصورت ہے ، سلیقہ_مند ہے ۔
1,میں نے تو صاف انکار دیا کر ۔
1,میں ویسے کون بھی سا کام غلط کرتی ہوں ؟
0,اب لڑکی سلیقہ_مند ہے تو کیا ہوا ، خوبصورت ہے تو کیا ہوا ؟
0,ہر لڑکی آجکل سلیقےمند ہی ہوتی ہے ، خوبصورت ہی ہوتی ہے ۔
0,تم دوسری شادی نہیں کرو گے ؟
0,ماں ! ہم ایک بار جیتے ہیں ، ایک بار مرتے ہیں ، شادی بھی ایک ہی بار ہوتی ہے اور پیار بھی ایک ہی بار ہوتا ہے ، باربار نہیں ہوتا ۔
0,تم تو اپنے آپ کو سنبھال لو گے بیٹے ، لیکن انجلی ؟
0,تمھیں نہیں لگتا اسے ایک ماں کی ضرورت ہے ؟
0,وہ ٹھیک ہے ، کیونکہ اس کے پاس وہ ہے جو میرے پاس بھی نہیں ، اس کی ماں کی چٹھیاں NULL ۔
1,پیاری میری انجلی ، ہیپی برتھڈے ۔
1,آج تم آٹھ سال کی ہو گئی ہو ، اور مجھے یقین ہے کہ تم اپنے بالکل پاپا جیسی ہو ۔
1,وہی آنکھیں ، وہی چہرہ ، ہے نا ؟ انجلی
1,نہیں میں ، آپ کے جیسی ہوں ۔
0,کیا تمھارے پاپا ابھی بھی رات کو جوتے پہن کر سوتے ہیں ؟
0,ان کی یہ عادت کب جائیگی ؟
1,میں آج تمھیں ایک کہانی سنانے جا رہی ہوں ۔
0,اس کہانی میں میں ہوں ، تمھارے پاپا ہیں اور انجلی NULL ۔
0,صبح صبح مجھ سے اٹھا نہیں جاتا ہے ۔
0,اٹھا نہیں جاتا یا تم ڈر گئے تھے ؟
1,ہے ! راہول کھنّہ سے کسی نہیں ڈرتا ہے ۔
0,لیکن انجلی شرما سے روز باسکیٹ_بال میں ضرور ہارتا ہے ۔
0,لڑکیوں کی طرح مت چلّاؤ ۔
1,اے مجھے ! لڑکی مت بلاؤ ۔
0,تم تو لڑکی ہو ہی نہیں ۔
0,ایٹلیسٹ ، میں ان اسٹوپڈ لڑکیوں کی طرح نہیں ہوں ، جن کے پیچھے تم بھاگتے رہتے ہو ۔
0,میں لڑکیوں کے پیچھے نہیں بھاگتا ، لڑکیاں میرے پیچھے بھاگتی ہیں ۔
1,یار کب دلدار بن پتہ جائے نہیں چلتا ۔
0,تم کچھ کہہ رہے تھے ملہوترہ ؟
1,میں تو ایسے ہی کہہ رہا کہ تھا کالج میں شاٹ اسکرٹ پہننا منع ہے ۔
0,لیکن یہ تو آجکل کا فیشن ہے ، ملہوترہ ۔
1,لیکن ملہوترہ ، تم بہت بورنگ پہنتے کپڑے ہو ۔
0,جب تک تو مسز ملہوترہ زندہ تھیں ، تب تک تو میں ان کے لئے کبھی ۔ کبھی فینسی کپڑے پہن لیتا تھا ۔
1,کیا بات ہے سر ، آج آپ خوش بہت نظر آ رہے ہو ؟
1,آج میری بیٹی واپس آ رہی نا ہے ، اسلئے ۔
1,ٹینا لندن سے واپس آ ہے رہی آج ۔
1,ہاں ، وہ وہاں آکسفورڈ یونیورسٹی میں تھی پڑھتی ۔
0,فن شائقین کے لئے بےحد پسندیدہ رہی اس نمائش میں لوگوں کے لئے ان خاص تصاویر کے علاوہ رقص کرتی اس خاتون کی تصویر بھی رہی جس کی مورتی موہن_جوداڑو کی کھدائی سے حاصل ہوئی ہے ۔
0,وہیں نٹراجن اور کرناٹک کی افسانوی مورتیوں میں سے ایک نندی_بیل کی تصویر کو بھی لوگوں نے پسند کیا ۔
0,نمائش میں بھگوان بدھ کی تصویر بھی ہے جس میں ان کے چہرے کے الگ الگ تاثرات کو مجسموں سے لیا گیا ہے ساتھ ہی ان میں کچھ فنی نمونے بھی شامل ہیں ۔
0,بھگوان وشنو کے غرور کے ساتھ تصاویر میں اشوک استمبھ کو بھی فنکار نے لکیروں سے سجایا ہے ۔
1,یہ بہترین پینٹنگ ۲۹ نمائش مئی تک چلے گی ۔
0,خواتین سے متعلق واردات میں مسلسل ہو رہے اضافے کے پیچھے کون ہے ذمہ_دار ۔
0,انتظامیہ ، پولس ، قانون ، سماج یا پھر سرکار ۔
0,ان سوالوں کے نتائج پر پہنچنا تو ابھی تک ممکن نہیں ہو پایا ہے لیکن جب نوجوان فنکاروں نے ان سوالوں کو طنز و مزاح کے روپ میں اسٹیج پر پیش کیا تو ناظرین ان میں چھپی سچائی کو جاننے کی کوشش میں دکھائے دئے ۔
0,مکت_دھارا آڈیٹوریم میں دکھایا گیا ڈرامہ ` جنتادربار ` کے دوران ناظرین نے خاص طور پر سمجھنے کی کوشش کی ۔
0,غیرسرکاری ادارے کے ذریعہ منعقد سالانہ پروگرام مسکراہٹ ۲۰۱۳ کے تحت اس ناٹک کی ہدایتکاری راجیوسنہا نے کی ۔
0,ڈرامے میں دکھایا گیا جب ایک غریب بھکاری کو کائنسلر بنایا جاتا ہے تو سماعت میں آئی خاتون خود کے ساتھ ہوئے زدوکوب کے لئے مدد مانگتی ہے ۔
0,سماعت کے دوران ماں-باپ کو بتایا جاتا ہے اور سوال کیا جاتا ہے کہ اس کے لئے کون ذمہ_دار ہے وہ سماج کو ملزم ٹھہراتے ہیں ۔
0,سماج کے ٹھیکیدار انتظامیہ کو ذمہ_دار بتاتے ہے ۔
0,وہیں انتظامیہ قانون کو اور قانون سرکار کو ۔
0,اس طرح آخر میں حکومت کے ذریعہ اپنی سہولیت کے مطابق قانون میں ترمیم کرنے کی کوشش کو بھی طنزیہ مکالمات کے ذریعہ پیش کیا گیا ۔
0,ڈرامے کے اہم فنکاروں میں ریشوسنہا ، سنجیوملک ، سوپنل راج_گورو و ودّیاوشوناتھن نے اپنی فنکاری سے متاثر کیا ۔
0,ساہتیہ-کلا-پریشد کے تعاون سے دلی حکومت کے محکمہءفن ، ثقافت و السنہ کے ذریعہ منعقدہ ۳۰ ویں بھارتی ندو ناٹیہ اتسو تقریب پیر کو شری رام سینٹر میں شروع ہوئی ۔
0,تقریب کے پہلے دن ناکام محبت کی لازوال علامت بن چکی ` لیلیٰ_مجنوں ` کی کہانی پیش کی گئی ۔
0,۲۵ مارچ تک چلنے والے اس میلے میں ایک ہفتے تک کئی نامی ہدایتکاروں کی ہدایتکاری میں کئی بہترین ڈراموں کو پیش کیا جائے گا ۔
0,ناتھرام گوڑ کے لکھے ڈرامے ` لیلامجنوں ` کی ہدایت این ایس ڈی گریجوئیٹ انل چودھری نے کیا ہے ۔
0,محبت کی اس لاجواب داستان کو جب نوٹنکی طرز میں دلچسپ اور ماہرانہ انداز میں پیش کیا گیا ہے ۔
1,جسے دیکھ کر ناظرین کا دل پسیج گیا اور ڈرامہ خوب کیا پسند گیا ۔
0,تقریب کا افتتاح این ایس ڈی کی صدر امَل آنا نے کیا ۔
0,آٹھ روزہ اس ںاٹیہ اتسو میں سلیم رضا ، سُہیلاکپور ، باپی بوس جیسے نامی گرامی ہدایتکاروں کے علاوہ مختلف موضوعات پر مرکوز کئی نامی گرامی ڈراموں کو پیش کیا جائے گا ۔
0,بھگوتی چرن ورما کے مشہور ناول چندرلیکھا پر مبنی اسی نام سے بنا ڈرامہ بھی اسی تقریب میں پیش ہوگا ۔
1,اس کی ہدایتکاری نے سریندرشرما کی ہے ۔
0,چتراسنگھ کی ہدایت_کاری میں قصہ موجپور بھی پیش کیا جائے گا ۔
0,منگل کو سعادت حسن منٹو کی سوانح اور ان کے کردار پر مبنی ڈرامے ` ایک کتے کی کہانی ` سلیم رضا کی ہدایت میں پیش کیا جائے گا ۔
0,اس ڈرامے کے قلم_کار دانش اقبال ہیں ۔
1,رنر کے بطور قومی و بین_الاقوامی شہرت حاصل ہونے کے بعد حالات کی وجہ کا چنبل ڈکیت بننے والے پان سنگھ تومر کی کہانی پر مبنی فلم کو ۶۰ ویں قومی فلم انعامات میں سب سے اونچا مقام ملا ہے ۔
0,تگمانشودھولیا ہدایت_کردہ پان سنگھ تومر عمدہ_ترین فیچر فلم سے نوازی گئی ہے جبکہ اسی فلم میں بہترین اداکاری کے لئے عرفان کو عمدہ_ترین اداکار کا اعزاز دیا گیا ہے ۔
0,عرفان کے ساتھی مراٹھی اداکار وکرم گوکھلے کو بھی مراٹھی فلم کی اجازت کے لئے عمدہ_ترین اداکار کا اعزاز دیا گیا ہے ۔
0,مراٹھی فلم ` ` دھگ ` ` میں اداکاری کے لئے مراٹھی اداکارہ اوشاجادو کو عمدہ_ترین اداکارہ کا اعزاز دیا گیا ہے ۔
0,بزرگ فلم_کار باسوچٹرجی کی صدارت والی قومی فیچر فلم جیوری نے ۱۴ زبانوں میں کل ۳۸ فلموں کو مختلف انعامات کے لئے منتخب کیا جن میں کئی اہم انعامات ہندی اور مراٹھی فلموں کو گئے ہیں ۔
0,عمدہ_ترین ہدایتکاری کا اہم اعزاز بھی ` ` دھگ ` ` کے لئے شیواجی لوٹن پاٹل کو دیا گیا ہے ۔
1,ویسے ۶۰ ویں قومی انعامات فلم میں ہندی فلموں کا جلوہ رہا ۔
1,۲۰۱۲ کی مشہور اور مقبول فلم ` ` وکی ڈونر ` ` کو مکمل تفریح کے لئے عمدہ_ترین عوامی انعام ملا ہے تو ہدایتکار کی پہلی بہترین فلم کے لئے اندراگاندھی انعام بیدبرت پین کی چٹگاوں کو دیا ہے گیا ۔
0,عمدہ_ترین اطفال فلم کا اعزاز بھی ہندی فلم ` ` دیکھ انڈین سرکس ` ` اور اسی فلم کے اطفال اداکار ویریندرپرتاپ کو بہترین اطفال اداکار کا انعام دینے کا فیصلہ کیا گیا ہے ۔
0,عمدہ_ترین معاون ادکار انوکپور اور معاون ادکارہ ڈالی اہلوالیا کا انعام بھی وکی_ڈونر کے لئے دینے کا فیصلہ لیا گیا ۔
0,۳ مئی کو پنڈت برجومہاراج بھی صدر کے ہاتھوں انعام حاصل کرینگے ۔
0,انھیں یہ اعزاز کمل حاسن کی فلم ` ` وشوروپم ` ` کے ایک گیت کی کوریوگرافی کے لئے دیا گیا ہے ۔
0,پرینکاچوپڑا کی بہن پرینیتی چوپڑا کو اس کی پہلی فلم ’ عشق_زادے ‘ کی اداکاری کے لیے جیوری نے خاص ذکر کے قابل مانا ۔
1,عمدہ_ترین گلوکار کا انعام ہندی فلم ` چٹگاوں ` کے لئے شنکرمہادیون اور عمدہ_ترین گلوکارہ کا اعزاز مراٹھی ` فلم ` سنہتا ` ` کے گیت کے لئے آرتی انکلیکرٹکیکر کو دیا گیا ہے ۔
0,۲۰۱۲ کی کچھ مشہور فلموں کو بڑے انعام نصیب نہیں ہوئے ۔
1,کہانی کو عمدہ_ترین بنیادی ( مکالمے سجےگھوش ) اور عمدہ_ترین ایڈیٹنگ ( نمرتاراو ) کے اعزاز سے صبر کرنا پڑا جو گجراتی ناٹک پر مبنی ایک دیگر مشہور فلم ` اومائی_گاڈ ` کے عمدہ_ترین اڈیپٹیڈ اسکرین_پلے ( بھویش منڈالیا ، اومیش شکلا ) کے انعام سے ۔
1,انوراگ کشیپ کی مشہور فلم ` گینگس آف واسے_پور ` کو ریکارڈنگ ایک کے تکنیکی انعام سے ہی اطمینان کرنا پڑا ۔
1,مہادیو آڈیٹوریم کو تھیئیٹر پرتھوی کا روپ ؟
0,پرم کے برخلاف قومی فلم جیوری نے انعامات کی سفارشیں اطلاعات و نشریات کے وزیر کو سب سے پہلے سونپنے کی بجائے اسے میڈیا کے سامنے پہلے رکھ دیا ۔
0,وزیراطلاعات و نشریات منیش تِواری کی صلاح پر ایسا کیا گیا جن کا ماننا ہے کہ جیوری نے غیرجانبدار ہو کر کام کیا ہے تو سب سے پہلے فاتحین کے نام کو عام کر دیا جانا چاہیئے ۔
0,ڈاکیمنٹری فلموں کے لئے نمائش کے اچھے پلیٹ_فارم دستیاب کرانے کے ایک مشورے کے سیاق میں منیش تیواری نے جیوری ارکان سے کہا کہ ان کی وزارت دہلی میں واقع سرکاری مہادیوآڈیٹوریم کو ممبئی کے پرتھوی تھئِٹر جیسا روپ دیا جا سکتا ہے ۔
0,الکٹرانک میڈیا کا اثر زیادہ گہرا ہوتا ہے ۔
1,لیکن تاریخ_نویس کو اس دستاویز جان میں پیدا کرنی ہوتی ہے ۔
0,ٹی_وی پر آف دی ریکارڈ باتیں نہیں پیش ہو سکتیں ۔
1,پہلے سیاستداں بڑی آسانی سے بات اپنی کی تردید خود کرتے تھے ، لیکن اب یہ ممکن نہیں ہے ۔
1,فرانس کے ایک مشہور فلسفی موجودگی کی میں جنت اور جہنم کو لے کر گرماگرم بحث چلتی رہی ۔
0,فلسفی صاحب غیرجانبداری سے دونوں فریقوں کی باتیں سنتے رہے ۔
0,آخر میں کسی نے ان سے پوچھا کہ اس موضوع پر آپ کی رائے کیا ہے ؟
0,فلسفی صاحب نے بڑی عاجزی سے جواب دیا کہ آپ مجھے معاف کریں ، کیونکہ دونوں ہی مقامات پر میرے دوست ہیں ۔
0,مطلب یہ ہے کہ ایسے مقامات پر سمجھدار آدمی کسی کی حمایت نہیں کرتا ۔
0,میڈیا میں بھی یہی رویہ دیکھنے کو ملتا ہے ۔
1,ڈاکٹر ، وکیل یا کالج کے اساتذہ کے لئے ایسے پیشہ_ور ادارے ہیں جو ان کی قابلیت اور معیار طے کرتے لیکن ہیں پریس کے لئے ایسا کوئی پیمانہ طے نہیں کیا گیا ہے ۔
0,گزشتہ ۵۰ برس کے دوران اخباری میڈیم کی رفتار ضرور تیز ہوئی ہے ۔
0,ٹائپرائٹر کے کی_بورڈ سے انٹرنیٹ یا ٹیلیکس کے بعد سیٹیلائٹ فون اور لیپٹاپ کا زمانہ آ گیا لیکن تجربہ یہی بتاتا ہے کہ عالم_کاری کے اس دور میں دنیا کے لوگ ایک دوسرے سے دور ہوتے جا رہے ہیں ۔
0,اسی طرح مغربی ٹیلی_ویژن چینلوں میں جرائم خبروں کو زیادہ اولیت ملتی ہے اور بین_الاقوامی خبریں دُم - چھلے کی طرح پیش کی جاتی ہیں ۔
0,سماجی اور معاشی معاملات کے مقابلے سیکس سانحہ کی گونج خبروں میں زیادہ سنائی دیتی ہے ۔
0,مغربی ممالک کی طرح ہندوستان میں بھی آدھی گپ اور آدھی افواہ پر چکنی _ چپڑی زبان کا استعمال کر تبصرہ کر دیا جاتا ہے ۔
0,تعصب والی رپورٹنگ دیکھنے کو ملتی ہے ۔
0,معصوم لوگ کٹہرے میں کھڑے ہوتے ہیں اور کئی بار مجرم کی واہ - واہی ہوتی ہے ۔
1,خبری ذرائع نظریے میں کی اہمیت دن _ بہ _ دن گھٹتی دکھائی دے رہی ہے ۔
0,شخصیتوں کا اثر زیادہ دکھائی دیتا ہے ۔
1,سنسنی_خیز دے کہانی سکنے والے لوگوں کے اردگرد صحافی زیادہ یکجا رہتے ہیں ۔
0,اصولوں ، آدرشوں اور اقدار کا ذکر کرنا بےمعنی سا لگتا ہے ۔
1,ٹیلی_ویژن اور کمپیوٹر انقلاب نے نئی نسل کو تفکرات سے دور کیا ۔ ہے
0,اخباری ذرائع میں آئی تنزلی نے دنیا کے مختلف ممالک میں مسائل کو بڑھایا بھی ہے ۔
1,سیاستدانوں میں سچائی کا سامنا کرنے کی ہمت رہ نہیں گئی ہے ۔
0,جمہوری ڈھنگ سے نااتّفاقی اور تنقید کو سننے اور سہنے والے سیاستداں کی کمی ہوتی جا رہی ہے ۔
0,بدعنوانی فقط انتظامیہ اور سیاست میں ہی نہیں ہے ، بلکہ سیاستدانوں اور کارپوریٹ کمپنیوں نے صحافیوں کے ایک طبقے کو اپنے جال میں پھنسایا ہے ۔
0,اخباروں میں ایک سب سے بڑی گڑبڑ یہ ہوئی ہے کہ فوری بحران پر زیادہ دھیان دیا جانے لگا ہے ۔
0,کچھ وقت پہلے جب ہندوستان اور پاکستان کے درمیان جنگ ہونے کے حالات بن گئے تھے اور ایٹمی ہتھیاروں کے استعمال کی بات آئی تو ان ہتھیاروں سے ہونے والی تباہی کا ذکر تفصیل سے چھپنے لگا ۔
0,لیکن جیسے ہی معاملہ نرم پڑا ، اس موضوع کا تذکرہ بند ہو گیا ۔
0,دہشتگرد تنظیموں کو دنیا میں جہاں کہیں بھی حمایت دی گئی اس کے نتائج دینے والے کے لئے بھی مہلک ثابت ہوئے ۔
0,خبروں کے وسیلوں کی ذمہ_داری یہ ہے کہ وہ دوررس مفاد کو دھیان میں رکھ کر مسلسل خبریں اور مضامین دیتے رہیں ۔
0,حال ہی کے برسوں میں صحافت کے لئے ایک بڑا خطرہ تجارتی مفاد کے سبب پیدا ہوا ہے ۔
0,ہندوستان کے اخباروں سے پہلے امریکی اخباروں میں یہ رویہ دیکھنے کو ملا ۔
0,امریکی اخباروں میں اخبار کے لئے مدیر کے بجائے اعلیٰ منتظم رکھے جانے لگے ۔
1,مینجمنٹ اور ادارتی محکمہ کے رہنے درمیان والی خط فاصل عبور کی جانے لگیں ۔
0,اخبار کو تاریخ کا خام دستاویز کہا جاتا رہا ہے ۔
1,لیکن تاریخ_نویس کو اس دستاویز جان میں پیدا کرنی ہوتی ہے ۔
1,اس کا تجربہ کرنا ہوتا ہے اور کو حادثات تاریخ کے روپ میں پیش کرنا ہوتا ہے ۔
0,پھر بھی صحافی ہونے کے باعث اس دستاویز کو تیار کرنا تاریخ_نویس سے کم اہم نہیں ہے ۔
0,مجرمانہ واقعات پر عدالتی سماعت کے وقت یا اس سے پہلے ہی صحافی اپنے نتائج سنانے لگتے ہیں ۔
0,قتل کے جرم پر ہو رہی سماعت میں روزانہ نہ تو کوئی جیت سکتا ہے اور نہ ہی کوئی ہار سکتا ہے ۔
0,بہیمانہ قتل کے معاملے تفریح کی شکل نہیں لے سکتے ہیں ۔
0,شہزادی ڈائنا کی موت کو بھی مغربی میڈیا نے ایک تفریحی بکاو حادثہ کی طرح استعمال کیا ۔
0,ہندوستان میں گزشتہ دنوں شیوانی بھٹناگر قتل معاملے سے متعلق ہر دن پولس افسر روی کانت شرما کی اہلیہ سدھا شرما کے بیانوں کو ٹیلی_ویژن پر سنسی_خیز طریقے سے پیش کیا جاتا رہا ۔
1,سابق صدرجمہوریہ کرشن کانت کی آخری رسومات فوراً کے بعد نگم بودھ گھاٹ سے نکلنے پر سابق وزیراعظم چندرشیکھر سے اسی طرح کے سوال ٹیلی_ویژن نامہ_نگار پوچھتے دکھائی دئے ۔
1,آنجہانی کرشن کانت کے گہرے دوست سے اس طرح کا سوال انھیں مغموم کرنے ساتھ کے بےعزت کرنے جیسا ہی تھا ۔
0,میڈیا کی ایک بڑی دقت یہ ہوئی ہے کہ امریکہ کی ہی طرح ہندوستان میں بھی اعلیٰ طبقہ کے نوجوان اخباری وسایءل سے جڑے ہیں ۔
1,انھیں عمومی زندگی اور شائستگی سے کوئی واسطہ ہی نہیں ۔ پڑا
0,واشنگٹن ٹائمز کے مدیر اعلیٰ ویسلے پروڈین یا ٹائمز آف انڈیا کے سابق مدیر گری لال جین عام خاندان سے نکل کر صحافت میں پہنچے تھے ۔
1,ان میں ' وگیان ' پرگتی اور ' آوشکار ' اہم ہیں ۔
1,` وگیان پرگتی ` کی لگ_بھگ ایک لاکھ کاپیاں شائع کی جاتی ۔ ہیں
0,ان دونوں رسائل کی ڈیزائن ، طباعت کا اعلیٰ میعار ہے ۔
1,بیشتر ہندی روزنامہ اور اخبار و رسائل وقت وقت پر سائنسی شائع اشیا کرتی ہیں ۔
0,ہندی کے کچھ رسائل سائنس ، زراعت ، مویشیی پروری ، ماحولیات اور جنگلات پر مستقل کالم بھی شائع کرتے ہیں ۔
0,متعدد ہندی روزنامہ اخبار اپنے ہفتہ_وار ایڈیشن میں سائنس پر دلچسپ مواد دیتے ہیں ۔
0,اس جانب ` نوبھارت ٹائمز ` اور ` ہندوستان ` نے قابل ذکر کام کیا ہے ۔
0,کرکٹ میچ کا آنکھوں دیکھا حال سنانے میں ہندی کھیل مبصرین کے سامنے ترجمہ ، لفظیات اور محاوروں وغیرہ کے متعدد مسائل آئے ۔
0,لیکن انھوں نے تجربہ اور ` غلطی کرو اور اس سے سیکھو ` طریقہ کا استعمال کرتے ہوئے ان مشکلات پر فتح حاصل کی ۔
1,اب تو ہندی میں نہ صرف کرکٹ کا ، بلکہ لگ_بھگ سبھی کھیلوں کا اتنا اچھا حال ہیں سناتے کہ کچھ کھیل صحافی اسے سن کر کھیل کی رپورٹنگ کر دیتے ہیں ۔
0,ہندی میں کھیل سے متعلق کچھ رسائل نکلے ۔
0,لیکن ان سبھی کی اشاعت کچھ وقت بعد بند ہو گئی ۔
0,ان میں ` کھیل بھارتی ` کا نام قابل ذکر ہے ۔
0,` کھیل بھارتی ` کے علاوہ کچھ وقت تک ` اسپورٹس ویک ` نے ` کھیل یگ ` کی بھی اشاعت کی ۔
1,` کرکٹ سمراٹ ` نامی رسالہ کچھ بھی وقت اچھا چلا ۔
0,اس وقت ` کھیل کھلاڑی ` کے علاوہ ہندی میں شاید ہی کوئی دیگر کھیل رسالہ نکلتا ہو ۔
0,خواتین میں بیداری لانے اور انھیں جدوجہد آزادی میں شامل کرنے کا سہرا گاندھی جی کو ہے ۔
