treedepth,sentences
3,اخبارات میں شائع مضمون ، کالم اور فیچر عموماً حالات حاضرہ ہوتے ہیں ۔
5,آسان اور رواں لہجے میں لکھے جاتے ہیں اور عوام کو خبروں میں نہاں معنی کے متعلق سمجھاتے ہیں ۔
2,پھر بھی ان میں باریک فرق ہوتا ہے ۔
2,مضمون نسبتاً سنجیدہ موضوع پر لکھے جاتے ہیں ۔
3,فیچر صحافت کے شعبہ میں ایک نیا طرز ہے ۔
2,اس کا تیزی سے فروغ ہو رہا ہے ۔
2,پچھلے کچھ برسوں سے اس طرز نے نئی بلندیاں حاصل کی ہیں ۔
4,فیچر کو ہندوستانی صحافت میں خاص مقام دلانے کا سہرا ` سنڈے ` ، ` انڈیا ٹوڈے ` اور ` آوٹ لُک ` میگزین کو ہے ۔
5,انھوں نے عوامی اہمیت کے متعدد موضوع پر فیچر شائع کر کے متعلقہ موضوع پر عوام کا دھیان کھینچنے کے ساتھ ساتھ حکومت کو کاروائی کرنے پر مجبور کیا ۔
3,مضمون اور فیچر میں بڑی یکسانیت ہے ۔
6,دونوں اطلاعات کو زیادہ واضح کرنے ، واقعات کا تجزیہ کرنے اور ان پر رائے ظاہر کرنے کے لئے لکھے جاتے ہیں ۔
4,دونوں عوامی رائے بنانے کا کام کرتے ہیں ۔
3,مضمون کبھی فیچر کی صفات اخذ کر لیتا ہے ۔
2,کبھی فیچر مضمون سا لگنے لگتا ہے ۔
1,فیچر کئی قسم کے ہوتے ہیں جیسے ان مسائل سے جڑے ، آدمی سے متعلق ، افسانوی ، شور شرابے والے ، تصاویری ، تفریحی ، بہادرانہ مہم سے متعلق اور یہ طنزیہ فیچر تفریح کے ساتھ اطلاع فراہم کرتے ہیں ۔
5,قارئین کے تجسس کو جگاتا ہے اور انھیں مزید پڑھنے کی ترغیب دیتا ہے ۔
5,فیچر لکھنے کے لئے مضمون_نگار کے پاس لامحدود تجربہ ، زبان پر مکمل عبور کے ساتھ علم کا خزانہ ہونا لازمی ہے ۔
2,فیچر کا اہم مقصد قارئین کو دقیق سے دقیق مسائل سے متعلق جانکاری آسان سے آسان زبان میں نہایت دلچسپ ڈھنگ سے دینا ہے ۔
4,کبھی - کبھی فیچر لکھتے وقت اس میں ڈرامائیت دی جاتی ہے تو کبھی تفریحی واقعات سے فیچر کی شروعات کی جاتی ہے ۔
4,بیشتر فیچر لکھنے میں چھوٹی کہانی کے طرز کا استعمال کیا جاتا ہے ۔
2,کبھی - کبھی کسی دلکش مثال سے فیچر شروع کیا جاتا ہے ۔
5,فیچر کی خصوصیت اس کا لچیلاپن ، روانی اور دلکش زبان اور نقاشی ہے ۔
4,فیچر کی اہمیت اس بات میں ہے کہ وہ اکثر کسی بھی موقع پر شائع کی جا سکتی ہے ۔
1,موقع نہیں فیچر کا اپنا خاکہ اسے اہمیت دیتا ہے ۔
2,پھر بھی کچھ خاص مواقع پر بھی فیچر کئے جا سکتے ہیں ۔
5,دنیا کی پہلی خبر ایجنسی کا قیام ۱۸۳۵ میں چارلس ہواس نے فرانس میں کی تھی ۔
4,۱۸۴۵ میں کچھ امریکی اخباروں نے میکسکو جنگ کی خبر حاصل کرنے کے لئے ایک تنظیم بنائی ۔
2,یہ تجربہ کیا گیا کہ یہ کام اکیلے کسی اخبار کے بس کا نہیں ہے ۔
4,اس مسابقت کو ٹالنے کے لئے ۱۸۶۵ میں ان ایجنسیوں نے مل کر کام کرنے کا ایک سمجھوتہ کر لیا ۔
2,۱۸۷۲ میں امریکی خبر ایجنسی نیویارک ایسوسیئیٹیڈ پریس بھی اس سمجھوتہ میں شامل ہو گئی ۔
2,ان چار ایجنسیوں نے دنیا کو چار حصوں میں بانٹ لیا ۔
4,ہواس ایجنسی کو فرانس ، اٹلی ، ،اسپین ، پرتگال ، سوئٹزرلینڈ اور وسط و جنوبی امریکہ دئے گئے ۔
3,رائٹر کو گریٹ برٹین اور پورا برطانوی سامراج دیا گیا ۔
3,رائٹر اور ہواس کو کچھ علاقہ مشترکہ طور سے دیا گیا ۔
2,برطانوی خبررساں ایجنسی رائٹر ۱۸۵۸ میں عمل میں آئی ۔
4,وجود میں آنے کے کچھ ہی وقت کے بعد یہ ہندوستان میں اخبار دینے والی اہم ایجنسی بن گئی ۔
4,۱۸۶۰ میں ` بامبے ٹائمز ` نے ڈاکر سے رائٹر کی خبریں حاصل کرنا شروع کر دیا تھا ۔
5,پہلا ہندوستانی اخبار جس نے رائٹر سے تار خدمات لینا شروع کی ` بنگالی ` تھا ۔
2,یہ بات ۱۹۰۰ کی ہے ۔
6,لہٰذا ملکی باشندوں کو مستقل مصدقہ اور صحیح خبر دینے کے لئے ۱۹۱۰ میں ایسوسیئیٹیڈ پریس آف انڈیا کا قیام کیا گیا ۔
5,یہ خبر ایجنسی شروع کرنے کا مکمل سہرا تجربہ_کار اور سینئر صحافی کے_سی_رائے کو جاتا ہے ۔
4,رائٹر نے ایک نئی کمپنی ایسٹرن نیوز ایجنسی بنا کر ۱۹۱۵ میں اس پر قبضہ کر لیا ۔
2,ایسوسیئیٹیڈ پریس آف انڈیا کا یہ انتظام متعدد قوم_پرستوں کو پسند نہیں آیا ۔
8,ان کا مستحکم خیال تھا کہ برطانوی ماتحتی میں کام کرنے والی اس قسم کی ایجنسی ہندستانیوں کی خواہشات ، آرزوں کو کبھی ظاہر نہیں کر سکتی ۔
4,اسی سال پہلی ستمبر کو کلکتہ کے کچھ اخبارات کی مشترکہ کوششوں سے ایک نئی ایجنسی یونائیٹیڈ پریس آف انڈیا کا قیام کیا گیا ۔
3,ایسوسیئیٹیڈ پریس آف انڈیا کی سخت مسابقت کے باوجود اس ایجنسی نے دنیا بھر کی متعدد خبر ایجنسیوں کے ساتھ تعاون سمجھوتے کئے ۔
5,آزادی کے حصول کے وقت رائٹر خبر ایجنسی اور اس کی معاون ایسوسیئیٹیڈ پریس آف انڈیا خبر ایجنسی کا ملک میں خبروں کی تقسیم پر غلبہ تھا ۔
3,غیرملکی اخباروں پر رائٹر کا قبضہ تھا ۔
3,پریس ٹرسٹ کی تشکیل سماچار ٹرسٹ کے روپ میں کی گئی ۔
4,سُپرن_ورما کی فلم ` آتما ` بیٹی ماں اور باپ کا ہارر ٹراینگل ہے ۔
5,دو برس پہلے ممبئی پر ہوئے دہشت_گردانہ حملے کے پس_منظر پر رام_گوپال ورما لے کر آئے ہیں ` دی اٹیکس آف 26 / 11 ` ۔
5,ان کے مطابق ، ممبئی پر حملے کی یادیں آج بھی دل دہلا دیتی ہیں ۔
5,این_ایس_جی کمانڈو اور ممبئی پولس کی چوکسی کے چلتے گنہگاروں کو پکڑا گیا تھا ۔
4,میں نے فلم کے ذریعہ بس یہ دکھانے کی کوشش کی ہے کہ اس حادثے کو کیسے انجام دیا گیا ۔
4,ممبئی پولس_کمشنر راکیش موریا اور متاثرین پر کیا بیتی ۔
7,ہم نے سی_ایس_ٹی کولابا واقع لیوپولڈ کیفے پر ہوئے حملوں کو مرکز میں رکھ کر فلم بنائی ہے ۔
3,ان لوکیشن پر جا کر ہم نے شوٹنگ بھی کی ۔
3,تاج ہوٹل کو دکھانے کے لئے ہم نے سیٹ ڈیزائن کیا ۔
5,ممبئی کے اس وقت کے کمشنر راکیش موریا کی اداکاری میں دکھیں گے ناناپاٹیکر ۔
6,انھوں نے بتایا کہ راکیش موریا کو مرکز میں رکھ کر فلم بنی ہے لیکن یہ بایوپک نہیں ہے ۔
2,فلم ممبئی کو منسوب ہے ۔
8,یہ نہ ناظرین کو رُلائے گی نہ ہنسائے گی بلکہ سوچنے پر مجبور کرے گی کہ حملہ_آور کس دنیا کے انسان ہیں ؟
2,وہ کیسے درندے بن جاتے ہیں ۔
3,پچھلے چار دہائیوں سے بگ_بی یعنی امیتابھ بچن ناظرین کے دلوں پر حکومت کر رہے ہیں ۔
1,زنجیر ( 1973 ) کا اینگری_ینگ_مین ہو یا شعلے ( 1975 ) کا بہادر جے ، مقدر کا سکندر ( 1978 ) کا دمدار سکندر ہو یا سلسلہ ( 1981 ) کا اموشنل عاشق ، کالیا ( 1981 ) کا کلّوڈان ہو یا نمک_حلال ( 1982 ) کا کامیڈِن ، دیوار ( 1975 ) کا وجےورما ہو یا ڈان ( 1978 ) کا وجے ، امیتابھ_بچن کی شروعاتی فلموں کو بھلا کون بھول سکتا ہے ۔
6,جتنی مقبولیت ان کی فلموں کو ملتی تھی لوگوں کا اتنا ہی پیار ان فلموں کے پوسٹروں اور گانوں کو بھی ملتا تھا ۔
5,فلم پوسٹروں پر امیتابھ_بچن کے ڈانس ، ماردھاڑ یا رومانس کا انداز لوگوں کو بےوجہ کھینچتا تھا ۔
6,ان کے فینس فلمی پوسٹر کو اکھاڑنے اور انھیں اپنے گھر لے جانے کے پھیر میں بھی لگے رہتے تھے ۔
4,گانوں سے لے کر ان کی فلموں کے ڈائلاگ تک لوگوں کی زبان پر ہوتے تھے ۔
6,اینگری ینگ_مین کے دور والی امیتابھ بچن کی فلموں کی وہ مقبولیت آج بھی قائم ہے ۔
7,ان کی اسی مقبولیت کو دیکھتے ہوئے ان کی کچھ خاص فلموں کے پوسٹر اور لابی_آرٹ اور ایل_پی ریکارڈس کی آن_لائن فروخت کا انعقاد کیا گیا ہے ۔
4,چار پانچ سال پہلے تک دہلی اور ممبئی کے سیکنڈہینڈ مارکیٹ میں ایسی چیزیں آسانی سے مل جاتی تھیں ۔
5,لیکن بڑھتی مانگ کے سبب یہ اب بازار سے غائب ہونے لگی ہیں اور ان کو یکجا کرنا اب مشکل کام ہے ۔
4,حالانکہ فلمی یادگار اشیاء کا ٹرینڈ اپنے ملک میں نیا ہی ہے ۔
6,ویسے غیرملکوں میں تو یہ چلن اسٹیٹس کے نام سے جانا جاتا ہے اور ایل_پی ریکارڈرس یعنی لانگ پلئینگ رکارڈس فلموں کے گانے اور ڈائلاگس سننے کے لئے استعمال کئے جاتے تھے ۔
3,آج بھی چھوٹے شہروں میں لابی کارڈس کا ہی انتظام ہوتا ہے ۔
5,یہ الگ بات ہے کہ ایل_پی ریکارڈس کی جگہ کیسیٹ ، سی_ڈی ، پین_ڈرائیو اور متعدد کمپیوٹرائزڈ آلات نے لے لی ہے ۔
5,اپنے یہاں بھی اب فلم سے جڑی یادگار اشیاء کے ذخیرے میں لوگوں کی دلچسپی پچھلی دہائی میں بڑھی ہے ۔
4,ایسے ہی لوگوں کے لئے ہے بگ_بی کے پوسٹر اور لابی_آرٹ کی آن_لائن سیل ۔
4,ڈریم_آن_لائن کی ڈائریکٹر رموناسنگھ جو سیلیبریٹی آئٹمس اور فلمی میموریبل پروڈکٹس کی آن_لائن سیل کرتی ہیں ۔
8,انھوں نے بتایا کہ امیتابھ_بچن سے جڑی ایسی سیل کا ہٹ ہونا طے ہے ۔
6,غور طلب ہے کہ امتیابھ_بچّن کے ۶۰ ویں سالگرہ کے موقع پر رمونا نے بھی ایک ایسی ہی سیل لگائی تھی ۔
7,حالانکہ وہ بھی اس بات سے متفق ہیں کہ ایسی اشیاء کو یکجا کرنا اب اتنا آسان نہیں رہا ۔
6,انھوں نے بتایا کہ پہلے پرانی دہلی اور ممبئی میں ایسے پوسٹر آسانی سے مل جاتے تھے اب ماحول ویسا نہیں ہے ۔
5,خصوصاً شعلے ، دیوار وغیرہ فلموں کے پوسٹر مشکل سے ہی ملتے ہیں ۔
4,اس کے متعلق یامنی نے بتایا کہ ایسی آن_لائن فلم سیل کے لئے امتیابھ بچّن سے بہتر فی_الحال اور کچھ نظر نہیں آتا ۔
3,ملک کے علاوہ غیرممالک میں بھی ان کی مقبولیت بےمثال ہے ۔
5,یہی وجہ ہے کہ این_آر_آئی ایسی اشیاء کے سب سے بڑے خریدار ہیں ۔
3,اس کلیکشن کی قیمت کچھ ہزار سے شروع ہوتی ہے ۔
4,سب سے مہنگا آئٹم ` شعلے ` کا یاک پوسٹر ہے جس کے لئے قیمت ۹۸۰۰ روپئے رکھی گئی ہے ۔
5,ایک اور دمدار آئٹم ہے فلم ` کالیا ` کا ایل_پی جس میں گانوں کے ساتھ ساتھ فلم کے دمدار مکالمے بھی ہیں ۔
6,ایسے تمام آئٹمس اس سیل میں رکھے گئے ہیں جن پر ویب_سائٹ کے ` دی_اسٹوری ` حصّے کے ` بالی_ووڈ بگ_بی ` کے تحت نظر ڈالی جا سکتی ہے ۔
2,یہ آن_لائن سیل سائٹ پر ۱۱ مارچ کو ختم ہو رہی ہے ۔
4,جیکی بھگنانی کی لانچنگ تو بہت بڑھیا طریقے سے ہوئی تھی لیکن اتنی ہی تیزی سے وہ گمنامی میں بھی کھوتے چلے گئے ۔
4,مشہور پروڈیوسر واشو بھگنانی کے بیٹے جلد ہی فلم ` رنگریز ` میں دکھیں گے ۔
5,اور اس فلم کے لئے انھوں نے چرچا میں آنے کا بہت بہتر طریقہ کھوجا ہے ۔
6,جیکی نے یوٹیوب پر مشہور ہوئے پاپ سانگ گنگنم اسٹائل کے رائٹس خرید لئے ہیں اور اسے اپنی آنے والی فلم کے لئے شوٹ بھی کر ڈالا ہے ۔
6,جیکی کا کہنا ہے کہ یہ ان کے والد واشو کو ان کی جانب سے تحفہ ہے ۔
8,دیکھنا ہے کہ یہ تحفہ رنگریز کو ہٹ کرانے میں کام آتا ہے یا انھیں اپنے والد کو متاثر کرنے کا کوئی اور طریقہ تلاش کرنا ہوگا ۔
2,کچھ اتا پتا معلوم ہے تیرے کو ؟
6,کچھ نہیں ، اور اندھیرے میں ان کا تھوبڑا تک نہیں دکھا اور آجکل گلی میں نوراتری کا ڈانڈیا چل رہا ہے ، اسے بھیڑ میں پہچاننا بھی مشکل ہے ۔
2,تم میں سے مکٹ بہاری کون ہے ؟
4,مکٹ بہاری ! چپ _ چاپ یہاں سے اپنا راشنکارڈ ٹرانسفر کروا لے اور صبح کے بعد یہاں نظر مت آنا ۔
0,تار آیا ہے ، منا بھیّا جلدی گھر آ جاؤ ، بہت بڑی مصیبت آ پڑی ہے ۔
6,ساری دوکانیں لٹ گئی اور آج تک ہماری پولس فورس کو یہ پتہ نہیں چلا کہ وہ لوگ کون تھے ؟
11,صرف اتنا پتہ ہے کہ لوٹیا نام کے خطرناک مجرم کی گینگ تھی ، جس کی تلاش پولس کو پہلے سے ہے ، مگر وہ موہنی کو کہاں لے کر گیا ہے اس کا پتہ تک نہیں چل سکا ۔
5,وہاں سے جو موٹرسائکلیں برآمد ہوئی تھیں ان کے مالکوں کا کچھ پتہ چلا ؟
4,سر ! وہ سب چوری کی ہوئی موٹر سائکلیں تھیں ۔
6,سر وائرلس پر ایک پیغام ملا ہے کہ ایک شہربدر اپنے علاقے میں داخل ہوا ہے ۔
2,کون ہے وہ ؟
3,منا نام ہے اس کا ۔
3,آج سے سال پہلے اس علاقے سے اسے شہربدر کا حکم ہوا تھا ۔
3,یہ رہی اس کی فائل ۔
3,یہ تو مہیش دیشمکھ ہے ، منا کیسے ہو گیا ؟
4,سر ! وہ اس علاقے میں منا کے نام سے جانا جاتا ہے ، اس سے پہلے خون کے جرم میں ایک سال کی سزا کاٹ چکا ہے ۔
9,فائل کہتی ہے کہ یہ خطرناک مجرم ہے ، مگر میری یادداشت کہتی ہے کہ یہ معصوم ، جذباتی مگر جوشیلا نوجوان تھا جو اپنے ملک کے لئے مر مٹنے کو تیار تھا ۔
2,آپ اسے جانتے ہیں سر ؟
4,جانتا تھا دو سال پہلے میری پوسٹنگ ناسک میں تھی ۔
6,میرے تھانے کے سامنے سنسان گلی میں ایک بینک تھا ، جس میں اس کے ماں _ باپ دونوں نوکری کرتے تھے ۔
4,مجھے وہ دن ابھی تک یاد ہے جس دن میں مہیش سے پہلی بار ملا تھا ۔
6,بابو جی ! بابو جی ! میں نے آپ سے کہا تھا نہ کہ میں بیسٹ نیوی کیڈٹ کا کپ جیت کر دکھاؤں گا ، دیکھئے ۔
2,بیسٹ نیوی کیڈٹ کا کپ ؟
3,ہاں ماں ! بیسٹ نیوی کیڈٹ کپ ، آئی ہیو ڈن اٹ ڈیڈ ، آئی ہیو ڈن اٹ ۔
4,دیشمکھ صاحب ! اب تو مٹھائی کھلانی پڑے گی ، آپ کی تمنا آپ کے بیٹے نے پوری کر دی ہے ۔
4,ہاں ، میری تمنا تو پوری ہوئی ، اب مہیش کا خواب بھی تو پورا ہونے دیجئے ۔
3,کیا بننا چاہتے ہو مہیش ؟
4,میں نودل میں شامل ہونا چاہتا ہوں سر ، ایڈمرل بننا چاہتا ہوں ۔
1,اچھا ، دیٹس ویری گڈ ۔
4,بچپن سے ہی نہ جانے اس کے دماغ میں کیا گھس گیا ہے ، دیش کے لئے مر مٹنے کی باتیں کرتا رہتا ہے ۔
5,ضرور پچھلے جنم میں حب_الوطن رہا ہوگا ، جو ملک کی آزادی کے لئے شہید ہو گیا ۔
3,اچھا ماں میں چلتا ہوں ، شام کو گھر پر ملینگے ، اچھا ۔
6,دیکھو ، میں بیس سال سے اس بینک کا نمک کھا رہا ہوں اور ان کے پیسوں کی حفاظت کرنا میرا فرض ہے ۔
5,فرض کے ليے مجھے اگر جان بھی دینی پڑی تو مجھے اس کی فکر نہیں ۔
4,وہ عورت بینک کے اندر جا رہی ہے سر ! ان کی جان کو خطرہ ہو سکتا ہے سر ۔
6,تم ایسا کرو یہاں سے چلے جاوء ، راستے میں اگر پولس ملے تو میرے پاس بھیج دینا ۔
5,سر ! میری ماں اور بابو جی اندر پھنسے ہوئے ہیں اور میں یہاں سے چلا جاؤں ۔
5,دیکھو ان لوگوں کے پاس بندوقیں ہیں ، کبھی بھی گولی چل سکتی ہے اور تمھاری جان کو خطرہ ہو سکتا ہے ، سمجھے ۔
6,کیا برائیوں اور گناہوں کے خلاف لڑنے اور جان دینے کا حق صرف آپ وردی والوں کو ہے ، ہم لوگوں کو نہیں ؟
1,کیوں سر ؟
4,ویسے میں نے اپنی جان ملک کے نام اسی دن لکھ دی تھی سر جس دن میں نے یہ وردی پہنی تھی ۔
4,سر ! اس عورت اور بچی کو بینک کے اندر جانے سے روکنا بہت ضروری ہے سر ۔
5,آپ کی وردی دیکھ کر ڈاکو گولی چلا سکتے ہیں ، میں جا کر عورت کو واپس لے آتا ہوں سر ۔
3,پلیز گو می آرڈر سر ! آپ مجھے حکم دیجئے ، پلیز سر ۔
5,مہیش کی سب سے خوشی کا دن منٹوں میں سب سے دکھی دنوں میں بدل گیا تھا ، زندگی کو اس سے بڑا مذاق کرتے میں نے نہیں دیکھا تھا ۔
6,کچھ دنوں میں مہیش اپنی بہن کو لے کر ممبئ چلا گیا تھا ، مگر اس دن کے بعد محسوس ہونے لگا کہ میرے درد کو سہنے کی طاقت بڑھ گئ ہے ۔
6,خیر ، شہر کا کونا کونا چھان مارو اور باہر جانے والے راستے بند کر دو ، اس آدمی کا پکڑا جانا میرے لیے بہت ضروری ہے ۔
7,کیونکہ میں یہ جاننا چاہتا ہوں کہ یہ مہیش سے منا کیسے بن گیا ؟
4,جیوتی ! ابھی ایک سال پورے ہونے میں چار دن باقی ہیں ، ابھی تک شہربدر کا سکہ میرے ماتھے پر لگا ہوا ہے ۔
6,پولس میرے پیچھے کتے کے موافق پڑی ہوئی ہے اور تم جانتی ہو جب تک میں سزا کاٹ نہیں لیتا ، میں بمبئ واپس نہیں آ سکتا ۔
3,بتاؤ کس کے لئے بلایا مجھے ؟
5,کسی بھی انتخابی علاقہ کی صحیح تصویر جاننے کے لئے سب سے پہلے تو ذات ، مذہب ، پارٹی کے تعصبات سے دور رہنا ضروری ہے ۔
5,نامہ_نگار کا کام کسی ذات ، مذہب یا پارٹی کے امیدوار کو نہ کامیاب کرنا ہے ، نہ ناکام کرنا ہے ۔
4,کوئی امیدوار کسی اخبار کے جتانے سے نہ جیتتا ہے ، نہ ہارتا ہے ۔
3,وہ اخبار کے رول کو اس معاملے میں بہت پیچیدہ وجوہات سے لیتا ہے ۔
9,اسلئے ایک نامہ_نگار کو یہ بھرم نہیں ہونا چاہیئے کہ اس کی ایک یا دو رپورٹ کسی پارٹی کے امیدوار کی قسمت کا فیصلہ کر سکتی ہے ۔
5,اسلئے جب نامہ_نگار کسی انتخابی حلقہ میں جائیں تو اپنے سارے تعصبات یا بدگمانی ایک طرف رکھ کر جائیں ۔
3,دوسرا بھرم ذاتی مساوات کی بنیاد پر کھڑا ہوتا ہے ۔
4,مان لیجئے ایک انتخابی حلقہ میں کئی سیاسی پارٹیوں کے امیدوار اہم طور سے میدان میں ہیں ۔
6,اب آپ جس امیدوار یا اس کے حامی کے پاس جائینگے تو وہ ذاتی جوڑ - توڑ ، جوڑ - بقایا لگا کر بتائےگا کہ ماحول اس کی حمایت میں ہے ۔
8,لیکن سب سے زیادہ ذات - پات بہار میں ہے اور یہ لازمی نہیں ہے کہ کوئی امیدوار ذات کی بنیاد پر جیتے ۔
5,کچھ رائےدہندگان کسی خاص پارٹی کے تئیں ایماندار ہوتے ہیں ، کچھ رائےدہندگان اپنی ذات کے امیداوار سے ناراض ہوتے ہیں ، کچھ علاقہ کی اندیکھی کے سبب کسی خاص امیدوار کو حمایت دینا یا نہیں دینا چاہتے ہیں ۔
4,کئی مرتبہ کسی امیدوار کا کوئی تبصرہ یا اس کا عوامی سلوک رکاوٹ یا وسیلہ بن جاتا ہے ۔
4,اسلئے نسلی مساوات کی بنیاد پر کسی بھی امیدوار کی جیت یا ہار طے نہیں ہوتی ۔
2,عموماً نسل تمام عادلانہ عناصر میں سے ایک ہوتی ہے ۔
3,اسلئے انتخابات کو اپنے عینک سے نہ دیکھیں ۔
6,اہم یہ ہے کہ اسے دوسرے کے عینک سے دیکھیں ۔
2,آپ اس سچائی کو بدل نہیں سکتے ۔
3,اسلئے اپنی رپورٹ میں اس سچائی کو ظاہر کریں ۔
4,یہ سچائی آپ تبھی ظاہر کر پائینگے جب آپ اسے دیکھ سکینگے ۔
5,اسے دیکھ سکینگے ، جب آپ پارٹی بندی ، ذات _ بندی ، انفرادی ، فرقہ _ وارانہ تعصبات سے دور ہونگے ۔
4,جب آپ لالچ یا دھمکی یا بہکاوے سے دور ہونگے ۔
5,آپ انتخابی میدان میں استعمال ہونے نہیں ، حقائق کا مدلل ڈھنگ سے استعمال کرنے کے لئے جاتے ہیں ۔
6,اپنی آنکھیں اور دماغ بند کرنے نہیں ، کھولنے جاتے ہیں ۔
7,اپنے تخیلات اور خوابوں کی تعبیر کرنے نہیں ، حقائق اور سچائیوں کا سامنا کرنے جاتے ہیں ۔
4,اسلئے رائےدہندہ کے روپ میں آپ اپنے فیصلے کو انتخابی رپورٹ لکھنے پر حاوی نہ ہونے دیں ۔
3,اپنے دونوں رول کو الگ - الگ دیکھیں ۔
4,ایک کا رول دوسرے پر دوسرے کا رول پہلے پر نہ لادیں ۔
6,پھر وہ کہنا شاید لازمی ہے کہ رپورٹ میں فیصلے نہ دیں ۔
3,رپورٹ ، رپورٹ ہوتی ہے فیصلہ نہیں ۔
9,لیکن اس کا یہ مطلب نہیں کہ آپ حقائق کو مدلل و پراعتماد طور سے نہ رکھیں اور انتخابات کی ایک مکمل تصویر نہ دیں ۔
3,ہر اہم امیدوار کے انتخابی دفتر میں جائیں ۔
2,وہاں اہم انتخابی منتظم سے بات کریں ۔
3,ہر پارٹی کا انتخابی منتظم بڑھ چڑھ کر ، غیرمعروف اور بےبنیاد باتیں کرےگا ۔
6,لیکن تین چار امیدواروں یا ان کے انتخابی منتظمین سے باتیں کرنے پر تصویر کچھ صاف ہوگی ۔
1,ان سے حاصل یکسر مخالف حقائق کے درمیان بھی ایک تصویر آپ کو صاف دکھیگی ۔
4,کم سے کم دو تین اہم طاقت اور کمزوری کا پتا لگیگا ۔
5,ان کے دعووں و دلیلوں کی حقیقت کا پتا چلیگا ۔
5,ان کے انتخابی مہم کے نظام کا پتا چلیگا ۔
3,موقع ملے تو امیدوار کے ساتھ تھوڑا گھومیں ۔
3,انتخابی جلسہ ہو رہا ہے تو وہ دیکھیں ۔
6,کسی پارٹی کا جلوس نکل رہا ہے تو اس کے تئیں لوگوں کا کیا رخ ہے ، اس پر نظر رکھیں ۔
6,لیکن کبھی اس رعب میں نہ آئیں کہ فلاں امیدوار تو ہار ہی نہیں سکتا ۔
6,یا فلاں پارٹی کی حمایت میں مبینہ طور سے پورے ملک یا ریاست میں ہوا بہہ رہی ہے تو اس کا امیدوار یہاں سے جیتیگا ۔
5,مدافعت کے متعلق اپنے ملک کی حفاظت سے لےکر دنیا کے تحفظاتی ماحول کے بارے میں علم ہونا ضروری ہے ۔
5,یہ موضوع اسلئے حساس ہیں کیونکہ ذرا سی غلطی آپ کی اپنی قومی سلامتی کے لئے خطرہ ہو سکتی ہے ۔
5,دو ممالک کے درمیان تناو پیدا کر سکتی ہے اور آپ کی فوج کا حوصلہ ناحق ٹوٹ سکتا ہے ۔
8,یہ بھی عجیب بات ہے کہ کویت و عراق جنگ کے دوران دنیا بھر میں دفاعی مضمون_نگاروں کی فوج ایسے کھڑی ہو گئی جیسے ` مشروم ` کی پیداوار ہوتی ہے ۔
6,یہی سبب ہے کہ اس وقت دفاعی مضمون_نگاروں کی بیشتر پیشنگوئیاں غلط ثابت ہوئیں ۔
7,دفاع کی صحیح اور مناسب رپورٹنگ کے لئے لازمی ہے کہ نامہ_نگار میدان میں جائیں اور خود وہاں کے حالات کا مطالعہ کریں ۔
5,اس زمرے میں دنیا کے سب سے اونچے جنگی مقام سیاچن کا سوال آتا ہے ۔
5,عمدہ_ترین غیرفیچر فلم کا انعام راجاشبیرخان کی فلم ` شیفرڈ آف پیراڈائز ` کو دیا گیا ہے جبکہ سنیما پر عمدہ_ترین کتاب کا انعام بی ڈی گرگ کی ` سائلنٹ سنیما آف انڈیا اے پکٹوریل جرنی ` کو دیا گیا ہے ۔
5,ممبئی دہشت_گردانہ حملے پر بنی ، مشہور فلمکار رام گوپال ورما کی فلم ` دی اٹیکس آف 26 / 11 ` پر کچھ حساس مناظر کی وجہ سے خطرے کے بادل چھا گئے ہیں ۔
8,ہندستان پر ہوئے بڑے دہشت_گردانہ حملے کی حقیقی کہانی پر مبنی اس فلم کے کچھ مناظر پر حکومت سمیت حفاظتی اور خفیہ ایجنسیوں کو اعتراض ہے ۔
4,وزارتِ_داخلہ نے مرکزی سنسربورڈ سے فلم کو دوبارہ دیکھ کر کچھ مناظر کا تبصرہ کرنے کو کہا ہے ۔
6,26 / 11 حملے کے بعد تنازعات سے جڑے رہے ورما کی فلم پر سرکاری مصیبتوں کو دیکھ کر مانا جا رہا ہے کہ انھیں کچھ مناظر سے کانٹ چھانٹ کرنی پڑ سکتی ہے ۔
2,اعلیٰ_منصبی ذرائع کے مطابق وزارت داخلہ نے سنسربورڈ کو خط لکھا ہے ۔
6,اس میں کہا گیا ہے کہ ملک کی اندرونی حفاظت کی ذمہ_داری وزارت_داخلہ کی ہے ۔
4,لہٰذا اسے ` دی اٹیکس آف 26 / 11 ` کے بارے میں یقین میں رکھا جائے ۔
4,اعتراضات کی فہرست کے ساتھ وزارت نے سنسربورڈ سے کچھ مکالمات اور مناظر میں ترمیم کرانے کو بھی کہا ہے ۔
7,ذرائع کے مطابق خفیہ محکمے نے سرکار کو آگاہ کیا کہ فلم میں حملے کے دوران ریاستی اور مرکزی سرکاروں کو مایوس اور تذبذب میں دکھایا گیا ہے ۔
5,فلم میں تین دن تک تاج_ہوٹل میں پاکستانی دہشتگردوں کے ساتھ ہوئی خونی جنگ کے دوران سرکار اور حفاظتی ایجنسیوں کو فیصلے لینے میں دیر کرتے اور ڈُہل_مل رویہ اپناتے بھی دکھایا گیا ہے ۔
3,ناناپاٹیکر فلم میں اہم پولس افسر کے رول میں رہے ہیں ۔
5,فائدوں کے کھیل میں لوگوں کو عام آدمی کی سچی آواز سے واقف کرانے والے بےحد کم ہی لوگ ہیں ۔
