senlen,sentences
14,اس کے بعد یہ اخبار ہندوستان کی جدوجہد آزادی کا پرزور حامی رہا ۔
13,پونا میں ۱۸۴۹ میں ` گیان پرکاش ` کی اشاعت ہوئی تھی ۔
34,دراصل مجھے نیند نہیں آ رہی تھی اور میں نے سوچا کہ تمھیں بھی نیند نہیں آ رہی ہوگی اور اگر تم جاگ رہی ہوگی تو میرے بارے میں ہی سوچ رہی ہوگی ۔
9,تمھیں نہیں لگتا یہاں پر کافی گرمی ہے ۔
8,راہول یہ تم کیا کر رہے ہو ؟
11,انجلی ! میں تم سے ہی ملنے آ رہا تھا ۔
17,"کہتے ہیں , ٹوٹتے تارے کو دیکھ کر کچھ مانگو نا ، تو مل جاتا ہے ۔"
6,کیسی لگ رہی ہوں میں ؟
16,میں تمھاری طرح خوبصورت لگنا چاہتی تھی ، لیکن مجھے تو کچھ آتا ہی نہیں ۔
14,دراصل تم بہت خوبصورت ہو ، کیونکہ تم سب سے زیادہ الگ ہو ۔
17,اور معلوم ہے ، تم اگر چاہو نا تو تمھیں کوئی بھی لڑکا مل سکتا ہے ۔
11,تم مجھ سے کوئی بھی بات چھپا نہیں سکتی ہو ۔
9,لیکن راہل ؟ تمھیں اور کوئی نہیں ملا ؟
18,دراصل ، راہول کی جگہ کوئی اور ہوتا ، تب بھی شاید مجھے اتنا ہی برا لگتا ۔
11,تم نے اس سے اپنے دل کی بات کہہ دی ؟
13,ٹینا ! میں جانتا ہوں راہول صرف تم سے پیار کرتا ہے ۔
14,میں نے کبھی نہیں سوچا تھا کہ میں کبھی کسی کو یہ کہونگا ۔
11,آئی ہوپ ، میں اس کو یہ سب کہہ پاؤں ۔
16,یو نو ، میں نے کتنی بار سوچا کہ اس کو جا کر کہہ دوں ۔
10,میرا پہلا پیار ادھورا رہ گیا ، رفعت بی ۔
7,میں واپس نہیں آ رہی راہول ۔
8,کالج چھوڑ کر جا رہی ہو تم ۔
12,مجھے چھوڑ کر جا رہی ہو ، مجھے بتایا بھی نہیں ۔
11,انجلی کی شادی دسمبر سے پہلے نہیں ہو سکتی ہے ۔
19,خدا کی رحمت تو سنا تھا ، آج دیکھ بھی لیا ، بچی کی دعا قبول ہو گئی ۔
7,انجلی ! تم سے کچھ پوچھوں ؟
5,تم خوش ہو بیٹی ؟
6,یہ کیسا سوال ہے ماں ؟
5,آف_کورس میں خوش ہوں ۔
6,میری سگائی ہو گئی ہے ۔
6,امن بہت اچھا لڑکا ہے ۔
7,مجھ سے بہت پیار کرتا ہے ۔
9,لیکن کیا تم اس سے پیار کرتی ہو ؟
24,پیار تو میں نے کر لیا ہے ماں ، شاید مجھ سے پھر سے نہ ہو ، اسے ایک سمجھوتہ ہی سمجھ لو ۔
19,میری بیٹی سمجھوتہ کریگی اور پیار نہیں کریگی ، یہ تو میں نے کبھی سوچا ہی نہیں تھا ۔
19,میں بھی ماں ہوں ، کیا میں نہیں چاہتی کہ تم خوش رہو ، تمھارا گھر بس جائے ؟
26,لیکن وہ گھر جو سمجھوتے کے بلبوتے پر بنا ہو ، پیار کے نہیں ، وہ گھر نہیں ہوتا ہے بیٹی ، مکان ہوتا ہے ۔
6,انجلی ! تمھارا فون ہے ۔
7,میری ایک چھوٹی سی دقت ہے ۔
10,تم مجھے اس طرح چھوڑ کر مت جایا کرو ۔
9,امن ! پتہ نہیں کون فون پر ہے ؟
21,امن ! تم جانتے ہو میں ہر سال سمر کیمپ جاتی ہوں ، ان بچوں کو رقص و موسیقی سکھانے ۔
13,اب تو وہ بچے میری زندگی کا ایک حصہ بن چکے ہیں ۔
13,مجھے کیوں ایسا لگتا ہے کہ تم مجھ سے پیار نہیں کرتی ؟
7,تم جاؤ شملہ اپنے سمر کیمپ ۔
10,تم کوئی سمرکیمپ ۔ ومرکیمپ نہیں جا رہی ہو ۔
9,بیٹا ! وہاں پر بہت برف پڑتی ہے ۔
27,پاپا ! سنا ہے وہاں پر رقص و موسیقی بھی سکھاتے اور آپ کو تو معلوم ہے کہ مجھے گانے اور ناچنے کا کتنا شوق ہے ۔
12,میں نے ایک بار منع کر دیا تو کوئی نہیں جائیگا ۔
26,ایسا کرتے ہیں سامنے والے گھر میں چلتے ہیں اور وہاں پر پوچھتے ہیں ، ہو سکتا ہے وہاں پر رہنے کی جگہ مل جائے ۔
21,چلو رات گزارنے کا بندوبست ہو گیا ، سمرن یہ تو ماننا پڑے گا کہ تمھارے چوائس کا جواب نہیں ۔
21,ویسے تمھارا خیال بالکل ٹھیک تھا سنیریٹا ، جو ایڈونچر اس جگہ میں ہے وہ اس کمرے میں نہیں ہوتا ۔
26,میں جانتا ہوں کہ تم میرے بارے میں کیا سوچتی ہو ، تم سمجھتی ہو کہ میں بہت ہی گھٹیا قسم کا آوارہ لڑکا ہوں ۔
17,میں سپنے میں بھی تمھارے ساتھ ایسی حرکت نہیں کر سکتا ، میرا یقین مانو سمرن ۔
18,میں سچ کہہ رہا ہوں کل رات کچھ بھی نہیں ہوا تھا ، صرف ایک مذاق تھا ۔
14,پلیز ایسا مذاق مت کرنا ! تم نہیں جانتے میں کیا کر بیٹھتی ۔
11,میں وعدہ کرتا ہوں ، ایسا مذاق پھر نہیں کرونگا ۔
12,تم جلدی سے کپڑے بدل لو ، ہمیں بس پکڑنی ہے ۔
17,سنوریٹا ! ابھی بس نکلنے میں پندرہ منٹ باقی ہے تمھیں کھانا ہو تو کھا لو ۔
19,ارے اندر سے کیا دیکھتے ہیں ، چرچ بھی کوئی دیکھنے کی چیز ہے ، مجھے نہیں جانا ۔
15,نہیں نہیں ، تھوڑی دیر اور بیٹھتے ہیں چائے وائے پی کر چلتے ہیں ۔
14,بھگوان سے جو بھی مانگتے ہیں ، وہ کسی کو بتایا نہیں جاتا ۔
20,مجھے یقین ہے کہ صاف من اور سچے دل سے جو بھی مانگا جاتا ہے ، وہ ضرور ملیگا ۔
16,یہ پوسٹکارڈ اگر میرے گھر پہنچا تو پاپ سمجھینگے میں بھگوان کو پیارا ہو گیا ۔
22,ابھی تو کبھی نہیں اور اگر ہوگا تو بس ایک ہی بار سیریس ہوگا ، جب کسی سے پیار ہو جائیگا ۔
13,پیار کبھی کسی سے نہیں ہوا سینوریٹا ، کوئی ملی ہی نہیں ۔
16,ایک لڑکی جسے دیکھتے ہی دل کی سب آرزو ، سارے خواب زندہ ہو جائیں ۔
23,ابھی تک ایسا نہیں ہوا ، لیکن اب لگتا ہے جیسے کوئی اندیکھا ، انجانا چہرہ بادلوں میں سے پکار رہا ہے ۔
14,پتہ نہیں یہ بادل کب ہٹینگے اور کب وہ پکارنے والی سامنے آئیگی ۔
16,تمھارے ساتھ کبھی ایسا نہیں ہوا ، کوئی اندیکھا انجانا تمھارے خیالوں میں نہیں آیا ۔
19,میرے خوابوں میں کسی اندیکھے انجانے کے لئے جگہ نہیں ہے ، میری شادی طے ہو چکی ہے ۔
16,جس سے تمھاری شادی ہونے والی ہے ، تم نے کبھی اسے دیکھا نہیں ہے ؟
30,تم اپنی پوری زندگی ایک ایسے آدمی کے ساتھ گزار دوگی ، جسے تم جانتی نہیں ہو ، کبھی ملی نہیں ہو ، جو تمہارے لئے بالکل اجنبی ہے ۔
17,میں تم سے کچھ کہنا چاہتا ہوں سمرن ، مجھے تم سے پیار ہو گیا ہے ۔
18,ذرا اپنا چہرا تو دیکھو ، تم سمجھی کہ میں سچ کہہ رہا ہوں ، سمجھی نا ؟
22,ارے کمال ہے سمرن ، کمال ہے ، تم مجھے اتنے دنوں سے جانتی ہو لیکن اب تک پہچان نہیں پائی ۔
15,یاد ہے میں نے کہا تھا میں آج تک کبھی سیریس نہیں ہوا ہوں ۔
15,ارے بھائی یہ لو شو ، پیار ویار میرے بس کی بات نہیں ہے ۔
20,مجھے تو یہ سمجھ نہیں آتا کہ لوگ ایک ہی انسان کے ساتھ پوری زندگی کیسے گزار سکتے ہیں ۔
24,کیا تم واپس جا کر اس اجنبی سے شادی کر لو گی ، پھر تم میں مجھ سے پیار کرنے کی ہمت ہوگی ؟
19,راج اگر یہ تجھ سے پیار کرتی ہے تو یہ پلٹ کے دیکھے گی ، پلٹ ، پلٹ ۔
13,لندن پہنچ گئے ، ایک مہینہ کیسے گزرا ، پتا نہیں چلا ۔
23,ارے راج تم نے مجھے اپنا ایڈریس دیا ہی نہیں ، میں تمھیں اپنی شادی کا کارڈ بھیجونگی ، تم آؤگے نا ۔
17,میں نے پڑھا تھا کہ پیار ایسا ہوتا ہے ویسا ہوتا ہے مگر کبھی سمجھا نہیں ۔
29,میں تو تب بھی نہیں سمجھی جب اس نے پہلی بار مجھے اپنا ہاتھ دیا ، اتنے دن اس کے ساتھ ساتھ رہی پھر بھی کچھ نہیں سمجھی ۔
31,لیکن آج جب وہ مجھ سے اسٹیشن پر الگ ہو رہا تھا ، مجھے ایسا پہلی بار محسوس ہوا کہ اس پل کے بعد میں اس سے کبھی نہیں ملونگی ۔
15,میں اسے پلٹ پلٹ کر دیکھ رہی تھی مگر وہ چلا جا رہا تھا ۔
28,میں اسے روکنا چاہتی تھی ، کچھ کہنا چاہتی تھی ، کچھ سننا چاہتی تھی ، وہ رکا مگر میں سمجھ گئی کہ پیار ایسا ہی ہوتا ۔
12,میں نہیں جانتی وہ مجھ سے پیار کرتا ہے یا نہیں ۔
21,میں تو صرف اتنا جانتی ہوں کہ وہ میری زندگی ہے ، میں کسی اور کی نہیں ہو سکتی ماں ۔
17,بچی اتنے دنوں بعد آئی ہے نا ، وقت کا ذرا بھی اندازہ نہیں رہا مجھے ۔
29,میں نے کہا تھا کہ میرے بھروسے کو شرمندہ مت کرنا ، میں نے وعدہ لیا تھا تم سے ، پھر بھی تو نے مجھے دھوکہ دے دیا ؟
17,اپنا سامان باندھ لو ، ہم کل سویرے جا رہے ہیں ، ہمیشہ ہمیشہ کے لئے ۔
24,رونے دے اسے ، اس نے اپنی تقدیر میں یہ آنسو خود ہی لکھے ہیں ، اسے روکنا بھی خود ہی سکیھنا ہوگا ۔
19,کیا نام ہے اس کا ، جس کا چہرہ تو چاند میں دیکھنے کی کوشش کر رہا ہے ؟
24,آپ تو مجھے اچھی طرح سے جانتے ہیں ، میں ان میں سے ہوں جو ایک ہی لڑکی کے پیچھے بھاگتے رہتے ہیں ۔
11,پرابلم یہ پاپس کہ اس کی شادی ہونے والی ہے ۔
13,آپ کا زمانہ اور تھا پاپس ، اب زمانہ بدل چکا ہے ۔
19,محبت کا نام آج بھی محبت ہے بیٹا ، یہ نہ کبھی بدلی ہے اور نہ کبھی بدلیگی ۔
4,موہنی کے لئے ۔
5,کیا ہوا موہنی کو ؟
10,لوٹیاپٹھان کے لوگ اسے اٹھا کر لے گئے ہیں ۔
5,تو میں کیا کروں ؟
19,موہنی کو لوٹیا کے یہاں سے چھڑا کر لانے کے لئے تمھارے علاوہ اور کسے کہہ سکتی ہوں ۔
17,اس شہر میں لاکھوں لڑکیاں ہیں ، سب کا ٹھیکہ نہیں لے رکھا ہے میں نے ۔
20,لیکن ان لاکھوں میں موہنی ایک ہی ہے جس نے میری عزت بچانے کے لئے تمھاری مدد کی تھی ۔
16,دیکھو جیوتی ! میں ٹہرا شہربدر آدمی اور بےوجہ کسی لپھڑے میں نہیں پڑنا چاہتا ۔
15,یہ کام یا تو پولس کا یا اس کے باپ کا ، میرا نہیں ۔
21,مجھے اور غصہ مت دلا سکسینا ، سب کیا کرایا تیرا ہی ہے ، سارے فساد کی جڑ تو ہے ۔
14,ابھی ایک دوسرے پر الزام لگانے سے موہنی واپس تو نہیں آئے گی ۔
20,اسلئے بہتر یہی ہے شیام لال جی ! غصہ تھوک کے موہنی کی رہائی کے بارے میں سوچا جائے ۔
8,کوئی نہ کوئی راستہ ضرور نکل آئیگا ۔
9,راستہ تمھارے دروازے تک آیا ہے شیام لال !
27,لوٹیا پٹھان کے گناہوں سے بھری دنیا کے جس اندھیرے کونے میں تمھاری بیٹی قید ہے ، وہاں قانون کے لمبے ہاتھ نہیں پہنچ سکتے ہیں ۔
18,تو کل کا چھوکرا لوٹیا پٹھان سے کیا ٹکرائے گا ، کاٹ کے پھینک دینگے گٹر میں ۔
15,شیام_لال ! تم اپنے بھلے میں اپنے فائدے کی بات بھی نہیں دکھائی دیتی ۔
11,میرا فائدہ ، لو سن لو یہ کرینگے میرا فائدہ ۔
26,دیکھو شیام_لال ! اگر میں تمھاری بیٹی کو واپس نہیں لا سکا تو سمجھو کہ تمھارا ایک کانٹا تو ہمیشہ کے لئے نکل جائے گا ۔
17,کیونکہ تم سمجھتے ہو کہ لٹیا اور اس کے آدمی مجھے زندہ واپس نہیں لوٹنے دینگے ۔
9,ہاں ہاں ، یہ تو سمجھتا ہوں بھیّا ۔
14,اگر میں موہنی کو واپس لے آتا ہوں تمھاری بیٹی مل جائے گی ۔
11,لیکن اپنی جان خطرے میں ڈال کر تمھیں کیا ملیگا ۔
7,مہیش ! یو آر انڈر اریسٹ ۔
6,لیکن میرا گناہ کیا ہے ؟
15,اگر تمھیں شہربدر کیا گیا ہے تو ضرور تم نے کوئی گناہ کیا ہوگا ۔
17,قانون نے سماج کے فائدے کے لئے تمھیں سماج سے باہر رکھنے کے قابل سمجھا ہوگا ۔
30,اسی سماج نے ایک دن اپنے فائدے کے لئے پربھورام_چندر کو بھی 14 برس کے لئے شہربدر کر دیا تھا ، انھوں نے کون سا گناہ کیا تھا سر ؟
9,لیکن قانون کی نظروں میں تم گناہگار ہو ۔
17,تم جانتے نہیں کہ ایک پولس والے کو چاقو دکھانے کا کیا حشر ہو سکتا ہے ؟
31,میں جانتا ہوں کہ سر ایک دو سال کی سزا اور کیا ، میں اس کے لئے تیار ہوں ، لیکن اس وقت میرا یہاں سے جانا ضروری ہے سر ۔
20,مہیش ! رک جاوء ، میرا فرض ہے کہ تمھیں گرفتار کروں اور ضرورت پڑے تو گولی چلا دوں ۔
4,تو چلائیے گولی ۔
26,میں ایسا نہیں کروں گا ، کیونکہ میں جانتا ہوں کہ مرمٹنے کے لئے قسمیں کھاتے کھاتے ، تم اس کے دشمن کیسے بن گئے ؟
8,میں اپنی پچھلی زندگی بھول چکا ہوں ۔
19,یاد کرنا ہوگا کیونکہ میرا فرض صرف گنہگاروں کو روکنا نہیں ، بلکہ گناہ کو روکنا بھی ہے ۔
29,مجھے یہ تو پتا چلے کہ تم جیسے ہونہار نوجوان گنہگار کیسے بنتے ہیں تو شاید آنے والے سالوں میں کچھ نوجوانوں کو گنہگار بننے سے روک سکوں ۔
20,آپ گنہگاروں کو روکنے کی بات کرتے ہیں سر ! مجھے تو آپ کی پولس نے گنہگار کر دیا ۔
6,گلدستہ ! جی بابو جی !
30,کبھی کبھی تو یہ بھی طے کرنا مشکل ہو جاتا ہے کہ تمھاری چائے زیادہ میٹھی ہے یا تیری آواز ، کہیں تو چائے میں کلی تو نہیں کرتا ۔
4,ابے اوئے گلدستے !
5,آیا سیٹھ ، آیا ۔
25,چائے کی پتّی اور شکّر رکھ اور سن ان لوگوں کے پیسے اچھے سے دھیان میں رکھنا ، تو ہمیشہ بھول کر جاتا ہے ۔
22,کیا ہے سیٹھ جی ! قدردان لوگ ہیں اور سچی قدر کرنے والے تو اس دنیا میں بہت کم ہوتے ہیں ۔
8,ابے جا ، ان سے پیسے لے ۔
15,کیا ہے سیٹھ جی کہ آپ تو میری تنخواہ میں سے پیسے کاٹ لینا ۔
22,جیوتی ! وہ جو تیرے کلاس میں لڑکی ہے نا جس کی نیلی نیلی آنکھیں ہیں ، بھورے بھورے بال ہیں ۔
11,وہی جو پچھلے سال کالج میں کوین ہوئی ، نیکیتا ؟
10,ہاں ، ہاں اس سے پہچان کروا دینا پلیز ۔
20,میں تو تمھاری جان پہچان نیکتا سے کروا دوں گی ، لیکن تمھیں بھی ایک کام کرنا پڑے گا ۔
21,معاف کیجئے ، میں آپ سے پوچھتی ہوں بھائی صاحب ، آپ اپنی نشا کی شادی کر دینگے راجیش سے ؟
20,بھائی صاحب ! میں کہتی ہوں کہ سویٹی نے جو شرط رکھی ہے اس میں حرج ہی کیا ہے ؟
18,ارے ایک بچے کو لے کر اتنا بڑا بکھیڑا بنا رکھا ہے ، ارے بچوں کا کیا ؟
10,راجیش بیٹا ! بچے تو پل ہی جاتے ہیں ۔
15,چھی ! تمھارے اسی سلوک کی وجہ سے بھاگوتی آج تک ہم بےاولاد رہے ۔
21,اس کی بات بھی صحیح ہے ، کسی انجان لڑکی کو بنا دیکھے بھالے کیسے سونپ دیں اپنے جگر کا ٹکڑا
13,پاپا ! منے اور میرے لئے پوجا کی یادیں ہی کافی ہیں ۔
23,زندگی میں سہارے کی ہر قدم پر ضرورت پڑتی ہے اور پھر اولاد کی صحیح پرورش ایک بہت بڑی ذمہ_داری ہے بیٹے ۔
21,لیکن منے کے لئے کوئی ایسی ماں بھی آ سکتی ہے پاپا جو آگے جا کر اسے پرایا کر دے ۔
26,نشا جب سے یہاں آ کر گئی ہے یہیں کی باتیں کرتی ہے اور منا تو صبح و شام اسی کی گود میں رہتا ہے ۔
26,بس ایک بار نشا سے پوچھ لو اور اگر اس نے ہاں کر دی تو اس کی شادی بھی بہت دھوم _ دھام سے کرینگے ۔
20,نشا ! منّے کے لئے جو قدم تم نے اٹھایا ہے ، اس کے لئے میں تمھارا احسان_مند ہوں ۔
27,بھگوان ! آج کوئی ایسا کرشمہ کریے ، ایسا کرشمہ کہ دنیا میں لوگوں کا آپ کے تئیں اعتماد اور بڑھ جائے ، اور بڑھ جائے ۔
27,کاکا ! یہ آپ کا لاڈلا جہاں چھوٹی سے چھوٹی بات مجھ سے پوچھا کرتا تھا آج اتنی بڑی بات اپنے دل میں چھپا لے گیا ۔
25,میں تم سے پوچھتا ہوں نشا ، اگر تم منّے کو اس کی چاچی بن کر اپناتی تو کیا تمھاری ممتا کم ہو جاتی ؟
25,سچ مانو تو غلطی میری ہی تھی پوجا ، میں ہی نہیں سمجھ پایا کہ تم مجھے کیا کہنا چاہ رہی تھی جاتے وقت ۔
22,کیلاشناتھ ! پچھلے جنم میں ضرور میں نے کچھ کارِخیر کئے ہونگے ، خوش ہو گیا میں ایسا داماد پا کر ۔
7,کون ؟ کون ہو تم لوگ ؟
11,اتنی رات گئے ہمارے گھر میں کیا کر رہے ہو ؟
7,ہمیں لٹیا پٹھان نے بھیجا ہے ۔
19,آج قرض چکانے کا آخری دن تھا لیکن تم نے چکایا نہیں ، اسلئے یاد دلانے آئے ہیں ۔
19,ہاں ، ہاں ، یاد دلانے کی ضرورت نہیں NULL ، جب ہمارے پاس ہوگا تب دے دینگے ۔
20,تم نے تو کہا تھا کہ جب تیری بیٹی اسٹیج پر گانے لگے گی ، پیسا برسنے لگے گا ۔
23,اس کے تو 25 شو ہو چکے ہیں ، لیکن تیری موسمی برسات کا ایک آدھ چھینٹ بھی ان تک نہیں پہنچا ۔
21,سنو شیام لال ! اگر کل 12 بجے تک پیسے نہیں پہنچے تو یاد رکھنا تیرا موسم خراب کر دینگے ۔
4,دھمکی دیتے ہو ؟
32,دھمکی نہیں یہ تو فقط دستخط ہے ، پورا دستاویز تو کل لکھا جائیگا اور تب تک لکھا جائیگا جب تک تیرے جسم میں خون ہے اور ہماری قلم میں دم ۔
32,ائیو ، کیسا بات کرتا شیام _ لال جی ! ہم نمبر ایک کا ، نمبر دو کا سب پیسہ دے دیا سر ، پچاس ہزار روپیہ اور اوپر سے مانگتا ۔
14,کرشنامورتی ! وہ سب ہم نہیں جانتے ، ہماری بات بالکل سیدھی ہے ۔
13,اگر پچاس ہزار روپئے نہیں ملینگے تو موہنی رہرسل میں نہیں آئیگی ۔
18,کیا ہوا کرشنامورتی ! آپ بڑے پریشان نظر آ رہے ہیں ، سب ٹھیک تو ہے نا ؟
16,سر ! وہ شیام _ لال جی پچاس ہزار روپئے اوپر سے اور مانگتا سر !
31,ہاں ، شیام _ لال جی ! ارے آپ کی بیٹی جیسی عظیم فنکار کے لئے پچاس ہزار روپئے کیا چیز ہے ، آپ جب چاہیں لے جا سکتے ہیں ۔
24,شیام _ لال جی ! آپ موہنی کو لے کر ہمارے گھر پر آ جائے گا ، میں آپ کو وہیں پیسے دونگا ۔
12,یہ رہے آپ کے پچاس ہزار ، ارے گن تو لیجئے ۔
14,ارے سکسینا ! یہ سب کلرکی کے کام شیام _ لال نہیں کرتا ۔
22,زیادہ ۔ کم ہوا تو قسم کاشی وشوناتھ کی ، تم کو بہت افسوس ہوگا ، اچھا تو ہم چلتے ہیں ۔
11,ارے شیام _ لال جی ! سوکھے سوکھے ہی چلینگے ۔
18,موہنی کو رہرسل پر جانے دیجئے ، آپ تو ہمارے ساتھ بیٹھئے ، ذرا گلا تر کرینگے ۔
5,ہم ابھی آتے ہیں ۔
12,ارے لاؤ سکسینا ، لاؤ گلاس دو ، واہ چیئرس چیئرس ۔
27,بڑکے کے اڈّے پر پولس کی دھاؤ پڑی ہے منّا بھائی ! پھر بھی اپُن مال بچائی کر رہا ہے ، یہ رہا آج کا ہفتہ ۔
21,ارے مہینے کے آخری دن چل رہے ہیں نا منّا بھائی ! اسلئے کوئی تین پتّے کھیلنے آتا ہی نہیں ۔
18,تیری زندگی اور موت کے بیچ کا فاصلہ منّا کے چاقو کی دھار سے زیادہ نہیں ہے ۔
15,آئندہ کبھی جھوٹ بولا تو پتہ لگانے کے لئے بھی ہاتھ نہیں بچیں گے ۔
19,جلدی کرو ، جلدی کرو ، ٹائم کھوٹی مت کرو ، پولس اسٹیشن میں حاضری دینے جانا ہے ۔
19,اے پکیا ! تم لوگ ابھی یہیں ہو ، تم لوگوں کی اسٹرائک ہے کہ ریلوے کی اسٹرائک ۔
33,میں بتاتا ہوں منا بھیّا ! اپنے یہاں ایک نوی گینگ آئلی ہے ، اسٹیشن کے پاس ہنومان گلی میں پِھرتی ہے ، اور اندھیرے میں آ کر دھندا لوٹ لیتی ہے ۔
4,کس کی گینگ ؟
24,کوئی مکٹ بہاری نام کا آدمی ہے ، باہر گاؤں سے خون کر کے آئلا ہے ، وہ ہی ان کا دادا ہے ۔
14,ایک بات پوچھوں ، آج ہمیں یہ پھول کس خوشی میں ملے ہیں ۔
28,دراصل نشاجی ، جب بھی ہم ملے ہیں صرف لڑے ہیں ، جھگڑے ہیں ، پھولوں سے اچھا کیا طریقہ ہوتا ہے یہ پہچان آگے بڑھانے کا ۔
18,اچھا یہ بتائیے ، شادی میں وداعی ہوتے وقت آپ نے ہم سے معافی کیوں مانگی تھی ؟
14,اگر میں آپ کو سچ _ سچ بتا دوں تو آپ ہنس دینگے ۔
13,کبھی کبھی انسان کو کسی سے پہچاننے میں غلطی ہو جاتی ہے ۔
15,آپ ویسے نہیں ہیں جیسے ہم نے آپ کو پہلی ملاقات میں سمجھا تھا ۔
15,کیا بات ہے ٹفی ! پہلے پھول پھر چاکلیٹس ، کوئی خاص دن ہے ۔
14,آج پہلی بار کوئی لڑکی ہماری کار کی فرنٹ سیٹ پر بیٹھی ہے ۔
26,لوگ کہتے ہیں کہ سب کی زندگی میں یہ دن ضرور آتا ہے ، آج یہ خاص دن ہمارے حصہ میں آیا ہے نشا جی ۔
18,ہم آپ سے ہماری خفیہ باتیں بتا رہے ہیں اور آپ ہیں کہ کامک لئے بیٹھی ہیں ۔
13,سفر میں پڑھنے لکھنے کی اجازت نہیں بلکہ گاتے بجاتے چلنا چاہیئے ۔
25,ویسے بھی جب سے آج ہم نے آپ کو چھت پر گاتے ہوئے سنا ہم تو آپ کی گائیکی کے پرستار ہو گئے ہیں ۔
16,ٹفی ! اس کے پہلے کہ تیسری کامک کھلے ، لگتا ہے امپریشن جمانا پڑیگا ۔
12,لیجئے ، ممی نے آپ کے لئے خط بھی بھیجا ہے ۔
13,لائقِ احترام سمدھی جی ، توقع ہے کہ آپ سب بخیریت ہونگے ۔
21,آج پریم سے مل کر بڑی خوشی ہوئی ، اب ایک بار راجیش بابو کو بھی یہاں ضرور بھیج دیجئے ۔
11,لیجئے ، پروفیسر صاحب بھی کچھ کہنا چاہ رہے ہیں ۔
13,یار کیلاشناتھ ، سنا ہے آجکل تم دھوتی والے ہو گئے ہو ۔
18,روز صبح شام اپنی بہو سے راماین سنتے ہو ، ہم اتنے بوڑھے تو نہیں ہوئے یار ۔
10,تمھارے لئے ایک نیا سوٹ پیس بھجوا رہا ہوں ۔
16,بچے کے جنم کی خوشی پر دونوں دادا نانا ایک سی ڈریس میں ناچیں گے ۔
18,ارے بڑے بھیّا آئیے ، آئیے ، سب مہمان آ گئے ، بھولا جی بھی آ گئے ۔
22,ارے دوپہر سے ہی آئے ہوئے ہیں ، ہماری تو بہت اچھی قربت ہو گئی ہے آپ کے سالے بابو سے ۔
20,آج تو آپ بہت اچھے لگ رہے ہیں ، بھیّا چلئے نہ ہمارے ساتھ اوپر ، اوپر چلئے نا ۔
19,بس ، جو بھی آپ کہتی ہیں ، جو بھی آپ کرتی ہیں ہمیں سب اچھا لگتا ہے ۔
26,کاکا ، یہ دیکھئے ، فارین سے ابھی - ابھی فیاکس آیا ہے ہمارے وہاں کے کالیبریٹرس کو ہماری نئی اسکیم بہت پسند آئی ہے ۔
19,بھائی صاحب ! یہ اسکیم اسی فیکٹری کی ہے نا جو آپ پریم کے لئے لگوا رہے ہیں ۔
16,پوجا ! کچھ فائنل بات _ چیت کے لئے مجھے وہاں بلایا ہے انھوں نے ۔
13,بھیّا ! بھابھی کی ڈلیوری اب کسی بھی وقت ہو سکتی ہے ۔
30,اس وقت انھیں سب سے زیادہ ضرورت آپ کی ہے اور ایسے موقع پر انھیں یوں اکیلا چھوڑ کر آپ کو میری وجہ سے فارین جانا پڑ رہا ہے ۔
27,کہہ رہا ہے کہ اب ڈلیوری کسی بھی وقت ہو سکتی ہے اور ایسے موقع پر اس کی وجہ سے مجھے فارین جانا پڑ رہا ہے ۔
26,پریم ! کاکا جی کے ساتھ ساتھ ہم سب نے ایک خواب دیکھا ہے کہ تم دنیا میں خوب ترقی کرو ، خوب نام کماؤٔ ۔
12,اسی خواب کی تعبیر کرنے تو جا رہے ہیں تمھارے بھیّا ۔
5,اور رہی میری بات ؟
15,تو جب تم یہاں ہو کیا مجھے کسی چیز کی فکر کی ضرورت ہے ؟
13,دیور سے بڑھ کر کیا کوئی دوست ہوتا ہے بھابھی کے لئے ؟
17,بہو ! راجیش کو کافی دن ہو گئے ہیں ، کچھ آنے کی خبر وبر آئی ۔
19,بھابھی صاحب ! آج ہی میری اس سے بات ہوئی ہے ، کام ختم ہونے کو ہی ہے ۔
22,تم بھی کمال کرتی ہو خدا ، وہ وہاں کام کرنے گیا ہے اور تم نے نیل_پالشوں کی لسٹ تھما دی ۔
17,جب سے راجیش گیا ہے ، دفتر کا سارا کام اسی نے تو سنبھالا ہوا ہے ۔
19,نشا ! ذرا پریم کو دفتر فون تو لگا ، ذرا پوچھو تو وہ کب آ رہے ہیں ؟
27,ہمیں آتے آتے ٹائم لگ جائے گا ، بھابھی سے کہئے کہ وہ آرام کریں ، للو سے کہئیے کہ ہمارا کھانا بنا کر رکھ دے ۔
17,سبزیاں چننے میں اتنا وقت لگاتے ہیں ، نہ جانے آفس میں کام کیسے کرتے ہونگے ؟
20,آپ کے ہاتھوں میں جادو ہے نشا جی ، آج پہلی بار ہم نے اتنا اچھا حلوہ کھایا ہے ۔
31,آپ بھی سوچتے ہونگے کہ عجیب پاگل ہے ، آپ کی گائیکی کا پرستار ہے ، ڈانسنگ کا فین ہے اور اب آپ کی کُکنگ کا بھی فین ہو گیا ۔
17,آپ میں ایک کمزوری بھی ہے ، آپ کسی کی بات بڑی جلدی مان لیتے ہیں ۔
28,آپ بھی کمال کرتی ہیں نشا جی ، جب ہم آپ سے کچھ پوچھنا چاہیں تو آپ ہمیں روکتی ہیں جب چپ ہو جائیں تو ٹوکتی ہیں ۔
