dropped,sentences
کرتی تھی,سماچار بھارتی ۱۴ دفاتر اور ۱۷ ٹیلی_پرنٹر مراکز کے ذریعہ روزانہ تقریباً ۳۰ ہزار الفاظ کی خبریں جاری کرتی تھی ۔
کرنے ملا کر کرائی,ایمرجنسی کے دوران خبر کی نشر و اشاعت پر زیادہ کنٹرول لاگو کرنے کے لئے حکومت نے ملک کی دو اہم انگریزی خبر ایجنسیوں پی_ٹی_آئی اور یو_این_آئی اور ہندی کے ہندوستان سماچار اور سماچار بھارتی کو ملا کر ایک نئی سماچار ایجنسی ` سماچار ` کی تشکیل کرائی ۔
ہو گیا,اس طرح سبھی بین_الاقوامی اور اندرونی خبر ایجنسیوں پر ایک ہی خبر ایجنسی کا کنٹرول ہو گیا ۔
آئی کر کے کر دیا,ایمرجنسی کے بعد جب ۱۹۷۷ میں عوامی سرکار اقتدار میں آئی تو اس نے ` سماچار ` کو ختم کر کے پہلی حالت کو بحال کر دیا ۔
کی,اس درمیان یو_این_آئی نے مئی ۱۹۸۲ میں ہندی خدمات یونیوارتا شروع کی ۔
لینے لگے,جلد ہی ۲۰۰ اخبارات اس کی خدمت لینے لگے ۔
رہا ہے,شروع سے ہی یونیوارتا کا مقصد رہا ہے ، سچی خبریں ، جلد خبریں اور آپ کی زبان میں خبریں ۔
دیتی ہیں,وارتا اپنی خدمات میں علاقائی ، قومی ، بین_الاقوامی ، معاشی ، کھیل کود سبھی طرح کی خبریں دیتی ہیں ۔
ہے,یونیوارتا اس وقت ہندی کی پیش_رو خبر ایجنسی ہے ۔
کی,یونیوارتا کے جنم کے کچھ سال بعد پی_ٹی_آئی نے بھی ۱۹۸۶ میں اپنی ہندی خدمات ` بھاشا ` نام سے شروع کی ۔
تھے,` بھاشا ` کے پہلے مدیر وید پرتاپ ویدک تھے ۔
رہے ہیں,دنیا کے مختلف جمہوری ممالک میں سیاستدانوں اور صحافیوں کے درمیان گہرے رشتے رہے ہیں ۔
رہے ہیں,سیاسی پارٹیوں اور سیاستدانوں کے اپنے اخبار بھی رہے ہیں ۔
بن گئے تھے,برطانیہ کے ` ہاوس آف کامنس ` میں قریب ڈیڑھ سو سال پہلے چھ اخباروں کے مالک ممبر بن گئے تھے ۔
ہو گئی,پھر یہ تعداد دوگنی ہو گئی ۔
چن کر بھیجا,عوام نے بھی ۳۰ - ۴۰ صحافیوں کو چن کر پارلیمنٹ بھیجا ۔
رہ چکے ہیں,۱۹۵۹ کے بعد برطانوی پارلیمنٹ کے ہر انتخاب میں ۱۰۰ سے زیادہ امیدوار صحافی رہ چکے ہیں ۔
بن پائی,ہندوستان میں سیاستدانوں اور صحافیوں کے درمیان رشتوں کی کوئی قواعد آج تک نہیں بن پائی ۔
جگانے نکالے,حصولِ آزادی سے قبل اور بعد کے ابتدائی برسوں میں کئی سیاستدانوں نے آزادی کی جوت جگانے کے لئے اخبار نکالے ۔
بڑھنے لگی بنتے بگڑتے رہے,اخباروں کی پیشہ_واریت بڑھنے لگی اور اسی نظریے سے رشتے بنتے و بگڑتے رہے ۔
پا گئے بن گئے,کبھی سیاسی مدیر کا عہدہ پا گئے تو کبھی اچھے صحافی سیاستدان بن گئے ۔
بن کر رہ گئے,کچھ لوگ اس چکر میں مالکان اور وزراء کے درمیان محض کڑی بن کر رہ گئے ۔
اٹھایا بدلنے نکال پھینکنے کی,چالاک اخبار مالکان نے ایسے صحافیوں کا فائدہ اٹھایا لیکن سیاسی نقشہ بدلنے پر انھیں مکھی کی طرح نکال پھینکنے میں دیری نہیں کی ۔
آنے مانا,کانگریس کے بعد اقتدار میں آنے والی اہم پارٹی بھارتی جنتا پارٹی کے رہنماوں نے بھی عہدبند صحافت کو اہم مانا ۔
دی گئی,قومیت کے نام پر اپنے پسندیدہ صحافیوں اور اخباروں کو سب سے زیادہ اجرت دی گئی ۔
ہوتی رہی ہے کرنے ہو رکھا جائے,اس بات کی کوشش ہوتی رہی ہے کہ اقتدار کی تیکھی نکتہ_چینی کرنے والوں کو مخالف سیاستداں کی طرح جہاں تک ممکن ہو دور رکھا جائے ۔
رہی ہے کرنے لگتے ہیں,سیاستدانوں میں سب سے بڑی بیماری یہ رہی ہے کہ وہ اپنی ہر نکتہ_چینی کے پیچھے سازش کی بو محسوس کرنے لگتے ہیں ۔
کر دیا جاتا تھا کرنے کیا جانے لگا,کانگریس راج میں جیسے ہر چھوٹے بڑے حادثے کے لئے سی_آئی_اے کا ہوا کھڑا کر دیا جاتا تھا اسی طرح غیرکانگریسی راج میں سیکولرزم کے آدرشوں کی بات کرنے والوں کو مجرم کی طرح پیش کیا جانے لگا ۔
دینے لگتے ہیں,کچھ رہنما اپنے غلط کاموں کی نکتہ_چینی کو تب کے سرمایہ_دار پریس کی سازش کا نام دینے لگتے ہیں ۔
کر سکتی کی,کوئی بھی سیاسی جماعت یہ دعویٰ نہیں کر سکتی کہ اس نے تقسیمی عناصر کو بھنانے کی کوشش نہیں کی ۔
دیا گیا,صحافت میں بھی اس طرح کے تقسیمی عناصر کو بڑھاوا دیا گیا ۔
جڑ گئی,ایک طرح سے صحافت فوری سیاست سے جڑ گئی ۔
آئیں گھس گئیں,لہٰذا فوری سیاست میں جو تقسیمی قوتیں سطح پر آئیں وہ صحافت میں بھی اندر تک گھس گئیں ۔
کرنا کر رہے ہیں پا لے گی ہے,اسلئے صحافت سے یہ توقع کرنا کہ جو تقسیمی عناصر سیاست میں کام کر رہے ہیں ان پر قابو پا لے گی یہ ممکن نہیں ہے ۔
ہے,کچھ اتا پتا معلوم ہے تیرے کو ؟
NULL دکھا چل رہا ہے پہچاننا ہے,کچھ نہیں ، اور اندھیرے میں ان کا تھوبڑا تک نہیں دکھا اور آجکل گلی میں نوراتری کا ڈانڈیا چل رہا ہے ، اسے بھیڑ میں پہچاننا بھی مشکل ہے ۔
ہے,تم میں سے مکٹ بہاری کون ہے ؟
کروا لے آنا,مکٹ بہاری ! چپ _ چاپ یہاں سے اپنا راشنکارڈ ٹرانسفر کروا لے اور صبح کے بعد یہاں نظر مت آنا ۔
آیا ہے آ جاؤ آ پڑی ہے,تار آیا ہے ، منا بھیّا جلدی گھر آ جاؤ ، بہت بڑی مصیبت آ پڑی ہے ۔
لٹ گئی چلا تھے,ساری دوکانیں لٹ گئی اور آج تک ہماری پولس فورس کو یہ پتہ نہیں چلا کہ وہ لوگ کون تھے ؟
ہے تھی ہے لے کر گیا ہے چل سکا,صرف اتنا پتہ ہے کہ لوٹیا نام کے خطرناک مجرم کی گینگ تھی ، جس کی تلاش پولس کو پہلے سے ہے ، مگر وہ موہنی کو کہاں لے کر گیا ہے اس کا پتہ تک نہیں چل سکا ۔
ہوئی تھیں چلا,وہاں سے جو موٹرسائکلیں برآمد ہوئی تھیں ان کے مالکوں کا کچھ پتہ چلا ؟
کی ہوئی تھیں,سر ! وہ سب چوری کی ہوئی موٹر سائکلیں تھیں ۔
ملا ہے ہوا ہے,سر وائرلس پر ایک پیغام ملا ہے کہ ایک شہربدر اپنے علاقے میں داخل ہوا ہے ۔
ہے,کون ہے وہ ؟
ہے,منا نام ہے اس کا ۔
ہوا تھا,آج سے سال پہلے اس علاقے سے اسے شہربدر کا حکم ہوا تھا ۔
رہی,یہ رہی اس کی فائل ۔
ہے ہو گیا,یہ تو مہیش دیشمکھ ہے ، منا کیسے ہو گیا ؟
جانا جاتا ہے کاٹ چکا ہے,سر ! وہ اس علاقے میں منا کے نام سے جانا جاتا ہے ، اس سے پہلے خون کے جرم میں ایک سال کی سزا کاٹ چکا ہے ۔
کہتی ہے ہے کہتی ہے تھا مر مٹنے تھا,فائل کہتی ہے کہ یہ خطرناک مجرم ہے ، مگر میری یادداشت کہتی ہے کہ یہ معصوم ، جذباتی مگر جوشیلا نوجوان تھا جو اپنے ملک کے لئے مر مٹنے کو تیار تھا ۔
جانتے ہیں,آپ اسے جانتے ہیں سر ؟
جانتا تھا تھی,جانتا تھا دو سال پہلے میری پوسٹنگ ناسک میں تھی ۔
تھا کرتے تھے,میرے تھانے کے سامنے سنسان گلی میں ایک بینک تھا ، جس میں اس کے ماں _ باپ دونوں نوکری کرتے تھے ۔
ہے ملا تھا,مجھے وہ دن ابھی تک یاد ہے جس دن میں مہیش سے پہلی بار ملا تھا ۔
کہا تھا جیت کر دکھاؤں گا دیکھئے,بابو جی ! بابو جی ! میں نے آپ سے کہا تھا نہ کہ میں بیسٹ نیوی کیڈٹ کا کپ جیت کر دکھاؤں گا ، دیکھئے ۔
,بیسٹ نیوی کیڈٹ کا کپ ؟
ہیو ڈن ہیو ڈن,ہاں ماں ! بیسٹ نیوی کیڈٹ کپ ، آئی ہیو ڈن اٹ ڈیڈ ، آئی ہیو ڈن اٹ ۔
کھلانی پڑے گی کر دی ہے,دیشمکھ صاحب ! اب تو مٹھائی کھلانی پڑے گی ، آپ کی تمنا آپ کے بیٹے نے پوری کر دی ہے ۔
ہوئی ہونے دیجئے,ہاں ، میری تمنا تو پوری ہوئی ، اب مہیش کا خواب بھی تو پورا ہونے دیجئے ۔
بننا چاہتے ہو,کیا بننا چاہتے ہو مہیش ؟
ہونا چاہتا ہوں بننا چاہتا ہوں,میں نودل میں شامل ہونا چاہتا ہوں سر ، ایڈمرل بننا چاہتا ہوں ۔
,اچھا ، دیٹس ویری گڈ ۔
جانے گھس گیا ہے مر مٹنے کرتا رہتا ہے,بچپن سے ہی نہ جانے اس کے دماغ میں کیا گھس گیا ہے ، دیش کے لئے مر مٹنے کی باتیں کرتا رہتا ہے ۔
رہا ہوگا ہو گیا,ضرور پچھلے جنم میں حب_الوطن رہا ہوگا ، جو ملک کی آزادی کے لئے شہید ہو گیا ۔
چلتا ہوں ملینگے,اچھا ماں میں چلتا ہوں ، شام کو گھر پر ملینگے ، اچھا ۔
دیکھو کھا رہا ہوں کرنا ہے,دیکھو ، میں بیس سال سے اس بینک کا نمک کھا رہا ہوں اور ان کے پیسوں کی حفاظت کرنا میرا فرض ہے ۔
دینی پڑی NULL,فرض کے ليے مجھے اگر جان بھی دینی پڑی تو مجھے اس کی فکر نہیں ۔
جا رہی ہے ہو سکتا ہے,وہ عورت بینک کے اندر جا رہی ہے سر ! ان کی جان کو خطرہ ہو سکتا ہے سر ۔
کرو چلے جاوء ملے بھیج دینا,تم ایسا کرو یہاں سے چلے جاوء ، راستے میں اگر پولس ملے تو میرے پاس بھیج دینا ۔
پھنسے ہوئے ہیں چلا جاؤں,سر ! میری ماں اور بابو جی اندر پھنسے ہوئے ہیں اور میں یہاں سے چلا جاؤں ۔
دیکھو ہیں چل سکتی ہے ہو سکتا ہے سمجھے,دیکھو ان لوگوں کے پاس بندوقیں ہیں ، کبھی بھی گولی چل سکتی ہے اور تمھاری جان کو خطرہ ہو سکتا ہے ، سمجھے ۔
لڑنے دینے ہے NULL,کیا برائیوں اور گناہوں کے خلاف لڑنے اور جان دینے کا حق صرف آپ وردی والوں کو ہے ، ہم لوگوں کو نہیں ؟
,کیوں سر ؟
لکھ دی تھی پہنی تھی,ویسے میں نے اپنی جان ملک کے نام اسی دن لکھ دی تھی سر جس دن میں نے یہ وردی پہنی تھی ۔
جانے روکنا ہے,سر ! اس عورت اور بچی کو بینک کے اندر جانے سے روکنا بہت ضروری ہے سر ۔
دیکھ کر چلا سکتے ہیں جا کر لے آتا ہوں,آپ کی وردی دیکھ کر ڈاکو گولی چلا سکتے ہیں ، میں جا کر عورت کو واپس لے آتا ہوں سر ۔
گو دیجئے,پلیز گو می آرڈر سر ! آپ مجھے حکم دیجئے ، پلیز سر ۔
بدل گیا تھا کرتے دیکھا تھا,مہیش کی سب سے خوشی کا دن منٹوں میں سب سے دکھی دنوں میں بدل گیا تھا ، زندگی کو اس سے بڑا مذاق کرتے میں نے نہیں دیکھا تھا ۔
لے کر چلا گیا تھا ہونے لگا سہنے بڑھ گئ ہے,کچھ دنوں میں مہیش اپنی بہن کو لے کر ممبئ چلا گیا تھا ، مگر اس دن کے بعد محسوس ہونے لگا کہ میرے درد کو سہنے کی طاقت بڑھ گئ ہے ۔
چھان مارو جانے کر دو پکڑا جانا ہے,خیر ، شہر کا کونا کونا چھان مارو اور باہر جانے والے راستے بند کر دو ، اس آدمی کا پکڑا جانا میرے لیے بہت ضروری ہے ۔
جاننا چاہتا ہوں بن گیا,کیونکہ میں یہ جاننا چاہتا ہوں کہ یہ مہیش سے منا کیسے بن گیا ؟
ہونے ہیں لگا ہوا ہے,جیوتی ! ابھی ایک سال پورے ہونے میں چار دن باقی ہیں ، ابھی تک شہربدر کا سکہ میرے ماتھے پر لگا ہوا ہے ۔
پڑی ہوئی ہے جانتی ہو کاٹ لیتا آ سکتا,پولس میرے پیچھے کتے کے موافق پڑی ہوئی ہے اور تم جانتی ہو جب تک میں سزا کاٹ نہیں لیتا ، میں بمبئ واپس نہیں آ سکتا ۔
بتاؤ بلایا,بتاؤ کس کے لئے بلایا مجھے ؟
لکھتا تھا,یہ عوامی اہمیت کے سوالات پر بہت موثر ڈھنگ سے لکھتا تھا ۔
بلانے کیا تھا,اسی ادارے نے پونا میں کانگریس بلانے کا فیصلہ کیا تھا ۔
لکھتے تھے,مہاراشٹر کے عوامی زندگی کے ایک قسم سے عادی مدیر جناب مہادیو گوند راناڈے بھی اس میں اور ` اندوپرکاش ` میں لکھتے تھے ۔
کرنے ہوئی پھیلا ہو گئے لکھا تھا ہے کچلنا چاہتی ہے,کولہاپور کے دیوان کے خلاف ایک مضمون شائع کرنے پر جناب تلک اور جناب آگرکر کو سزا ہوئی اور بعد میں جب ۱۸۹۷ میں پونا میں پلیگ پھیلا اور کمشنر رینڈ کے مظالم ناقابل برداشت ہو گئے تو لوک مانیہ تلک نے ۴ مئی ، ۱۸۹۷ میں ایک مضمون لکھا تھا - ` بیماری تو بہانا ہے ، حقیقت میں سرکار لوگوں کی روح کو کچلنا چاہتی ہے ۔
ہیں کر رہے ہیں کر رہے ہیں کرنا,مسٹر رینڈ متشدد ہیں اور جو کچھ وہ کر رہے ہیں وہ سرکار کے حکم سے ہی کر رہے ہیں اسلئے حکومت کے پاس گذارش کرنا بیکار ہے ۔
کر دیا تھا,اس طرح کے مضامین کے بعد چاپیکر بھائیوں نے ۲۲ جون کو جناب رینڈ کا قتل کر دیا تھا ۔
دیکھتے ہیں دیا گیا ہے تھے,اس طرح ہم دیکھتے ہیں کہ جن لوگوں کو ہندوستانی قومی کانگریس کے پہلے دن آزادی کے کام میں نمائندوں کی فہرست میں اول مقام دیا گیا ہے وہ ہندوستانی اخبارات کے کچھ مدیر تھے ۔
لکھی ہو ہے,یہ بات صرف محترمہ اینی بیسنٹ نے ہی لکھی ہو ، ایسا نہیں ہے ۔
ہونا مانا گیا,لیکن ان مدیران اور اخبارات کا فقط موجود ہونا ہی کافی نہیں مانا گیا ۔
کیا تھا کی گئی تھی کرے,پہلی کانگریس کی پہلی تجویز مدراس کے ' ہندو ' کے مدیر جی سبرمنیم ایّر نے پیش کیا تھا ، جس میں یہ مانگ کی گئی تھی کہ سرکار ہندوستانی انتظامیہ کی جانچ کے لئے ایک کمیشن مقرر کرے ۔
کہا تھا رکھنے تھے کیا ہےں,محترمہ بیسنٹ نے ان کے متعلق کہا تھا کہ وہ مدراس کے لیڈروں میں سب سے بہادر اور دوراندیشی رکھنے والے رہنما تھے اور انھوں نے جس لائق ستائش تقریر کے ذریعہ اول تجاویز پیش کیا وہ بہت کچھ آج بھی اتنی ہی اہم ہےں ۔
کی ہوا,محترم مدن موہن مالویہ جنھوں نے ` دینک ہندوستان ` کی ادارت کی اور ہفتہ_وار اور روزنامہ ` ابھیودے ` اور دلی کے ہندوستان ٹائمس کو قومی روزنامہ کا خاکہ حاصل ہوا ۔
تھے مانگی گئی تھی کہا تھا ہے مرنے دونگا,پنڈت موتی لال نہرو ` لیڈر ` روزنامہ کے ڈائرکٹر کے پہلے صدر تھے اور ` لیڈر ` سے ضمانت مانگی گئی تھی تو انھوں نے کہا تھا کہ جب تک میرے گھر میں ایک بھی اینٹ ہے تب تک میں ` لیڈر ` کو مرنے نہیں دونگا ۔
کیا,انھوں نے ` انڈپنڈنٹ ` روزنامہ کا قیام کیا ۔
نکلے,لالا لاجپت رائے کی ترغیب سے ` پنجابی ` ، ` وندےماترم ` اور ` پیپُل ` نام کے تین روزنامے لاہور سے نکلے ۔
ہے NULL ہوئ,جہاں تک انقلابی تحریک کا تعلق ہے ، ہندوستان کی انقلابی تحریک بندوق اور بم کے ساتھ نہیں ، اخبارات سے شروع ہوئ ۔
ہیں,جن میں کچھ نام نہایت فخریہ ہیں ۔
تھا,خود ` غدر ` اخبار اپنے آپ میں انقلاب کا بڑا سفیر تھا ۔
نکلنے لگا چھپتی تھیں تھے بھیجی جاتی تھیں,یہ ایک برس کے عہد میں ہی ہندی ، اردو ، پنجابی ، گجراتی ، مراٹھی اور انگریزی میں نکلنے لگا اور کل_ملاکر اس کی لاکھوں کاپیاں چھپتی تھیں اور ہندوستان کے باہر جہاں - جہاں ہندوستانی تھے ، ان کو بھیجی جاتی تھیں ۔
ہے,غیرممالک میں اخبارات کے ذریعہ ہندوستانی آزادی کے لئے کوششوں کی تاریخ کافی پرانی ہے ۔
کی ہوتا تھا دیا جاتا تھا,ہندوستانی قومی کانگریس نے اپنی ابتدا سے ہی برطانیہ میں کانگریس کی ایک شاخ قائم کی ، جس کی جانب سے ` انڈیا ` نام کا ایک اخبار شائع ہوتا تھا اور اس کا خرچ کانگریس کی جانب سے دیا جاتا تھا ۔
نبھایا,` یگانتر ` کے بعد ہندستان میں ` وندےماترم ` اخبار نے قومی تحریک میں بڑا رول نبھایا ۔
کیا تھی,اس کا قیام جناب سبودھ چند ملک ، دیش بندھو چترنجنداس اور بپن چندرپال نے ۶ اگست ۱۹۰۶ کو جناب اروند گھوش کی ادارت میں کیا تھی ۔
ہے نکلے رہتی تھی تھا نکالا ہوتی رہی,جہاں تک ہندی اخبارات کا تعلق ہے ، آغاز میں جو اخبار کلکتہ سے نکلے ، انھیں سرکاری امداد کی توقع رہتی تھی لیکن اس نظر سے سب سے اہم رول بھارتیندو ہریش چندر کا تھا ، جنھوں نے ۱۸۶۸ میں ` کویوچن سُدھا ` نامی شاعری کا ایک رسالہ نکالا مگر بعد میں اس میں نثر بھی شامل ہوتی رہی ۔
نکالا تھے,۱۸۸۵ میں کالاکانکر سے راجا رام پال سنگھ نے ` ہندوستان ` اخبار نکالا جس کے پہلے مدیر جناب مدن موہن مالویہ تھے ۔
تھے NULL کر چکے ہیں بڑھایا,وہ جناب بال کرشن بھٹّ کی روایت کے تھے اور انھوں نے نہ صرف ` ہندوستھان ` کے ذریعہ بلکہ بعد میں دیگر اخبارات کے ذریعہ جن کا ہم ذکر کر چکے ہیں قومی تحریک کو بڑھایا ۔
تھا نکلا,کلکتہ کا ایک مشہور ہندی اخبار ` بھارت مِتر ` تھا ، جو مئی ، ۱۸۷۸ کو پندرہ روزہ اخبار کے بطور نکلا ۔
ہو گیا کیا,بعد میں یہ روزنامہ ہو گیا اور اس اخبار نے قومی تحریک میں بہت بڑا تعاون کیا ۔
نکالا تھا چھپتے تھے,پنڈت سندرلال نے الہ_آباد سے ` کرم یوگی ` ہفتہ_وار نکالا جو شدید نظریے کا اخبار تھا اور جس میں اروند گھوش کے ` کرم یوگی ` اور لوک مانیہ تلک کے ` کیسری ` میں شائع مضامین بھی چھپتے تھے ۔
ہو گئی آ کر کرا دیا,بہت جلد ہی اس کی اشاعتی تعداد دس ہزار ہو گئی اور اس سے تنگ آ کر حکومتِ ہند نے ۱۹۰۸ اور ۱۹۱۰ کے آمرانہ قانون کے تحت اسے بند کرا دیا ۔
نکالا ہوئی بھیجے گئے ہوئی,جناب سندرلال جی کی ترغیب اور تعاون سے جناب شیونارائن بھٹناگر نے اردو کا ` سوراج ` اخبار نکالا جس کے نو مدیر کو ملک غدّاری کے تحت سزا ہوئی اور ایک کے بعد ایک جیل بھیجے گئے کئی کو کالے پانی کی سزا ہوئی ۔
کی رہے,لاہور میں جناب خوشحال چند کھُرسند نے ` ملاپ ` اور جناب کرشن نے اردو اخبارات کی اشاعت کی اور یہ اخبار بھی قومی تحریک کے مبلغ رہے ۔
رہی ہے,پنجاب میں اخبارات کی روایت کافی پرانی رہی ہے ۔
کی,۱۸۸۱ میں سردار دیال سنگھ مجیٹحیا نے جناب سریندرناتھ بنرجی کے مشورے سے جناب شیتلاکانت چٹرجی کی ادارت میں انگریزی اخبار ` ٹربیون ` کی اشاعت شروع کی ۔
کی کر رہے تھے ہوئے تھے ہو گئے رہے,کچھ دنوں تک جناب بپن چند پال نے بھی اس اخبار میں ادارت کی اور بعد میں ۱۹۱۷ میں جناب کالیناتھ رائے ، جو پہلے ` بنگالی ` اخبار میں کام کر رہے تھے اور جو ۱۹۱۱ میں لالا لاجپت رائے کے ` پنجابی ` اخبار کے مدیر ہوئے تھے اس کے مدیر ہو گئے اور دسمبر ۱۹۴۵ تک اس کے مدیر رہے ۔
تھا کرنے دیا ہو,ہندستان کا کوئی صوبہ ایسا نہیں تھا جس نے قومیت کی تبلیغ کرنے والے اخبارات اور صحافیوں کو جنم نہ دیا ہو ۔
نکلا بنا دیا,بمبئی سے ` بامبے کرانیکل ` تو نکلا ہی ، اس کے ہی ، مدیر جناب بی جی ہارنیمین نے ` بامبے کرانیکل ` کو شدید قومیت کا ایک پرزور اخبار بنا دیا ۔
رہے,بہار کے قومی اخبارات میں جناب سچّدانند سنہا کے ذریعہ قائم ` سرچ لائٹ ` اخبار جناب مرلی منوہر سنہا کی ادارت میں قومی تحریک کے بڑے حامی رہے ۔
رہے,بہار کے ہندی اخبارات میں جناب دیوورت شاستری کے ذریعہ قائم ` نوشکتی ` اور راشٹروانی ` ہندستانی تحریک کے اخبار رہے ۔
دیا,` ہفتہ_وار یوگی ` اور ` ہنکار ` نے بھی عوامی بیداری میں تعاون دیا ۔
ہے ہو گیا تھا کرنے نکالنا سمجھا,تحریک آزادی میں صحافیوں کے تعاون کی تاریخ دراصل تحریک آزادی کی تاریخ ہے کیونکہ یا تو اخبار کا مدیر خود آزادی کا رہنما ہو گیا تھا یا رہنما نے اپنے خیالات کو ظاہر کرنے کے لئے اخبار نکالنا لازمی سمجھا ۔
کیا,تحریک آزادی کے دور میں ہی ۸ جون ، ۱۸۵۴ کو کلکتہ سے بابو شیام سندر سین نے ہندی کا پہلا روزنامہ اخبار ` سماچار سدھارورشن ` شائع کیا ۔
نکلتی ہے,شمار میں یہ تاریخ ۹ جون نکلتی ہے ۔
تھا کئے جاتے تھے,یہ ایک ذولسانی اخبار تھا جس میں بنگلہ اور ہندی زبان میں مضمون شائع کئے جاتے تھے ۔
چل جاتا ہے دی جاتی تھی,لیکن عنوان سے ہی پتہ چل جاتا ہے کہ ہندی کو کافی اہمیت دی جاتی تھی ۔
ہوئی ہو چکی تھی,` سماچار سدھاورشن ` کی اشاعت جب شروع ہوئی تب تک ہندستان میں صحافت ۷۵ برس کے تجربے سے متمول ہو چکی تھی ۔
تھا,کولکاتا اس کا منبع اور اہم مرکز تھا ۔
گنے جا سکنے تھے نکل رہے تھے,اگرچہ روزنامہ اخبارات تو اس وقت انگلیوں پر گنے جا سکنے لائق ہی تھے لیکن تب تک ملک کے مختلف مقامات سے الگ الگ زبانوں میں بیسیوں ہفتہ_وار ` پندرہ روزہ ` ماہانہ اخبارات نکل رہے تھے ۔
کرنے نبھا رہے تھے,سماج کو خواندہ ، مطّلع اور راغب کرنے کا رول نبھا رہے تھے ۔
نکل کر اٹھانے لگے تھے,عیسائی مذہب کی تبلیغ اور اس کے انتقام کے عہد سے باہر نکل کر اخبارات و رسائل اور سائنس کے تئیں بیداری ، سماجی اصلاح ، معاشی ترقی اور سیاسی حقوق کے معاملے اٹھانے لگے تھے ۔
دیا گیا ہے دیا گیا ہے,عمدہ_ترین غیرفیچر فلم کا انعام راجاشبیرخان کی فلم ` شیفرڈ آف پیراڈائز ` کو دیا گیا ہے جبکہ سنیما پر عمدہ_ترین کتاب کا انعام بی ڈی گرگ کی ` سائلنٹ سنیما آف انڈیا اے پکٹوریل جرنی ` کو دیا گیا ہے ۔
بنی چھا گئے ہیں,ممبئی دہشت_گردانہ حملے پر بنی ، مشہور فلمکار رام گوپال ورما کی فلم ` دی اٹیکس آف 26 / 11 ` پر کچھ حساس مناظر کی وجہ سے خطرے کے بادل چھا گئے ہیں ۔
ہوئے ہے,ہندستان پر ہوئے بڑے دہشت_گردانہ حملے کی حقیقی کہانی پر مبنی اس فلم کے کچھ مناظر پر حکومت سمیت حفاظتی اور خفیہ ایجنسیوں کو اعتراض ہے ۔
دیکھ کر کرنے کہا ہے,وزارتِ_داخلہ نے مرکزی سنسربورڈ سے فلم کو دوبارہ دیکھ کر کچھ مناظر کا تبصرہ کرنے کو کہا ہے ۔
جڑے رہے دیکھ کر مانا جا رہا ہے کرنی پڑ سکتی ہے,26 / 11 حملے کے بعد تنازعات سے جڑے رہے ورما کی فلم پر سرکاری مصیبتوں کو دیکھ کر مانا جا رہا ہے کہ انھیں کچھ مناظر سے کانٹ چھانٹ کرنی پڑ سکتی ہے ۔
لکھا ہے,اعلیٰ_منصبی ذرائع کے مطابق وزارت داخلہ نے سنسربورڈ کو خط لکھا ہے ۔
کہا گیا ہے ہے,اس میں کہا گیا ہے کہ ملک کی اندرونی حفاظت کی ذمہ_داری وزارت_داخلہ کی ہے ۔
رکھا جائے,لہٰذا اسے ` دی اٹیکس آف 26 / 11 ` کے بارے میں یقین میں رکھا جائے ۔
کرانے کہا ہے,اعتراضات کی فہرست کے ساتھ وزارت نے سنسربورڈ سے کچھ مکالمات اور مناظر میں ترمیم کرانے کو بھی کہا ہے ۔
کیا دکھایا گیا ہے,ذرائع کے مطابق خفیہ محکمے نے سرکار کو آگاہ کیا کہ فلم میں حملے کے دوران ریاستی اور مرکزی سرکاروں کو مایوس اور تذبذب میں دکھایا گیا ہے ۔
ہوئی لینے کرتے اپناتے دکھایا گیا ہے,فلم میں تین دن تک تاج_ہوٹل میں پاکستانی دہشتگردوں کے ساتھ ہوئی خونی جنگ کے دوران سرکار اور حفاظتی ایجنسیوں کو فیصلے لینے میں دیر کرتے اور ڈُہل_مل رویہ اپناتے بھی دکھایا گیا ہے ۔
رہے ہیں,ناناپاٹیکر فلم میں اہم پولس افسر کے رول میں رہے ہیں ۔
کرانے ہیں,فائدوں کے کھیل میں لوگوں کو عام آدمی کی سچی آواز سے واقف کرانے والے بےحد کم ہی لوگ ہیں ۔
گنایا جا سکتا ہے,مشہور طنزنگار اور جانے مانے صحافی انوج کھرے کا نام ایسے ہی کچھ ایک منتخب لوگوں میں گنایا جا سکتا ہے ۔
ہے,` چلّرچنتن ` کے بعد کھرے کا یہ دوسرا طنزیہ مجموعہ ہے ۔
مانتے ہیں کھڑکے ہو کھلے بدلے ہو لکھنے NULL,کھرے خود مانتے ہیں کہ کوئی پتہ نہ کھڑکے ، کسی کے اندر ہلچل نہ ہو ، کوئی گل نہ کھلے ، کوئی نظام نہ بدلے کوئی کھیل نہ ہو تو لکھنے سے بھلا کیا فائدہ ؟
آتا ہے,فائدے کا یہی راز ان کے طنز کی دھار میں نظر آتا ہے ۔
ماننا ہے ہوں ہو جاتی ہے,قلمکار کا ماننا ہے کہ خطرے نہ ہوں تو زندگی بدرنگ ہو جاتی ہے ۔
کئے چلائی ہے,لہٰذا داد یا حقارت کی پرواہ کئے بغیر اس نے قلم چلائی ہے ۔
