bshift,sentences
0,రక్తపోటు ఆడవాళ్లకే వస్తుందా ?
0,ఇది నలభై ఏళ్లుదాటాక వస్తుంది .
1,ఆడామగా రావచ్చు అందరికీ .
0,కానీ ఆడవాళ్లలో ఎక్కువ ణూLL .
0,ఆడవాళ్లకు నియమాలు ఎక్కువ ణూLL .
0,వాళ్లమీద ఒత్తిడి ఎక్కువ ణూLL .
1,అందుకే రక్తపోటు వాళ్లకు వస్తుంది .
0,రక్తపోటు ఎలా వస్తుంది .
0,అని రాములు అడిగాడు .
1,రక్తపోటు ఎలా ? వస్తుంది
1,మనకు ఉంటుంది గుండె .
1,శరీరంలో ఇది అన్ని భాగాలకూ రక్తం పంపుతుంది .
0,మనం బతికి ఉన్నంత కాలం ఇలా జరుగుతుంది .
0,వయసు పెరిగాక రక్తనాళాలలో అడ్డు కలుగుతుంది .
1,అక్కడ ఇది కొవ్వు చేరడం కలుగుతుంది .
0,అప్పుడప్పుడు మనం దేని బాగా ఆలోచిస్తాం .
0,రక్తపోటు పెరుగుతుంది .
0,సాధారణంగా ఉండవలసినంత .
0,ఇది ఎక్కువ ఉన్నా ప్రమాదం ణూLL .
0,తక్కువ ఉన్నా ప్రమాదం ణూLL .
0,మందులు వాడాలి .
0,మానేయకూడదు
0,రక్తపోటు ఎందుకు వస్తుంది .
1,మనసుమీద ఒత్తిడి వస్తుంది పడితే .
0,నిద్ర చాలకుంటే వస్తుంది .
0,ఉప్పు ఎక్కువ తింటే వస్తుంది .
1,బరువు పెరిగితే ఎక్కువ వస్తుంది .
0,చక్కెర జబ్బు ఉంటే వస్తుంది .
0,"తల్లికి , తండ్రికి రక్తపోటు ఉంటే వస్తుంది ."
1,శ్రద్ధ సరైన తీసుకోకుండా గుండె జబ్బు రావచ్చు .
1,జబ్బు మూత్రపిండాల రావచ్చు .
0,పక్షవాతం రావచ్చు .
1,మెదడులో చిట్లుతాయి రక్తనాళాలు .
1,మసకబారుతుంది చూపు .
0,రాములు తులసిని తీసుకుని ఇంటికి వచ్చాడు .
0,ఇప్పుడు రాములుకు విషయాలు తెలిశాయి .
0,తులసికి తెలిశాయి .
0,మందులు వాడితే రక్తపోటు అదుపులో ఉంటుంది . అని తెలుసుకున్నారు .
0,ఏడాదికి ఒకసారి రక్తపోటు పరీక్ష చేయించుకోవాలి .
0,40 ఏళ్లు దాటాక పరీక్షలు చేయించుకోవాలి .
0,శరీరం బరువు పెరగకుండా చూసుకోవాలి .
0,రక్తపోటు ఎక్కువ ఉన్నా ప్రమాదమే ణూLL .
0,తక్కువ ఉన్నా ప్రమాదమే ణూLL .
0,మందులు మానకూడదు .
0,తిండిలో జాగ్రత్తలు పాటించాలి .
0,కోటపాడు ఒక ఊరు ణూLL .
0,ఆ ఊళ్లో సూరిబాబు ఒక రైతు ణూLL .
0,పాడి పంట బాగా ఉంది .
0,పశువులు ణూLL కోళ్లు చాలా ఉన్నాయి .
0,సూరిబాబు కూతురు శారద ణూLL .
0,పెళ్లి అయింది .
0,రోజూ బయట తిరగాలి .
0,గాలి తీసుకోవాలి .
0,ఒంటికి బలం ణూLL అని డాక్టరు అంది .
0,అందుకే శారద గాలికి తిరుగుతున్నది .
1,అలా తిరగడంలో కోడిని ఒక చూసింది .
0,చాలా రోజులు అలాగే ఉంది .
0,ఆ కోడి లేవడం లేదు .
0,మేతకు పోవడం లేదు .
0,అలా గుడ్లు పగిలాయి .
0,పిల్లలు బయటకి వచ్చాయి .
0,వాటిని వదలి .
0,పశువుల పాకలో ఆవు చూడితో ఉంది .
0,ఆవు కడుపు పెరిగింది .
0,ఒక రోజు ఆవు ఈనింది .
0,దూడ కింద పడి లేచింది .
0,పొదుగు పాలు తాగింది .
1,దూడను ఆవు నాకుతోంది .
0,ఆమెకు సందేహం కలిగింది .
0,కోడి గుడ్డు పెడుతుంది .
0,గుడ్డులో పిల్ల ణూLL .
1,ఆవు కడుపులో ణూLL దూడ .
1,ఈ ఎందుకు తేడా ణూLL ?
0,నన్ను మా అమ్మ కన్నది .
0,నేను నా పిల్లను కనాలి .
0,"గుడ్డులో పిల్లకు , కడుపులో పిల్లకు తిండి ఎలా ణూLL ?"
0,ఈ సంగతులు తెలుసుకోవాలి .
0,ఆ రోజు డాక్టరు వచ్చింది .
1,అడిగింది శారద
1,డాక్టరు చెప్పింది వివరాలు .
0,నువ్వు తినే ఆహారం నీ కడుపులో బిడ్డకు అందుతుంది .
1,ఆ గుడ్డులో ఆహారం నిలవ . ఉంటుంది
1,అది చాలా ణూLL బలమైంది .
0,పిల్ల ఈ ఆహారం తీసుకుంటుంది .
1,బయట తరవాత పడుతుంది .
0,కడుపులోని ఆవు దూడకు ఆహారం తల్లి ఆవు అందుతుంది .
0,రక్తంతో ఇది అందుతుంది .
0,ఊపిరి ఇలాగే అందుతుంది .
1,దూడ ఎదిగాక బయట . పడుతుంది
1,మనం కంటాం అలాగే .
0,బిడ్డ తల్లి కడుపులో పెరుగుతుంది .
0,తొమ్మిది నెలలు కడుపులో ఉంటుంది .
0,నెలలు నిండేసరికి అవయవాలు ఎదుగుతాయి .
0,ఈ ఉమ్మనీరు పిండానికి దెబ్బ తగలనివ్వదు .
1,పిండాన్ని జాగ్రత్తగా కాపాడుతుంది .
0,తల్లిని పిండాన్ని ణూLL కలిపేదే బొడ్డు తాడు ణూLL .
0,బొడ్డు తాడు లోపలి పిండానికి అన్నీ చేరుస్తుంది .
0,ఆహారం ణూLL గాలి తల్లి బిడ్డకు చేరుస్తుంది .
0,మాయ బిడ్డ పుట్టినపుడు బయటకు వస్తుంది .
0,మూడు నెలలకు పిండం చూపుడు వేలంత ఉంటుంది .
0,బరువు 20 గ్రాములు ఉంటుంది .
1,కొంచెం అవయవాలు తయారవుతాయి .
0,ఎముకలగూడు కనబడుతుంది కండరాలు ణూLL ణూLL నాడులు కనబడతాయి .
1,రక్తనాళాలు . కనబడతాయి
0,కడుపులో బిడ్డ ఉందని ఇప్పుడు అనిపిస్తుంది .
0,తల్లి మంచి ఆహారం తినాలి .
0,పాలు తాగాలి .
0,బిడ్డ కడుపులో తిరుగుతూ .
0,అయిదో నెల వస్తుంది .
0,బరువు 300 గ్రాములు ఉంటుంది .
1,కాళ్లతో . తంతూ
0,చురుకుగా తిరుగుతూ .
0,ఏడో నెల వస్తుంది .
0,బిడ్డ ఇంకా పెరుగుతుంది .
0,కడుపులో తిరుగుతూ .
0,చాలా కాలం తల ముందు ఉంచుతుంది .
0,బిడ్డ ఉన్న సంచిని బిడ్డ సంచి అంటారు .
0,బిడ్డ సంచిలోనే ఉమ్మనీరు ఉంటుంది .
0,తొమ్మిది నెలలు నిండుతాయి .
0,బిడ్డ సంచి గోడలు కదులుతాయి .
1,పోను పోను నొక్కుకుంటాయి గోడలు .
0,తల్లికి పురుటి నొప్పులు మొదలవుతాయి .
0,ఇలా కొన్ని గంటలు ఉంటాయి .
0,బిడ్డ ఒత్తిడి చేయడంతో ఉమ్మసంచి చితికి .
0,తలుపులు తీసినట్టు .
1,నొప్పులు ఎక్కువ . అవుతాయి
0,బిడ్డ బయట పడుతుంది .
0,ముందు తల వస్తుంది .
0,డాక్టరమ్మ తలను అందుకుంటుంది .
0,నెమ్మదిగా తీస్తుంది .
1,వెంటనే బొడ్డు తాడు కోస్తుంది పొట్టమీద బొడ్డు మచ్చ . మిగులుతుంది
0,ఇపుడు బిడ్డకు గాలి కావాలి .
1,బిడ్డ ఊపిరి మొదటిసారిగా తీసుకుంటుంది .
0,అప్పుడప్పుడు బిడ్డకు ఊపిరి అందదు .
0,అప్పుడు డాక్టరు బిడ్డ తల కిందకు వేస్తుంది .
0,కాళ్లను పట్టుకొని వీపు తడుతుంది .
0,ఒక్కోసారి బిడ్డ తల ముందు రాదు .
1,చేతులు ణూLL తొడలు వస్తాయి ముందు .
1,అప్పుడు చేయాలి ఆపరేషన్ .
0,అలా చేసి బిడ్డను బయటకు తీయాలి .
0,ఒక్కోసారి కవలలు పుడతారు .
0,ఒక గుడ్డు చీలితే ఆ కవలలు ఒకే ఉంటారు .
0,విడిగా పిండం అయితే వేరే పోలికలతో పుడతారు .
0,పురుడు తల్లికీ బిడ్డకూ గండమే ణూLL ణూLL ఇప్పుడు మంచి మందులు వచ్చాయి .
0,కనుక భయం లేదు .
0,తల్లికి ణూLL పిల్లకు బాధ తప్పదు .
0,పుట్టగానే పాప ఏడుస్తుంది .
0,కారణం బయటకు రాగానే వేరే వాతావరణం ణూLL . ణూLL కళ్లకు వెలుగు తగిలి ఏడుస్తుంది .
1,పురుడు గదిలో వెలుతురు . తగ్గించాలి
0,పుట్టగానే తల్లి పొట్టమీద ఉంచాలి .
0,నులి వేడినీళ్లతో కడగాలి .
0,మెత్తని తుండుతో తుడవాలి .
0,తల్లికి దగ్గరగా ఆనించాలి .
1,బిడ్డ తల్లి ఇంతదాక గుండె చప్పుడు వినింది .
0,తొమ్మిది నెలలు వినింది .
0,అందుకే దగ్గరగా ఉంచాలి .
0,మొదట తల్లికి ముర్రుపాలు వస్తాయి .
0,ఇవి బిడ్డను బలంగా ఉంచుతాయి .
0,రోగాలు రాకుండా కాపడతాయి .
0,రొమ్ము పట్టాలి .
0,శారద అంతా వింది .
0,చాలా సంగతులు తెలుసుకుంది .
0,రాములుది నాగాపురం ణూLL .
0,రాములు కూతురు రమ చదువుకుంది .
0,ఇరవై ఏళ్లు నిండాయి .
1,కూతురికి . చేయాలి
1,రాములు . ఆలోచించాడు
0,కొడుకుల వెతికాడు .
1,రాములు కంటికి రంగడు . కనిపించాడు
1,రాఘవులు రంగడు కొడుకు ణూLL .
0,బోలెడంత సంపాదించాడు .
0,పది ఎకరాల పొలం ఉంది .
0,రంగడు రమకు సరైన జోడి ణూLL .
1,కొదువలేదు తిండికి . అని రాములు ఆలోచన ణూLL .
0,మామ చేతిలో పెరిగాడు .
1,చదువు . అబ్బింది
0,రమకు గోపాలంనే చేసుకోవాలని ణూLL ఉంది .
0,విషయం నాయనతో అంది .
1,కాని సంపద . ఉండాలి
0,చదువు ఎందుకు ణూLL .
0,చదువు ఉండాలి .
1,చదువు తెలివిని . పెంచుతుంది
0,చదువుతో ఏదైనా జయించగలం . అని రమ నాయనతో అంది .
1,చదువు ఆదుకుంటుంది ఏరకంగా .
0,"రాములు గోపాలంను , రంగడిని పిలిపించాడు ."
1,నేను ఒక పందెం . పెడతాను
1,"గోపాలం , రంగడు అని సరే తల ఊపారు"
0,రమ చెరి ఒక మూట అందించింది .
1,ఇవి మూటలు నగల ణూLL .
1,మా తాత పొరుగూరిలో . ఉంటాడు
0,ఈ మూటలను మా తాతకు అందించాలి .
0,మూటలతోపాటు చెరి ఒక చీటీ ఇచ్చింది .
0,ఊరికి వెళ్లే దారిలో అడవి ఉంది .
0,తోవలో గుడి ఉంది .
0,చీకటివేళ గుళ్లో గడపండి . అని రమ అంది .
0,"గోపాలం , రంగడు మూటలతో బయలుదేరారు ."
0,గోపాలంకు పందెం గెలవాలని ఉంది .
1,పందెం రంగడికీ గెలవాలని .
0,రమను చేసుకోవాలని .
0,నడక సాగించారు .
0,పగలంతా నడిచారు .
0,చీకటి పడింది .
0,దారిలో గుడి కనపడింది .
0,చీటిలో ఏమీ ఉందో చూడాలని .
0,పడుకునేముందు రంగడు చీటి తీసాడు .
1,ఏం రాసి ఉందో గోపాలంను . అడగాలని
0,కాని తనకు చదువు రాదని తెలిసిపోతుంది .
0,అందుకే అడగలేదు .
0,చీటీ ని జేబులోనే ఉంచాడు .
0,తలకింద మూట ఉంచుకుని నిద్రపోయాడు .
0,కొంతసేపటికి గోపాలం చీటి తీశాడు .
1,గుళ్లో భయం దొంగల ణూLL అని రాసి .
0,గోపాలం నిద్రపోలేదు .
1,గుడి పూజారి పోయాడు ఇంటికి .
1,దాచి మూటను అడిగాడు .
0,పూజారి మూటను లోపల దాచాడు .
0,తరవాత గోపాలం గుడికి చేరాడు .
1,బాగా చీకటి . పడింది
1,దొంగలు . వచ్చారు
0,రంగడి తలకింది మూట తీశారు .
0,నగలు తీసుకుని పారిపోయారు .
1,పోతూపోతూ పోగుచేశారు రాళ్ళు .
0,రంగడి మూటలో ఉంచారు .
1,ఇదంతా జరిగినా రంగడు . లేవలేదు
0,బాగా అలసిపోయాడు .
1,దొంగలు గోపాలం చూశారు మూటకోసం .
0,కాని మూట కనిపించలేదు .
0,దొంగలు రంగడి నగలతో పారిపోయారు .
1,"గోపాలం రంగడు , లేచారు ."
0,గోపాలం పూజారిని కలిశాడు .
0,మూట తీసుకొని గుడికి చేరాడు .
0,తన చీటీలో దొంగల భయం ణూLL అని రాసి .
0,రంగడు తన మూట చూశాడు .
0,లోపల రాళ్లు అగుపించాయి .
1,లేవు నగలు .
0,తన జేబులో చీటి గోపాలంకు ఇచ్చాడు .
1,గోపాలం . చదివాడు
0,దొంగల భయం ణూLL అనే రాసి .
0,రంగడు చేసేది తన ఊరు చేరాడు .
0,గోపాలం తన మూటను రమ తాతకు అందించాడు .
1,గోపాలం గెలిచాడు పందెం .
0,తన చదువే గోపాలంను కాపాడింది .
1,రాములు . ఒప్పుకున్నాడు
0,గోపాలంతో రమ పెళ్లి చేశాడు .
0,ఆ ఊరు శివపురం ణూLL .
0,కొడుకు గోపాలం ణూLL .
0,గోపాలం పనీపాట లేకుండా తిరిగేవాడు .
0,ఏదయినా పని చూసుకో .
0,మేం పోతే ఎలా బతుకుతావు .
1,అని . మందలించారు
1,గోపాలం . అలిగాడు
0,రోషం వచ్చింది .
1,పని బాగా . తిరిగాడు
0,సోములు సంతోషించాడు .
0,"రమ , సీతాలు యాదగిరి కూతురు ణూLL ."
0,యాదగిరిది పొరుగూరు ణూLL .
0,బాగా సంపాదించాడు .
0,రమను గోపాలంను ణూLL తమతో తీసుకుపోవాలని .
0,అదే అడిగాడు .
1,సంతోషం రమకు అయింది .
0,సోములుకు ణూLL అలివేలుకు కొడుకు కోడలు ణూLL తమతో ఉండాలని ఉంది .
0,అందుకే గోపాలం మేం సొంత ఊరు వదలం అన్నాడు .
0,రమకు బాధగా ఉంది .
0,అయినా ఏమీ అనలేదు .
0,చేసేది యాదగిరి సీతాలు ణూLL తమ ఊరు చేరారు .
0,రమను ణూLL గోపాలంను యాదగిరి తీసుకుపోయాడు .
1,రెండు గడిపారు రోజులు .
0,రమకు హాయిగా ఉంది .
1,ఆ ఊరు . రావాలని
0,అదే గోపాలంతో అంది .
1,వినలేదు గోపాలం .
1,గోపాలం ణూLL రమ తిరిగి తమ చేరారు ఊరికి .
1,మూడు అలాగే రోజుల ఉంది .
0,రానురానూ బాధ పెరిగింది .
0,అయినా నయం కాలేదు .
0,గోపాలంకు రోజు రోజుకు పెరిగింది .
0,సోములుకు ణూLL అలివేలుకు కంగారుగా ఉంది .
0,రమకు ఎటూ తోచడం .
1,గోపాలంకు బాధ ఉంది అలాగే .
0,తిండి తినేవాడు .
0,తింటే అరిగేది .
0,సోములుకూ ణూLL అలివేలుకూ అనుమానం ణూLL .
0,గోపాలం అత్తా ణూLL మామే చేశారు .
0,అని అనుమానం ణూLL .
1,దీపావళికి తీసుకుపోయారు గోపాలంను .
0,ఆ నాటి ఇదే వరుస ణూLL .
0,తీసుకుపోయి ఏదో చేశారు .
0,వీడికి ఏదో తినిపించాడు .
0,గోపాలంను తమకు కాకుండా చేయాలి . అనే ఇలా చేశారు . అని సోములు అలివేలు ణూLL అనుమానం ణూLL .
1,రమ కబురు నాయనకు చేసింది .
0,యాదగిరి గోపాలంను చూశాడు .
1,నీరసంగా . ఉన్నాడు
0,మా ఊరికి తీసుకుపోతాను .
1,దవాఖానాలో . చూపెడతాను
0,మంచి మందులు వాడాలి .
1,అని సోములుతో . అన్నాడు
0,సోములుకు ణూLL అలివేలుకు కోపంగా ఉంది .
0,ఇదంతా యాదగిరి పనే ణూLL .
0,మా కొడుకు మాకు కాకుండా చూడాలని .
0,మీరే మందు తినిపించారు .
1,బాధలో అని అన్నారు .
0,దవాఖానాకు తీసుకుపోవాలి .
0,విబూదికి నయం కాదు . అని యాదగిరి ఎంతో బతిమాలాడు .
0,యాదగిరి బతిమాలాడు .
0,మీ దవాఖానా అవసరం లేదు .
0,మా ఊరి దాసుకు చూపెడతాను .
0,దాసు చేతివాటం మంచిది ణూLL .
0,విబూది పెడతాడు .
1,ఏదయినా సోకితే తొందరగా అవుతుంది నయం .
0,మందు పెడితే వెంటనే తెలిసిపోతుంది .
1,దాసుకు మా అంత మహిమ ఉన్నది .
0,అని సోములు అన్నాడు .
0,సోములు దాసుకు అంతా తెలిపాడు .
0,వాడు రమను గోపాలంను ణూLL పిలిచాడు .
0,ముగ్గు వేశాడు .
0,ఏదేదో అన్నాడు .
0,కూచోబెట్టాడు .
0,ఇట్లా రోజంతా చేశాడు .
1,మూట వాటిని కట్టాడు ముగ్గులో ఉంచాడు .
0,ఇంకా చదువుతున్నాడు .
0,గోపాలం బాగా నీరసపడి .
1,తూలుతున్నారు అందుకే .
0,పదకొండు దాటింది వాడు ఇక అయిపోయింది .
0,నేను పోతున్నాను .
0,ఈ మూటను మూడు రోజులు కదిలించకూడదు .
0,విబూది ఉన్నది .
1,రోజు నాలుగవ అది తినాలి .
0,తగ్గిపోతుంది . అని వెళ్లిపోయాడు .
0,గోపాలంకు నీరసం తగ్గలేదు .
0,రోజు రోజుకు పెరిగింది .
0,మూడు రోజులు అయింది .
1,నాలుగవ రోజు తీశారు మూట .
0,కానీ రమ నగలు కనిపించలేదు .
0,అందరూ లబోదిబోమన్నారు .
0,సోములు దాసు పోయాడు .
0,ఉరంతా చూశాడు .
0,దాసు కనిపించలేదు .
1,ఇల్లు ఖాళీ . చేశాడు అని చెప్పారు .
0,సోములుకు నోట మాట రాలేదు .
1,అటు పోయాయి నగలు .
0,ఇటు గోపాలంకు తగ్గలేదు .
1,దాసు మోసం . తెలిసింది
0,సోములు అనుమానం తీరింది .
1,రమకు భయంగా భయం ఉంది .
0,నాయనను పిలిపించింది .
0,యాదగిరి సోములును సముదాయించాడు .
1,చివరకు . ఒప్పించాడు
1,గోపాలంను చూపెట్టారు దవాఖానాలో .
0,రోగం ముదిరింది .
0,ఇంతదాకా ఏమి చేశారు .
0,శరీరంలో బలం లేకుండా .
0,మీ నమ్మకాలతో కోలుకోకుండా . అని దవాఖానాలో తిట్టారు .
0,సోములు ఎంతో బతిమాలాడు .
1,దవాఖానాలో సరయిన వాడారు మందులు .
1,రోజులకు కొన్ని నయం అయింది .
0,దీంతో సోములుకు మోసం తెలిసివచ్చింది
1,పేరు నా వెంకటేశు ణూLL .
0,మా ఊరు పతంగి ణూLL .
1,పతంగిలో నాకు ఒక ఉంది దుకాణం .
1,రాజలింగుది ఊరే మా ణూLL .
0,మేం ఎదురెదురుగా ఉంటాం .
0,రాజలింగుకు దుకాణం ఉంది .
0,నేనంటే అసూయ ణూLL .
0,నాతో పోటీపడేవాడు .
1,నాకంటే సంపాదించాలని బాగా ఆశ ణూLL .
0,పనిలేనివారిని చేరదీసేవాడు .
0,సరుకులు కొనడానికి తెలివి కావాలి .
0,అమ్మడానికి తెలివి కావాలి .
0,దురాశ పనికి రాదు . అని నేను రాజలింగుతో అన్నాను .
1,అయినా రాజలింగు నా వినలేదు మాట .
0,ఒకసారి నేను మిరపకాయలు కొన్నాను .
0,పంట కాలంలో కొన్నాను .
0,పది సంచులు కొన్నాను .
0,బాగా ఎండిన తరవాత దాచాను .
1,గదిలో ఏడాది ఉంచాను .
0,మరుసటి ఏడు పంటలు పండలేదు .
1,మిరప పంట రాలేదు సరిగా .
0,అనుకోకుండా మిరపకాయల ధర పెరిగింది .
1,పెరిగింది బాగా .
0,నేను కొన్నదానికి మూడింతలు పెరిగింది .
0,నా పదిసంచులు అమ్మాను .
0,మంచి లాభం గడించాను .
0,ఇది నోట ఈ నోట పాకింది .
0,రాజలింగుకు తెలిసింది .
0,తెలివిగా సంపాదించాలి .
0,సరుకు కొని నిలవ ఉంచాలి .
1,వంద సంచులు ఉప్పు ఖరీదు చేశాడు .
0,ఇంటికి చేరవేశాడు .
0,ఒక గదిలో సంచులు ఉంచాడు .
1,తాళం . వేశాడు
0,ఆరు నెలలు గడిచాయి .
0,రాజలింగు ఒకసారి తాళం తీసిచూశాడు .
0,సంచులు బాగా తడిసిపోయాయి .
1,సగం పాడయినవి సంచులు .
0,సగం ఉప్పు కరిగిపోయింది .
1,ఆ ఏడు వానలు బాగా కురిశాయి .
1,అందుకే గదిలో చేరింది తడి .
0,సంచులు తడిసిపోయాయి .
1,లబోదిబోమన్నాడు రాజలింగు .
0,చేసేది మిగిలింది అమ్మాడు .
0,పది సంచుల పసుపుని ఆరు నెలలు ఉంచాను .
0,నాలుగింతలు లాభం చేకూరింది .
1,ఆ మా పైసలతో ఇంటామెకు నగలు చేయించాను .
1,విషయం ఈ రాజలింగుకు తెలిసింది .
0,రాజలింగుకు కంటిమీద కునుకు లేదు .
0,నగలు కావాలని ఇంటామె ఒకటే పోరు ణూLL .
0,రాజలింగు ఈ సారి ఉల్లిపాయలు కొని దాచాడు .
0,ఒకటే మురుగు వాసన ణూLL .
0,ఉల్లిపాయలు మురిగిపోయాయి .
0,ఎండలకు ఉల్లిపాయలు పాడయిపోయాయి .
1,చేసేది ఉల్లిపాయలు . పారవేశాడు
1,పేరుకు రెండు గేదెల పాడి కాని ణూLL రోజుకు లీటరు పాలు రావు .
1,ఇప్పుడు ఒకటి పాడిది . ణూLL
0,ఒకటి చూడిది ణూLL .
0,రాములు పాలు తానే పితుకుతాడు .
0,గేదెలను మేపుతాడు .
1,పాడి అయినా పెరగలేదు .
1,రోజు ఎండుగడ్డి ఉదయం పెడతాడు .
0,ఒకసారి కుడితి పెడతాడు .
1,ఇంకోసారి పచ్చిమేత . పెడతాడు
0,అయినా పాలు పెరగలేదు .
1,రాములుకు తోచలేదు ఏం .
0,ఎండుగడ్డి మంచి ఆహారం కాదు .
0,అది కడుపు నిండుతుంది . కానీ అందులో పోషకవిలువలు లేవు .
0,దానిలో పాల దిగుబడి గుణంలేదు .
1,పెరగాలంటే పాలు - పాడి పశువుల మేత సరఐన మోతాదులో ఉండాలి .
0,ఆ మేతలో అన్ని రకాల పోషకాలు ఉండాలి .
0,ఇదే ఫీడు ణూLL .
0,దాణాలో దినుసులు బాగా ఉండాలి .
0,దానిలో మొక్కజొన్న ఉండాలి .
0,పప్పుల పొడి తవుడు ఉండాలి .
1,తవుడు గోధుమ ఉండాలి .
0,ఫీడు ఎలా తయారు చేయాలి - దాణాను కొలతలతో పెట్టాలి .
0,అన్ని పశువులకు ఒకేలాగా ఉండకూడదు .
0,పాడి గేదెలకు ఒక రకంగా ఉండాలి .
1,చూడి ఒక గేదెలకు రకంగా ఉండాలి .
0,ఆవులకు ఒక రకంగా ఉండాలి .
0,ఎద్దులకు ఒకరకంగా ఉండాలి .
0,రకరకాలుగా ఉండాలి .
0,పశువు వయసును చూడాలి .
0,బరువును చూడాలి .
0,గడ్డిని ముక్కలుగా చేయాలి .
0,పశువులకు పెట్టాలి .
0,పాడి పశువులను కడగాలి .
0,పదికిలో దాణాలో మూడుకిలోల మొక్కజొన్నలు ఉండాలి .
0,రెండు కిలోల పల్లిచెక్క ఉండాలి .
0,ఖనిజ లవణాలు ఒక కిలో ఉండాలి .
0,ఉప్పు ఒక కిలో ఉండాలి .
0,ఇలా పాలు పెరుగుతాయి .
1,గేదెలకు చూడి ఫీడు ఎలా పెట్టాలి ?
0,చూడి గేదెలకు ఫీడు పోవాలి .
0,ముందు రెండింతలు పెట్టాలి .
0,మూడు మాసాల ముందు రెండింతలు పెట్టాలి .
0,మూడు రోజుల ముందు ఫీడు ఆపాలి .
0,బాగా పచ్చిమేత పెట్టాలి .
0,నూనె చెక్కలతో మేపకూడదు .
0,తవుడు అసలు పనికిరాదు .
0,దూడలకు మెత్తని మేత పెట్టాలి .
1,దూడల తెలుసుకుంటూ బరువు .
0,నెమ్మదిగా దాణాకు అలవాటు చేయాలి .
1,ఎండుగడ్డికి అలవాటు . చేయాలి
1,పోషక దాణాలో విలువలను ఎలా పెంచాలి ?
0,కొందరు యూరియాను తీసుకుంటారు .
0,లేకుంటే అమోనియాను తీసుకుంటారు .
0,నీళ్లలో కలుపుతారు .
0,ఇలా నీళ్లను చల్లుతారు .
0,గడ్డి కుప్పలమీద బాగా చల్లుతారు .
1,తరువాత ఆ గడ్డి తీసుకుంటారు కుప్పలను .
0,పెద్ద తొట్టిలాంటి దానిలో పెడతారు .
0,మీద బరువు పెడతారు .
1,అణగ . పెడతారు
1,ఇలా కొన్ని రోజులు . ఉంచుతారు
0,ఇలా ప్రోటీను శాతం పెరుగుతుంది .
1,కాని గాలి చూడాలి చొరకుండా .
1,అప్పుడే శాతం ప్రొటీను పెరుగుతుంది .
0,లేకుంటే తగ్గిపోతుంది .
0,కొత్తగా ఒక డబ్బాను తయారు చేశారు .
1,చొప్పను ఇందులో . ఉంచుతారు
0,అమోనియాను గ్యాసుగా లోపలికి పంపుతారు .
1,ఇలా రోజులు 14 మూసి ఉంచుతారు .
1,ఇలా పోషకవిలువలు గడ్డి పెరుగుతాయి .
0,14 రోజులకు ప్రోటీను శాతం తగ్గుతుంది .
0,ఇలా అమోనియాతో దాణా ప్రోటీను విలువ పెంచవచ్చు .
0,మూడింతలు పెంచవచ్చు .
0,ఈ దాణాను 6 నెలల నిలవ ఉంచవచ్చు .
0,ఇందులో నత్రజని శాతం ఎక్కువ ఉంటుంది .
0,బతుకుతెరువుకోసం పట్నం చేరారు .
1,పట్నం చేరేనాటికి సీతాలుకు ఇద్దరు పిల్లలు . ణూLL
0,సీతాలుకు చిన్న వయస్సులో పెళ్లయింది .
0,కానుపులకు తగ్గట్టు బలమైన తిండి లేదు .
0,రోజు మొదట పిల్లలకు తిండి పెట్టేది .
0,మిగిలితే తాను తినేది .
0,లేకపోతే పస్తులు పడుకునేది .
0,అందుకే అప్పుడే ముసలిదానిలా తయారయింది .
1,వంగిపోయింది నడుం .
0,ఈ నడుమ సీతాలు ఎప్పుడూ నీరసంగా ఉంటున్నది .
0,ఆకలి ఉండదు .
0,ఏ పని చేయ చేతకాదు .
0,మొదట్లో కొంచెం దగ్గు వచ్చేది .
0,ఎప్పుడూ ఖళ్లుఖళ్లుమని దగ్గుతూ ఉంటుంది .
0,రాములుకు ఏం చెయ్యాలో తోచడం .
0,డాక్టరు సీతాలును పరీక్ష చేశాడు .
0,ఛాతీ ఫోటో తీయించి చూశాడు .
1,పరీక్షకు ఉమ్మి పంపి చూశాడు .
0,చివరకు సీతాలుకు క్షయ రోగం ణూLL అని చెప్పాడు .
1,రాములుకు ఆగలేదు ఏడుపు .
0,డాక్టరు రాములును ఊరడించాడు .
1,ఇప్పుడు ఆ భయం . లేదు
0,రోగం నయమవుతుంది .
1,సీతాలుకు జబ్బు . ముదరలేదు
0,కానీ చాలా రోజులు మందులు తీసుకోవాలి .
0,మందుల ఖరీదు ఎక్కువే ణూLL .
0,అని డాక్టరుగారు చెప్పారు .
0,మా సీతాలుకే ఈ జబ్బు ఎందుకు వచ్చింది .
0,సీతాలు చాలా బలహీనంగా ఉంది .
0,బరువు చాలా తక్కువ ణూLL .
0,ఆమె శరీరంలో రోగాన్ని తట్టుకునే శక్తి తగ్గిపోయింది .
0,అందుకే ఈ జబ్బు ఆమెకి వచ్చింది .
0,ఈ జబ్బు పెద్ధవాళ్లకే వస్తుందా ?
0,పిల్లలకు రావచ్చా ?
0,పెద్దా ణూLL చిన్నా లేదు .
0,అందరికీ రావచ్చు .
0,చంటిపిల్లలకు ఇది ఎక్కువ రావచ్చు .
1,పిల్లలకు వెన్నెముకలో ఇది గూని వస్తే రావచ్చు .
0,ఆరోగ్యంగా ఉన్న పిల్లలు ఈ జబ్బు రాకుండా తట్టుకోగలరు .
